gene_ID,ndimage_ID,PCA01 (nan),PCA02 (nan),PCA03 (nan),PCA04 (nan),PCA05 (nan),PCA06 (nan)
85,511,0.0,0.0,0.0,0.0,0.0,0.0
85,1630,0.0,0.0,0.0,0.0,0.0,0.0
85,715,0.0,0.0,0.0,0.0,0.0,0.0
85,1425,0.0,0.0,0.0,0.0,0.0,0.0
85,1254,0.0,0.0,0.0,0.0,0.0,0.0
85,490,0.0,0.0,0.0,0.0,0.0,0.0
85,1493,0.0,0.0,0.0,0.0,0.0,0.0
85,1113,0.0,0.0,0.0,0.0,0.0,0.0
85,1129,0.0,0.0,0.0,0.0,0.0,0.0
85,1353,0.0,0.0,0.0,0.0,0.0,0.0
85,306,0.0,0.0,0.0,0.0,0.0,0.0
85,938,0.0,0.0,0.0,0.0,0.0,0.0
85,681,0.0,0.0,0.0,0.0,0.0,0.0
85,272,0.0,0.0,0.0,0.0,0.0,0.0
85,1267,0.0,0.0,0.0,0.0,0.0,0.0
85,947,0.0,0.0,0.0,0.0,0.0,0.0
85,1305,0.0,0.0,0.0,0.0,0.0,0.0
85,2036,0.0,0.0,0.0,0.0,0.0,0.0
85,502,0.0,0.0,0.0,0.0,0.0,0.0
85,1655,0.0,0.0,0.0,0.0,0.0,0.0
85,1576,0.0,0.0,0.0,0.0,0.0,0.0
85,706,0.0,0.0,0.0,0.0,0.0,0.0
85,946,0.0,0.0,0.0,0.0,0.0,0.0
85,1578,0.0,0.0,0.0,0.0,0.0,0.0
85,661,0.0,0.0,0.0,0.0,0.0,0.0
85,1976,0.0,0.0,0.0,0.0,0.0,0.0
85,224,0.0,0.0,0.0,0.0,0.0,0.0
85,2360,0.0,0.0,0.0,0.0,0.0,0.0
85,1625,0.0,0.0,0.0,0.0,0.0,0.0
85,2438,0.0,0.0,0.0,0.0,0.0,0.0
85,1349,0.0,0.0,0.0,0.0,0.0,0.0
85,1258,0.0,0.0,0.0,0.0,0.0,0.0
85,978,0.0,0.0,0.0,0.0,0.0,0.0
85,1133,0.0,0.0,0.0,0.0,0.0,0.0
85,1403,0.0,0.0,0.0,0.0,0.0,0.0
85,398,0.0,0.0,0.0,0.0,0.0,0.0
85,344,0.0,0.0,0.0,0.0,0.0,0.0
85,1150,0.0,0.0,0.0,0.0,0.0,0.0
85,1090,0.0,0.0,0.0,0.0,0.0,0.0
85,1038,0.0,0.0,0.0,0.0,0.0,0.0
85,498,0.0,0.0,0.0,0.0,0.0,0.0
85,1264,0.0,0.0,0.0,0.0,0.0,0.0
85,1495,0.0,0.0,0.0,0.0,0.0,0.0
85,1736,0.0,0.0,0.0,0.0,0.0,0.0
85,1497,0.0,0.0,0.0,0.0,0.0,0.0
85,2050,0.0,0.0,0.0,0.0,0.0,0.0
85,475,0.0,0.0,0.0,0.0,0.0,0.0
85,1140,0.0,0.0,0.0,0.0,0.0,0.0
85,1731,0.0,0.0,0.0,0.0,0.0,0.0
85,639,0.0,0.0,0.0,0.0,0.0,0.0
85,2011,0.0,0.0,0.0,0.0,0.0,0.0
85,1168,0.0,0.0,0.0,0.0,0.0,0.0
85,2279,0.0,0.0,0.0,0.0,0.0,0.0
85,985,0.0,0.0,0.0,0.0,0.0,0.0
85,852,0.0,0.0,0.0,0.0,0.0,0.0
85,574,0.0,0.0,0.0,0.0,0.0,0.0
85,1131,0.0,0.0,0.0,0.0,0.0,0.0
85,2106,0.0,0.0,0.0,0.0,0.0,0.0
85,1995,0.0,0.0,0.0,0.0,0.0,0.0
85,1545,0.0,0.0,0.0,0.0,0.0,0.0
85,582,0.0,0.0,0.0,0.0,0.0,0.0
85,713,0.0,0.0,0.0,0.0,0.0,0.0
85,1543,0.0,0.0,0.0,0.0,0.0,0.0
85,711,0.0,0.0,0.0,0.0,0.0,0.0
85,632,0.0,0.0,0.0,0.0,0.0,0.0
85,1098,0.0,0.0,0.0,0.0,0.0,0.0
85,1272,0.0,0.0,0.0,0.0,0.0,0.0
85,2312,0.0,0.0,0.0,0.0,0.0,0.0
85,1780,0.0,0.0,0.0,0.0,0.0,0.0
85,2096,0.0,0.0,0.0,0.0,0.0,0.0
85,293,0.0,0.0,0.0,0.0,0.0,0.0
85,993,0.0,0.0,0.0,0.0,0.0,0.0
85,1239,0.0,0.0,0.0,0.0,0.0,0.0
85,583,0.0,0.0,0.0,0.0,0.0,0.0
85,1969,0.0,0.0,0.0,0.0,0.0,0.0
85,1048,0.0,0.0,0.0,0.0,0.0,0.0
85,1537,0.0,0.0,0.0,0.0,0.0,0.0
85,626,0.0,0.0,0.0,0.0,0.0,0.0
85,1275,0.0,0.0,0.0,0.0,0.0,0.0
85,951,0.0,0.0,0.0,0.0,0.0,0.0
85,615,0.0,0.0,0.0,0.0,0.0,0.0
85,314,0.0,0.0,0.0,0.0,0.0,0.0
85,407,0.0,0.0,0.0,0.0,0.0,0.0
85,1990,0.0,0.0,0.0,0.0,0.0,0.0
85,581,0.0,0.0,0.0,0.0,0.0,0.0
85,2369,0.0,0.0,0.0,0.0,0.0,0.0
85,997,0.0,0.0,0.0,0.0,0.0,0.0
85,747,0.0,0.0,0.0,0.0,0.0,0.0
85,199,0.0,0.0,0.0,0.0,0.0,0.0
85,1367,0.0,0.0,0.0,0.0,0.0,0.0
85,2253,0.0,0.0,0.0,0.0,0.0,0.0
85,1902,0.0,0.0,0.0,0.0,0.0,0.0
85,1452,0.0,0.0,0.0,0.0,0.0,0.0
85,1285,0.0,0.0,0.0,0.0,0.0,0.0
85,1119,0.0,0.0,0.0,0.0,0.0,0.0
85,261,0.0,0.0,0.0,0.0,0.0,0.0
85,2144,0.0,0.0,0.0,0.0,0.0,0.0
85,1256,0.0,0.0,0.0,0.0,0.0,0.0
85,401,0.0,0.0,0.0,0.0,0.0,0.0
85,216,0.0,0.0,0.0,0.0,0.0,0.0
85,745,0.0,0.0,0.0,0.0,0.0,0.0
85,1006,0.0,0.0,0.0,0.0,0.0,0.0
85,716,0.0,0.0,0.0,0.0,0.0,0.0
85,1315,0.0,0.0,0.0,0.0,0.0,0.0
85,670,0.0,0.0,0.0,0.0,0.0,0.0
85,2006,0.0,0.0,0.0,0.0,0.0,0.0
85,972,0.0,0.0,0.0,0.0,0.0,0.0
85,2107,0.0,0.0,0.0,0.0,0.0,0.0
85,2573,0.0,0.0,0.0,0.0,0.0,0.0
85,2431,0.0,0.0,0.0,0.0,0.0,0.0
85,1680,0.0,0.0,0.0,0.0,0.0,0.0
85,691,0.0,0.0,0.0,0.0,0.0,0.0
85,1196,0.0,0.0,0.0,0.0,0.0,0.0
85,439,0.0,0.0,0.0,0.0,0.0,0.0
85,1788,0.0,0.0,0.0,0.0,0.0,0.0
85,1209,0.0,0.0,0.0,0.0,0.0,0.0
85,649,0.0,0.0,0.0,0.0,0.0,0.0
85,779,0.0,0.0,0.0,0.0,0.0,0.0
85,1646,0.0,0.0,0.0,0.0,0.0,0.0
85,271,0.0,0.0,0.0,0.0,0.0,0.0
85,1511,0.0,0.0,0.0,0.0,0.0,0.0
85,2097,0.0,0.0,0.0,0.0,0.0,0.0
85,2058,0.0,0.0,0.0,0.0,0.0,0.0
85,580,0.0,0.0,0.0,0.0,0.0,0.0
85,646,0.0,0.0,0.0,0.0,0.0,0.0
85,2021,0.0,0.0,0.0,0.0,0.0,0.0
85,653,0.0,0.0,0.0,0.0,0.0,0.0
85,759,0.0,0.0,0.0,0.0,0.0,0.0
85,1878,0.0,0.0,0.0,0.0,0.0,0.0
85,882,0.0,0.0,0.0,0.0,0.0,0.0
85,480,0.0,0.0,0.0,0.0,0.0,0.0
85,666,0.0,0.0,0.0,0.0,0.0,0.0
85,1446,0.0,0.0,0.0,0.0,0.0,0.0
85,1732,0.0,0.0,0.0,0.0,0.0,0.0
85,1613,0.0,0.0,0.0,0.0,0.0,0.0
85,2205,0.0,0.0,0.0,0.0,0.0,0.0
85,2403,0.0,0.0,0.0,0.0,0.0,0.0
85,1651,0.0,0.0,0.0,0.0,0.0,0.0
85,421,0.0,0.0,0.0,0.0,0.0,0.0
85,494,0.0,0.0,0.0,0.0,0.0,0.0
85,1276,0.0,0.0,0.0,0.0,0.0,0.0
85,1799,0.0,0.0,0.0,0.0,0.0,0.0
85,590,0.0,0.0,0.0,0.0,0.0,0.0
85,1226,0.0,0.0,0.0,0.0,0.0,0.0
85,1740,0.0,0.0,0.0,0.0,0.0,0.0
85,1169,0.0,0.0,0.0,0.0,0.0,0.0
85,1913,0.0,0.0,0.0,0.0,0.0,0.0
85,575,0.0,0.0,0.0,0.0,0.0,0.0
85,1860,0.0,0.0,0.0,0.0,0.0,0.0
85,1061,0.0,0.0,0.0,0.0,0.0,0.0
85,1756,0.0,0.0,0.0,0.0,0.0,0.0
85,820,0.0,0.0,0.0,0.0,0.0,0.0
85,1517,0.0,0.0,0.0,0.0,0.0,0.0
85,1496,0.0,0.0,0.0,0.0,0.0,0.0
85,2244,0.0,0.0,0.0,0.0,0.0,0.0
85,1925,0.0,0.0,0.0,0.0,0.0,0.0
85,2110,0.0,0.0,0.0,0.0,0.0,0.0
85,1106,0.0,0.0,0.0,0.0,0.0,0.0
85,1711,0.0,0.0,0.0,0.0,0.0,0.0
85,2361,0.0,0.0,0.0,0.0,0.0,0.0
85,545,0.0,0.0,0.0,0.0,0.0,0.0
85,1382,0.0,0.0,0.0,0.0,0.0,0.0
85,1784,0.0,0.0,0.0,0.0,0.0,0.0
85,1648,0.0,0.0,0.0,0.0,0.0,0.0
85,1954,0.0,0.0,0.0,0.0,0.0,0.0
85,1807,0.0,0.0,0.0,0.0,0.0,0.0
85,1205,0.0,0.0,0.0,0.0,0.0,0.0
85,1752,0.0,0.0,0.0,0.0,0.0,0.0
85,687,0.0,0.0,0.0,0.0,0.0,0.0
85,375,0.0,0.0,0.0,0.0,0.0,0.0
85,274,0.0,0.0,0.0,0.0,0.0,0.0
85,1828,0.0,0.0,0.0,0.0,0.0,0.0
85,291,0.0,0.0,0.0,0.0,0.0,0.0
85,629,0.0,0.0,0.0,0.0,0.0,0.0
85,2444,0.0,0.0,0.0,0.0,0.0,0.0
85,276,0.0,0.0,0.0,0.0,0.0,0.0
85,808,0.0,0.0,0.0,0.0,0.0,0.0
85,1024,0.0,0.0,0.0,0.0,0.0,0.0
85,1757,0.0,0.0,0.0,0.0,0.0,0.0
85,1268,0.0,0.0,0.0,0.0,0.0,0.0
85,1485,0.0,0.0,0.0,0.0,0.0,0.0
85,1334,0.0,0.0,0.0,0.0,0.0,0.0
85,778,0.0,0.0,0.0,0.0,0.0,0.0
85,428,0.0,0.0,0.0,0.0,0.0,0.0
85,1156,0.0,0.0,0.0,0.0,0.0,0.0
85,824,0.0,0.0,0.0,0.0,0.0,0.0
85,1388,0.0,0.0,0.0,0.0,0.0,0.0
85,2319,0.0,0.0,0.0,0.0,0.0,0.0
85,592,0.0,0.0,0.0,0.0,0.0,0.0
85,1269,0.0,0.0,0.0,0.0,0.0,0.0
85,2136,0.0,0.0,0.0,0.0,0.0,0.0
85,991,0.0,0.0,0.0,0.0,0.0,0.0
85,2015,0.0,0.0,0.0,0.0,0.0,0.0
85,642,0.0,0.0,0.0,0.0,0.0,0.0
85,1312,0.0,0.0,0.0,0.0,0.0,0.0
85,447,0.0,0.0,0.0,0.0,0.0,0.0
85,1197,0.0,0.0,0.0,0.0,0.0,0.0
85,1934,0.0,0.0,0.0,0.0,0.0,0.0
85,769,0.0,0.0,0.0,0.0,0.0,0.0
85,918,0.0,0.0,0.0,0.0,0.0,0.0
85,2346,0.0,0.0,0.0,0.0,0.0,0.0
85,708,0.0,0.0,0.0,0.0,0.0,0.0
85,561,0.0,0.0,0.0,0.0,0.0,0.0
85,786,0.0,0.0,0.0,0.0,0.0,0.0
85,1972,0.0,0.0,0.0,0.0,0.0,0.0
85,727,0.0,0.0,0.0,0.0,0.0,0.0
85,1130,0.0,0.0,0.0,0.0,0.0,0.0
85,331,0.0,0.0,0.0,0.0,0.0,0.0
85,1563,0.0,0.0,0.0,0.0,0.0,0.0
85,718,0.0,0.0,0.0,0.0,0.0,0.0
85,1639,0.0,0.0,0.0,0.0,0.0,0.0
85,1149,0.0,0.0,0.0,0.0,0.0,0.0
85,1932,0.0,0.0,0.0,0.0,0.0,0.0
85,1443,0.0,0.0,0.0,0.0,0.0,0.0
85,994,0.0,0.0,0.0,0.0,0.0,0.0
85,537,0.0,0.0,0.0,0.0,0.0,0.0
85,777,0.0,0.0,0.0,0.0,0.0,0.0
85,929,0.0,0.0,0.0,0.0,0.0,0.0
85,1814,0.0,0.0,0.0,0.0,0.0,0.0
85,1582,0.0,0.0,0.0,0.0,0.0,0.0
85,468,0.0,0.0,0.0,0.0,0.0,0.0
85,393,0.0,0.0,0.0,0.0,0.0,0.0
85,1899,0.0,0.0,0.0,0.0,0.0,0.0
85,301,0.0,0.0,0.0,0.0,0.0,0.0
85,1713,0.0,0.0,0.0,0.0,0.0,0.0
85,945,0.0,0.0,0.0,0.0,0.0,0.0
85,1319,0.0,0.0,0.0,0.0,0.0,0.0
85,1626,0.0,0.0,0.0,0.0,0.0,0.0
85,729,0.0,0.0,0.0,0.0,0.0,0.0
85,948,0.0,0.0,0.0,0.0,0.0,0.0
85,1765,0.0,0.0,0.0,0.0,0.0,0.0
85,2277,0.0,0.0,0.0,0.0,0.0,0.0
85,2367,0.0,0.0,0.0,0.0,0.0,0.0
85,920,0.0,0.0,0.0,0.0,0.0,0.0
85,267,0.0,0.0,0.0,0.0,0.0,0.0
85,1360,0.0,0.0,0.0,0.0,0.0,0.0
85,169,0.0,0.0,0.0,0.0,0.0,0.0
85,793,0.0,0.0,0.0,0.0,0.0,0.0
85,1622,0.0,0.0,0.0,0.0,0.0,0.0
85,569,0.0,0.0,0.0,0.0,0.0,0.0
85,233,0.0,0.0,0.0,0.0,0.0,0.0
85,2234,0.0,0.0,0.0,0.0,0.0,0.0
85,1105,0.0,0.0,0.0,0.0,0.0,0.0
85,369,0.0,0.0,0.0,0.0,0.0,0.0
85,1177,0.0,0.0,0.0,0.0,0.0,0.0
85,2230,0.0,0.0,0.0,0.0,0.0,0.0
85,1381,0.0,0.0,0.0,0.0,0.0,0.0
85,1053,0.0,0.0,0.0,0.0,0.0,0.0
85,1811,0.0,0.0,0.0,0.0,0.0,0.0
85,2077,0.0,0.0,0.0,0.0,0.0,0.0
85,1243,0.0,0.0,0.0,0.0,0.0,0.0
85,1466,0.0,0.0,0.0,0.0,0.0,0.0
85,2451,0.0,0.0,0.0,0.0,0.0,0.0
85,1492,0.0,0.0,0.0,0.0,0.0,0.0
85,1549,0.0,0.0,0.0,0.0,0.0,0.0
85,1762,0.0,0.0,0.0,0.0,0.0,0.0
85,542,0.0,0.0,0.0,0.0,0.0,0.0
85,304,0.0,0.0,0.0,0.0,0.0,0.0
85,1440,0.0,0.0,0.0,0.0,0.0,0.0
85,873,0.0,0.0,0.0,0.0,0.0,0.0
85,1327,0.0,0.0,0.0,0.0,0.0,0.0
85,799,0.0,0.0,0.0,0.0,0.0,0.0
85,426,0.0,0.0,0.0,0.0,0.0,0.0
85,720,0.0,0.0,0.0,0.0,0.0,0.0
85,1581,0.0,0.0,0.0,0.0,0.0,0.0
85,549,0.0,0.0,0.0,0.0,0.0,0.0
85,546,0.0,0.0,0.0,0.0,0.0,0.0
85,1222,0.0,0.0,0.0,0.0,0.0,0.0
85,383,0.0,0.0,0.0,0.0,0.0,0.0
85,1115,0.0,0.0,0.0,0.0,0.0,0.0
85,1062,0.0,0.0,0.0,0.0,0.0,0.0
85,677,0.0,0.0,0.0,0.0,0.0,0.0
85,1600,0.0,0.0,0.0,0.0,0.0,0.0
85,911,0.0,0.0,0.0,0.0,0.0,0.0
85,508,0.0,0.0,0.0,0.0,0.0,0.0
85,619,0.0,0.0,0.0,0.0,0.0,0.0
85,1657,0.0,0.0,0.0,0.0,0.0,0.0
85,1170,0.0,0.0,0.0,0.0,0.0,0.0
85,1779,0.0,0.0,0.0,0.0,0.0,0.0
85,770,0.0,0.0,0.0,0.0,0.0,0.0
85,817,0.0,0.0,0.0,0.0,0.0,0.0
85,1761,0.0,0.0,0.0,0.0,0.0,0.0
85,1389,0.0,0.0,0.0,0.0,0.0,0.0
85,721,0.0,0.0,0.0,0.0,0.0,0.0
85,2238,0.0,0.0,0.0,0.0,0.0,0.0
85,818,0.0,0.0,0.0,0.0,0.0,0.0
85,936,0.0,0.0,0.0,0.0,0.0,0.0
85,1233,0.0,0.0,0.0,0.0,0.0,0.0
85,1173,0.0,0.0,0.0,0.0,0.0,0.0
85,784,0.0,0.0,0.0,0.0,0.0,0.0
85,1683,0.0,0.0,0.0,0.0,0.0,0.0
85,1183,0.0,0.0,0.0,0.0,0.0,0.0
85,2232,0.0,0.0,0.0,0.0,0.0,0.0
85,1819,0.0,0.0,0.0,0.0,0.0,0.0
85,1033,0.0,0.0,0.0,0.0,0.0,0.0
85,1867,0.0,0.0,0.0,0.0,0.0,0.0
85,540,0.0,0.0,0.0,0.0,0.0,0.0
85,578,0.0,0.0,0.0,0.0,0.0,0.0
85,442,0.0,0.0,0.0,0.0,0.0,0.0
85,992,0.0,0.0,0.0,0.0,0.0,0.0
85,1036,0.0,0.0,0.0,0.0,0.0,0.0
85,2169,0.0,0.0,0.0,0.0,0.0,0.0
85,1000,0.0,0.0,0.0,0.0,0.0,0.0
85,1253,0.0,0.0,0.0,0.0,0.0,0.0
85,2269,0.0,0.0,0.0,0.0,0.0,0.0
85,1590,0.0,0.0,0.0,0.0,0.0,0.0
85,908,0.0,0.0,0.0,0.0,0.0,0.0
85,1136,0.0,0.0,0.0,0.0,0.0,0.0
85,2548,0.0,0.0,0.0,0.0,0.0,0.0
85,1357,0.0,0.0,0.0,0.0,0.0,0.0
85,1229,0.0,0.0,0.0,0.0,0.0,0.0
85,1552,0.0,0.0,0.0,0.0,0.0,0.0
85,1679,0.0,0.0,0.0,0.0,0.0,0.0
85,507,0.0,0.0,0.0,0.0,0.0,0.0
85,1546,0.0,0.0,0.0,0.0,0.0,0.0
85,1361,0.0,0.0,0.0,0.0,0.0,0.0
85,1097,0.0,0.0,0.0,0.0,0.0,0.0
85,1067,0.0,0.0,0.0,0.0,0.0,0.0
85,1378,0.0,0.0,0.0,0.0,0.0,0.0
85,726,0.0,0.0,0.0,0.0,0.0,0.0
85,509,0.0,0.0,0.0,0.0,0.0,0.0
85,1906,0.0,0.0,0.0,0.0,0.0,0.0
85,497,0.0,0.0,0.0,0.0,0.0,0.0
85,925,0.0,0.0,0.0,0.0,0.0,0.0
85,1409,0.0,0.0,0.0,0.0,0.0,0.0
85,1108,0.0,0.0,0.0,0.0,0.0,0.0
85,805,0.0,0.0,0.0,0.0,0.0,0.0
85,2215,0.0,0.0,0.0,0.0,0.0,0.0
85,2053,0.0,0.0,0.0,0.0,0.0,0.0
85,495,0.0,0.0,0.0,0.0,0.0,0.0
85,1585,0.0,0.0,0.0,0.0,0.0,0.0
85,1185,0.0,0.0,0.0,0.0,0.0,0.0
85,625,0.0,0.0,0.0,0.0,0.0,0.0
85,1278,0.0,0.0,0.0,0.0,0.0,0.0
85,594,0.0,0.0,0.0,0.0,0.0,0.0
85,973,0.0,0.0,0.0,0.0,0.0,0.0
85,790,0.0,0.0,0.0,0.0,0.0,0.0
85,837,0.0,0.0,0.0,0.0,0.0,0.0
85,879,0.0,0.0,0.0,0.0,0.0,0.0
85,1099,0.0,0.0,0.0,0.0,0.0,0.0
85,655,0.0,0.0,0.0,0.0,0.0,0.0
85,367,0.0,0.0,0.0,0.0,0.0,0.0
85,1057,0.0,0.0,0.0,0.0,0.0,0.0
85,1091,0.0,0.0,0.0,0.0,0.0,0.0
85,738,0.0,0.0,0.0,0.0,0.0,0.0
85,1591,0.0,0.0,0.0,0.0,0.0,0.0
85,1839,0.0,0.0,0.0,0.0,0.0,0.0
85,1476,0.0,0.0,0.0,0.0,0.0,0.0
85,571,0.0,0.0,0.0,0.0,0.0,0.0
85,1280,0.0,0.0,0.0,0.0,0.0,0.0
85,1975,0.0,0.0,0.0,0.0,0.0,0.0
85,1431,0.0,0.0,0.0,0.0,0.0,0.0
85,1506,0.0,0.0,0.0,0.0,0.0,0.0
85,1189,0.0,0.0,0.0,0.0,0.0,0.0
85,1500,0.0,0.0,0.0,0.0,0.0,0.0
85,1412,0.0,0.0,0.0,0.0,0.0,0.0
85,701,0.0,0.0,0.0,0.0,0.0,0.0
85,874,0.0,0.0,0.0,0.0,0.0,0.0
85,2132,0.0,0.0,0.0,0.0,0.0,0.0
85,1718,0.0,0.0,0.0,0.0,0.0,0.0
85,901,0.0,0.0,0.0,0.0,0.0,0.0
85,1068,0.0,0.0,0.0,0.0,0.0,0.0
85,1560,0.0,0.0,0.0,0.0,0.0,0.0
85,1249,0.0,0.0,0.0,0.0,0.0,0.0
85,500,0.0,0.0,0.0,0.0,0.0,0.0
85,2170,0.0,0.0,0.0,0.0,0.0,0.0
85,1653,0.0,0.0,0.0,0.0,0.0,0.0
85,900,0.0,0.0,0.0,0.0,0.0,0.0
85,1620,0.0,0.0,0.0,0.0,0.0,0.0
85,995,0.0,0.0,0.0,0.0,0.0,0.0
85,320,0.0,0.0,0.0,0.0,0.0,0.0
85,1447,0.0,0.0,0.0,0.0,0.0,0.0
85,969,0.0,0.0,0.0,0.0,0.0,0.0
85,324,0.0,0.0,0.0,0.0,0.0,0.0
85,1553,0.0,0.0,0.0,0.0,0.0,0.0
85,1299,0.0,0.0,0.0,0.0,0.0,0.0
