,UMAP01,UMAP02,gene_ID,ndimage_ID
0,11.920769,4.591445,85,742
1,13.605752,9.159524,85,842
2,14.049129,8.019198,85,2052
3,11.214119,7.195803,85,1145
4,12.832241,9.53124,85,896
5,13.685459,9.353774,85,2152
6,9.144898,-2.2155108,85,558
7,13.0618515,8.562507,85,751
8,12.957714,8.012349,85,746
9,12.589296,8.447199,85,236
10,14.084842,3.0959623,85,810
11,13.981464,9.608969,85,1526
12,14.428282,8.802392,85,2064
13,12.923943,8.08745,85,1980
14,12.768743,8.490497,85,1775
15,13.68297,6.363708,85,302
16,13.208117,5.4126887,85,1645
17,14.470384,7.7178545,85,1323
18,14.005075,7.7526402,85,2156
19,13.342128,5.929379,85,2308
20,12.873692,6.2871313,85,618
21,13.323258,5.495741,85,325
22,13.723242,6.33764,85,2108
23,14.2583885,8.760734,85,1964
24,13.372693,8.252416,85,611
25,12.788384,4.1102476,85,1641
26,13.913837,7.567923,85,2056
27,13.814789,5.952198,85,598
28,14.239712,7.6696777,85,813
29,13.011057,8.680548,85,1862
30,13.606518,5.81641,85,1060
31,14.004257,4.8620253,85,1614
32,13.135949,9.477931,85,797
33,11.55429,6.873871,85,1394
34,13.298972,6.181383,85,954
35,13.13086,5.839022,85,227
36,14.0765505,7.2913313,85,1021
37,12.877693,8.330218,85,1434
38,14.384097,7.258593,85,671
39,13.921815,9.169703,85,1796
40,13.994612,7.8385553,85,1859
41,13.737256,8.167187,85,387
42,13.952216,8.287864,85,1827
43,13.734957,8.902077,85,2010
44,12.642764,4.5562754,85,1146
45,10.733968,8.308306,85,1722
46,14.256843,8.493447,85,2037
47,11.571127,3.4789476,85,1880
48,12.775563,5.0607486,85,1587
49,14.122605,6.937967,85,2146
50,14.138689,5.7795267,85,1193
51,9.237442,6.3676796,85,1159
52,13.084896,8.55738,85,1041
53,14.401258,8.59462,85,1751
54,14.0394745,9.565254,85,556
55,13.026761,9.366901,85,1619
56,12.765835,6.566444,85,1379
57,13.256474,4.7747245,85,1708
58,13.519514,6.392156,85,1065
59,13.652974,5.3347807,85,1027
60,9.3687105,6.959591,85,1303
61,14.411293,8.196767,85,750
62,13.624447,8.548337,85,662
63,13.348702,3.615784,85,1802
64,12.820844,8.866123,85,931
65,9.864463,7.4187627,85,512
66,13.235154,9.648499,85,2119
67,13.429292,8.629831,85,2323
68,13.868943,9.5064125,85,1155
69,8.077767,-2.099335,85,1667
70,14.064368,6.7336755,85,516
71,13.846429,9.610136,85,2135
72,14.064452,7.556069,85,256
73,13.227952,9.643213,85,1890
74,9.808513,7.407913,85,1643
75,12.081902,3.380799,85,550
76,13.864718,6.8702974,85,1031
77,14.452966,8.69824,85,1624
78,12.860364,2.6314676,85,1970
79,14.424461,7.439651,85,743
80,-2.105829,1.9680196,85,1475
81,14.143249,8.2830515,85,2433
82,14.362027,6.729382,85,1682
83,12.612748,8.80007,85,1225
84,13.281793,5.3643265,85,1800
85,12.338152,7.145098,85,1998
86,13.623944,6.3388405,85,1480
87,13.996111,9.297559,85,326
88,12.234509,6.7045293,85,1245
89,10.61327,7.717566,85,1237
90,13.896512,9.558096,85,2150
91,14.377521,7.3020835,85,845
92,12.832716,6.617918,85,800
93,13.614997,7.5399933,85,1777
94,13.009983,7.6826673,85,1214
95,14.094204,9.4730425,85,482
96,10.88985,7.885644,85,1714
97,14.493225,7.458006,85,503
98,13.344772,9.661723,85,560
99,13.17314,8.378049,85,811
100,14.306764,9.14753,85,2226
101,0.7522428,-0.16232626,85,1611
102,8.388621,-1.9188229,85,2265
103,12.301451,7.8043423,85,665
104,13.466777,5.151119,85,2182
105,12.597194,4.395535,85,971
106,14.049209,8.010113,85,2275
107,8.278521,6.0592546,85,1728
108,13.784731,7.5766635,85,511
109,13.582567,7.9777284,85,1630
110,12.241011,6.587493,85,715
111,12.960848,9.526674,85,1425
112,12.451703,6.6129937,85,1254
113,12.299594,6.8087735,85,490
114,13.11391,6.2026772,85,1493
115,10.542744,7.0080824,85,1113
116,13.181065,6.2073665,85,1129
117,11.623662,4.627338,85,1353
118,14.127595,8.608535,85,306
119,10.43952,7.927717,85,938
120,14.127262,9.467292,85,681
121,13.3024025,7.065513,85,272
122,12.823069,8.242161,85,1267
123,13.935724,5.83146,85,947
124,12.759156,8.068779,85,1305
125,14.201133,6.624601,85,2036
126,11.103332,7.9822855,85,502
127,9.477535,7.3026986,85,1655
128,13.525156,7.777567,85,1576
129,7.5429296,-1.6688349,85,706
130,13.695001,8.316197,85,946
131,14.268878,6.9833407,85,1578
132,12.032891,4.254473,85,661
133,13.516838,8.615338,85,1976
134,14.326077,7.004648,85,224
135,13.939647,9.477578,85,2360
136,7.352575,-2.6275413,85,1625
137,13.907,7.345411,85,2438
138,9.17021,7.246924,85,1349
139,14.049544,9.230005,85,1258
140,13.034226,7.3180637,85,978
141,14.405943,6.740473,85,1133
142,11.514744,7.2359867,85,1403
143,7.960581,-1.8789692,85,398
144,14.016457,8.634264,85,344
145,14.216355,9.166648,85,1150
146,12.5457535,7.672228,85,1090
147,14.2164955,9.233816,85,1038
148,13.600028,8.201157,85,498
149,12.581499,6.422898,85,1264
150,13.65248,8.212147,85,1495
151,13.525853,8.755452,85,1736
152,14.095554,8.480238,85,1497
153,13.176072,3.3039765,85,2050
154,13.167836,7.141098,85,475
155,13.748479,7.346523,85,1140
156,13.8062935,6.3280263,85,1731
157,13.258694,6.4379425,85,639
158,14.156202,6.5295134,85,2011
159,13.537771,6.206536,85,1168
160,14.427012,8.785771,85,2279
161,14.388716,7.1037927,85,985
162,14.099786,7.9769135,85,852
163,12.824988,6.1539707,85,574
164,12.91219,6.702337,85,1131
165,13.951611,6.964661,85,2106
166,11.776663,3.5889497,85,1995
167,14.357639,6.9093103,85,1545
168,12.771376,8.072044,85,582
169,11.249495,-0.90747464,85,713
170,12.380257,8.438965,85,1543
171,-4.2352552,4.730459,85,711
172,14.03221,9.3502245,85,632
173,11.003609,7.71222,85,1098
174,12.781046,5.0301323,85,1272
175,13.8979,5.997254,85,2312
176,11.646451,5.083351,85,1780
177,13.97135,6.895399,85,2096
178,8.585668,6.1382174,85,293
179,12.898548,7.8971477,85,993
180,13.33847,6.414128,85,1239
181,13.9604225,8.425055,85,583
182,14.499473,7.4993873,85,1969
183,12.027288,6.532997,85,1048
184,13.112746,9.570528,85,1537
185,9.807144,7.0251164,85,626
186,13.293133,5.348514,85,1275
187,12.045618,7.267115,85,951
188,14.154524,9.411865,85,615
189,13.723469,5.4648304,85,314
190,13.939989,6.673147,85,407
191,13.615661,6.294595,85,1990
192,13.185323,8.442318,85,581
193,14.406022,8.061914,85,2369
194,14.398464,7.4306483,85,997
195,13.91683,7.8274775,85,747
196,14.498895,7.458005,85,199
197,7.786796,7.2148867,85,1367
198,12.570947,6.514442,85,2253
199,10.670425,8.322232,85,1902
200,12.04763,3.8157513,85,1452
201,12.08132,5.1601024,85,1285
202,12.95349,4.590449,85,1119
203,12.499911,7.8091908,85,261
204,14.129071,9.180849,85,2144
205,13.125067,8.553429,85,1256
206,13.414115,8.931156,85,401
207,13.480289,9.679785,85,216
208,12.667365,6.2515755,85,745
209,13.234928,5.318622,85,1006
210,7.4872894,-1.9006289,85,716
211,9.508936,7.3639894,85,1315
212,13.376333,5.4640775,85,670
213,13.309726,8.39013,85,2006
214,13.465993,8.2516575,85,972
215,12.74013,4.417425,85,2107
216,13.979151,6.0581913,85,2573
217,11.901598,3.5796044,85,2431
218,10.918429,7.8583326,85,1680
219,14.054826,9.377528,85,691
220,6.6061525,7.1644406,85,1196
221,13.376956,9.658565,85,439
222,14.0785265,6.093581,85,1788
223,14.191283,7.8998127,85,1209
224,13.668692,6.697079,85,649
225,12.4767065,3.274218,85,779
226,13.382308,9.598506,85,1646
227,13.538326,8.061073,85,271
228,14.35371,6.9356856,85,1511
229,12.041425,4.1862807,85,2097
230,14.363582,8.238469,85,2058
231,8.233368,-1.9266387,85,580
232,13.245162,8.139116,85,646
233,13.66894,6.1531315,85,2021
234,12.848531,6.2430954,85,653
235,13.032576,9.65661,85,759
236,13.923231,8.577145,85,1878
237,12.467478,6.8391223,85,882
238,13.967114,7.7629695,85,480
239,12.458625,4.9627995,85,666
240,13.708569,7.5294485,85,1446
241,7.9246173,-2.1574624,85,1732
242,9.942441,7.5046926,85,1613
243,14.447613,8.737316,85,2205
244,13.529176,9.675997,85,2403
245,13.348178,5.3435006,85,1651
246,12.87308,9.705269,85,421
247,13.491694,8.0425205,85,494
248,12.662213,4.931075,85,1276
249,8.824315,6.0339084,85,1799
250,13.134935,5.638904,85,590
251,11.591516,5.003691,85,1226
252,13.152085,6.9639807,85,1740
253,14.187584,6.584017,85,1169
254,13.829438,9.015892,85,1913
255,12.554796,8.592825,85,575
256,13.712042,8.12997,85,1860
257,13.251128,5.6270943,85,1061
258,14.110463,5.780537,85,1756
259,12.148271,3.224303,85,820
260,14.379373,7.3173614,85,1517
261,8.411163,5.95833,85,1496
262,9.353123,7.7269273,85,2244
263,13.618645,6.44712,85,1925
264,13.162747,8.628613,85,2110
265,13.413372,6.944847,85,1106
