,LLE01,LLE02,gene_ID,ndimage_ID
0,-0.014088479,-0.0027997347,85,742
1,-0.01835512,-0.007378121,85,842
2,-0.013803675,-0.0008531497,85,2052
3,-0.011557324,-0.005930667,85,1145
4,-0.009240899,-0.015620421,85,896
5,-0.010129101,-0.0047771838,85,2152
6,-0.012944958,-0.006685103,85,558
7,-0.028421959,0.035645742,85,751
8,-0.017654685,0.006167664,85,746
9,-0.012553938,-0.0026747063,85,236
10,-0.015005028,0.0023712614,85,810
11,-0.007326437,-0.0029493743,85,1526
12,-0.00031431566,-0.018573757,85,2064
13,-0.01466629,0.0006283658,85,1980
14,-0.01732622,0.006218128,85,1775
15,-0.019038118,0.011047014,85,302
16,-0.015012059,0.001748793,85,1645
17,-0.015017872,0.0050739856,85,1323
18,-0.012485097,-0.0029949625,85,2156
19,-0.013547086,-0.002798456,85,2308
20,-0.016222052,0.0030437734,85,618
21,-0.018196642,0.009085269,85,325
22,-0.013569505,-0.0027161953,85,2108
23,-0.011952709,-0.0005016309,85,1964
24,-0.013819428,-0.0010316651,85,611
25,-0.01395722,-0.0035856091,85,1641
26,-0.011953362,-0.004155204,85,2056
27,-0.012625658,-0.0042353147,85,598
28,-0.014134051,4.1552266e-05,85,813
29,-0.016067771,0.0019106343,85,1862
30,-0.013384301,-0.002589758,85,1060
31,-0.014979474,0.002001637,85,1614
32,-0.020843318,0.014152248,85,797
33,-0.010096937,-0.007664969,85,1394
34,-0.013734842,-0.0007191831,85,954
35,-0.016132636,0.0020396095,85,227
36,-0.013339322,0.00061719044,85,1021
37,-0.01426729,-0.002479731,85,1434
38,-0.011623426,-0.0038791257,85,671
39,-0.019718127,-0.00040180434,85,1796
40,-0.013548671,-0.000103410035,85,1859
41,-0.011193522,-0.0051727644,85,387
42,-0.012922325,-0.0021009478,85,1827
43,-0.014392605,-0.0008898941,85,2010
44,-0.015163712,-0.0031648362,85,1146
45,0.007875676,-0.031916313,85,1722
46,-0.014302701,0.00039148118,85,2037
47,-0.013682811,-0.0046049017,85,1880
48,-0.013280378,-0.004232132,85,1587
49,-0.012786515,-0.002385855,85,2146
50,-0.01395598,0.0017615543,85,1193
51,-0.011460395,-0.009327084,85,1159
52,-0.012392875,-0.0024965375,85,1041
53,-0.014426339,0.0031335482,85,1751
54,-0.003067963,-0.012800453,85,556
55,-0.01816249,0.007915483,85,1619
56,-0.021604141,0.0150433695,85,1379
57,-0.013645255,-0.0016161717,85,1708
58,-0.01345531,-0.0016330543,85,1065
59,-0.011266265,-0.0039673904,85,1027
60,-0.010339262,-0.0066976296,85,1303
61,-0.006665637,-0.012132817,85,750
62,-0.013505957,-0.0016437848,85,662
63,-0.014307699,0.0007676854,85,1802
64,-0.015100104,-0.0016527516,85,931
65,-0.019916736,0.010978753,85,512
66,-0.013589706,-0.00020118062,85,2119
67,-0.014141932,0.0016220622,85,2323
68,-0.013296606,-0.001900413,85,1155
69,-0.012469833,-0.008314548,85,1667
70,-0.014451465,-2.2302142e-05,85,516
71,0.004690209,-0.026396552,85,2135
72,-0.015026577,0.00023349616,85,256
73,0.026615446,-0.054205302,85,1890
74,-0.018943556,0.0059853094,85,1643
75,-0.014137552,-0.003959009,85,550
76,-0.014201338,-0.0015122116,85,1031
77,-0.009170832,-0.007103562,85,1624
78,-0.013616705,-0.0029688084,85,1970
79,-0.014296918,-0.00337749,85,743
80,-0.014575071,-0.0028443537,85,1475
81,-0.011780592,-0.00143604,85,2433
82,-0.011131072,-0.0029732883,85,1682
83,-0.022673545,0.021956721,85,1225
84,-0.014486571,-0.0009686169,85,1800
85,-0.012677194,-0.0045406246,85,1998
86,-0.013889054,9.8669516e-05,85,1480
87,-0.030518007,0.03878583,85,326
88,-0.011297156,-0.007550581,85,1245
89,-0.01449746,0.000851212,85,1237
90,-0.009832599,0.001994776,85,2150
91,-0.018126316,0.00071774225,85,845
92,-0.01661422,0.0085909,85,800
93,-0.013583263,-0.0025114121,85,1777
94,-0.014036425,0.0022010265,85,1214
95,-0.0079683745,-0.0029794544,85,482
96,-0.013060226,-0.0008518864,85,1714
97,-0.01239447,-0.0012350176,85,503
98,-0.012511977,-0.007969583,85,560
99,-0.013810086,0.0007571184,85,811
100,-0.015484201,0.008789795,85,2226
101,-0.011350443,-0.008319914,85,1611
102,-0.012124404,-0.0071645337,85,2265
103,-0.017217409,0.005684554,85,665
104,-0.014825113,-7.096974e-05,85,2182
105,-0.012377522,-0.0048986035,85,971
106,-0.011086501,-0.010814695,85,2275
107,-0.00891031,-0.01363823,85,1728
108,-0.016647052,0.003387752,85,511
109,-0.013282385,-0.003181523,85,1630
110,-0.02112677,0.01207949,85,715
111,3.7443668e-05,-0.021564683,85,1425
112,-0.015038024,-0.0020630946,85,1254
113,-0.0145712225,0.0021100289,85,490
114,-0.012894274,-0.0020761127,85,1493
115,-0.0136246355,-0.0030734409,85,1113
116,-0.014725616,0.00042670118,85,1129
117,-0.015683368,-0.00012586241,85,1353
118,-0.014527135,-0.000883598,85,306
119,-0.013213403,-0.002180082,85,938
120,-0.002488152,-0.01751018,85,681
121,-0.01553206,-4.7178903e-05,85,272
122,-0.0057288827,-0.015198251,85,1267
123,-0.013653089,0.0018233028,85,947
124,-0.01859,0.00706078,85,1305
125,-0.013437302,-0.0027935395,85,2036
126,-0.018189678,0.010394985,85,502
127,-0.020499844,0.011054955,85,1655
128,-0.013336499,0.00011012158,85,1576
129,-0.0129226735,-0.006197199,85,706
130,-0.013886255,0.0021247475,85,946
131,-0.0064786794,-0.00266833,85,1578
132,-0.012129346,-0.00756275,85,661
133,-0.01057334,-0.0028387299,85,1976
134,-0.016580071,0.0025212485,85,224
135,-0.015041602,0.006548563,85,2360
136,-0.0119212065,-0.008094039,85,1625
137,-0.012185738,-0.0038768046,85,2438
138,-0.020200375,0.009001676,85,1349
139,-0.011240289,-0.0017835556,85,1258
140,-0.014773305,-0.0022747607,85,978
141,-0.014286597,0.0016327661,85,1133
142,-0.013711222,-0.0026042499,85,1403
143,-0.014596458,-0.0026914112,85,398
144,-0.014450961,3.1764794e-05,85,344
145,-0.008533418,-0.0047891573,85,1150
146,-0.017861577,0.008287449,85,1090
147,-0.012707314,0.0019817946,85,1038
148,-0.01104219,0.00040481583,85,498
149,-0.015490245,0.0019421809,85,1264
150,-0.01404115,-0.0009600271,85,1495
151,-0.012391087,-0.004850649,85,1736
152,-0.012431286,-5.7958106e-05,85,1497
153,-0.013905631,-0.0034887826,85,2050
154,-0.014113709,-0.0008800981,85,475
155,-0.013879039,0.00022620654,85,1140
156,-0.014325414,-0.0016906783,85,1731
157,-0.017490167,0.007528324,85,639
158,-0.0152529,0.0022451482,85,2011
159,-0.013423101,-0.00028652386,85,1168
160,-0.015023033,0.002613668,85,2279
161,-0.013825433,0.001229494,85,985
162,-0.013850705,0.0009969363,85,852
163,-0.014514245,-0.0014575768,85,574
164,-0.01291197,-0.0027475206,85,1131
165,-0.012057846,-0.004317894,85,2106
166,-0.013853623,-0.002811087,85,1995
167,-0.013003978,-0.002111902,85,1545
168,-0.015462032,0.0026773426,85,582
169,-0.012870248,-0.0054137465,85,713
170,-0.010206764,-0.0041640433,85,1543
171,-0.011029419,-0.008249126,85,711
172,-0.016364535,0.011377182,85,632
173,-0.016466117,0.0034364702,85,1098
174,-0.01404155,-0.0030263588,85,1272
175,-0.013239497,-0.0034213373,85,2312
176,-0.014673622,-0.0005321643,85,1780
177,-0.00961011,-0.0092135435,85,2096
178,-0.01877391,0.0076124314,85,293
179,-0.019878834,0.012303648,85,993
180,-0.013107542,-0.0020771478,85,1239
181,-0.0177581,0.006090053,85,583
182,-0.00995044,-0.007652664,85,1969
183,-0.017173283,0.007107824,85,1048
184,-0.010718803,0.00021096691,85,1537
185,-0.0138983345,-0.0014138899,85,626
186,-0.013962313,-0.0017101929,85,1275
187,-0.014635715,-0.0007286509,85,951
188,-0.0032608346,-0.015088672,85,615
189,-0.015888715,0.00046357446,85,314
190,-0.013345134,-0.0027185585,85,407
191,-0.013881489,-2.7921255e-05,85,1990
192,-0.0145034045,-8.151545e-05,85,581
193,-0.008610219,-0.008144355,85,2369
194,-0.014402529,0.00065689726,85,997
195,-0.013062004,0.0018475845,85,747
196,-0.012437155,-9.241338e-05,85,199
197,-0.027829075,0.024546571,85,1367
198,-0.013817553,-0.0026081528,85,2253
199,-0.003267019,-0.016786972,85,1902
200,-0.013757708,-0.004384025,85,1452
201,-0.013379369,-0.003610919,85,1285
202,-0.0144194225,0.0011575987,85,1119
203,-0.01837244,0.009249619,85,261
204,-0.013761902,-0.00015128792,85,2144
205,-0.017764838,0.005481333,85,1256
206,-0.0153004965,0.003065954,85,401
207,-0.016575322,0.014464854,85,216
208,-0.01577943,0.001785278,85,745
209,-0.012888239,-0.0026846714,85,1006
210,-0.013332944,-0.007147247,85,716
211,-0.019143086,0.015014268,85,1315
212,-0.015176331,-0.0035586609,85,670
213,-0.014400185,0.0017605734,85,2006
214,-0.016808726,0.0031741941,85,972
215,-0.0136314295,-0.003020586,85,2107
216,-0.013989185,-0.0010171628,85,2573
217,-0.012317129,-0.005704871,85,2431
218,-0.0068048583,-0.010375748,85,1680
219,-0.012288548,0.0006589882,85,691
220,-0.012216928,-0.006578811,85,1196
221,-0.00761373,-0.009653081,85,439
222,-0.014200745,0.0013219648,85,1788
223,-0.0049993857,-0.013692545,85,1209
224,-0.013617934,-0.0014062034,85,649
225,-0.013755748,-0.0015168901,85,779
226,-0.011804746,-0.00064683985,85,1646
227,-0.016691025,0.0033415987,85,271
228,-0.013627704,-0.0001652195,85,1511
229,-0.011899487,-0.009081839,85,2097
230,-0.013491134,0.00049863703,85,2058
231,-0.011733744,-0.00805365,85,580
232,-0.017735034,0.007371041,85,646
233,-0.0123705,-0.0033316165,85,2021
234,-0.013852849,-0.0025166012,85,653
235,-0.0024951296,-0.012993889,85,759
236,-0.015241369,0.0057842447,85,1878
237,-0.013445844,-0.0011141674,85,882
238,-0.015432082,0.0008988112,85,480
239,-0.013362216,-0.00423845,85,666
240,-0.011984457,-0.0038613484,85,1446
241,-0.0143511025,-0.0020611305,85,1732
242,-0.012868076,-0.0010628254,85,1613
243,-0.0016327419,-0.017674547,85,2205
244,0.014260476,-0.034136407,85,2403
245,-0.014183641,-0.00047316396,85,1651
246,0.0063925697,-0.02957618,85,421
247,-0.015065939,0.001167394,85,494
248,-0.019508393,0.007955611,85,1276
249,-0.012942007,-0.0064764726,85,1799
250,-0.013400843,-0.0027208016,85,590
251,-0.015778746,0.0015918361,85,1226
252,-0.015269552,-0.000323628,85,1740
253,-0.014487561,8.432359e-05,85,1169
254,-0.010691874,-0.002043649,85,1913
255,-0.019607296,0.013036663,85,575
256,-0.011290587,-0.00284551,85,1860
257,-0.014717357,-0.0018162918,85,1061
258,-0.014216743,0.0010270498,85,1756
259,-0.0078714015,-0.011851677,85,820
260,-0.013971799,0.0009804689,85,1517
261,-0.012604526,-0.008427127,85,1496
262,-0.0113375615,-0.005006287,85,2244
263,-0.011844374,-0.002568299,85,1925
264,-0.01416947,-0.0009747368,85,2110
265,-0.013454834,-0.0021398738,85,1106
266,-0.013825205,-0.0055276793,85,1711
267,-0.012984724,-0.0037830519,85,2361
268,-0.013684725,-0.0030788593,85,545
269,-0.0058278507,-0.015879381,85,1382
270,-0.014303014,-0.0022120504,85,1784
271,-0.01551375,0.0012562048,85,1648
