,PCA01 (52.58),PCA02 (16.91),PCA03 (8.54),PCA04 (5.52),PCA05 (4.40),PCA06 (2.75),PCA07 (1.88),PCA08 (1.71),PCA09 (1.16),PCA10 (0.80),PCA11 (0.70),PCA12 (0.57),gene_ID,ndimage_ID
0,-0.1271687,-0.7901446,0.060813952,0.38911307,-0.011404972,-0.1392089,0.11310116,0.0037516209,-0.050986644,0.11647665,-0.13803864,0.07594974,85,742
1,1.6323695,-0.19569188,1.8860469,-1.3655943,0.07198836,0.44573995,-0.02603007,0.4060862,-0.030561214,-0.2904056,0.12029465,-0.22082728,85,842
2,1.0437213,-1.0647972,1.121723,-0.58982027,-0.5694229,0.30876416,0.20939565,-0.16841125,-0.21892309,-0.014031835,-0.06670337,-0.19669415,85,2052
3,0.8417826,-1.348888,0.084365346,0.33189398,-0.0967974,-0.23589143,0.0887738,-0.2613921,0.22315533,0.1526248,-0.19762868,-0.0076257754,85,1145
4,1.8056954,-1.2330387,1.2521335,-0.63519615,0.20285301,0.3460991,-0.61991453,-0.2030403,-0.23211126,-0.120739914,0.28206974,0.0378705,85,896
5,1.7325433,-1.7035056,1.6206572,-0.4846887,-0.697345,0.090370275,-0.10932512,-0.49818882,-0.111080185,0.17583843,0.015836818,-0.13102473,85,2152
6,-0.07912602,-0.43371248,-0.1214337,-0.14526623,-0.09334899,0.29953438,0.18608072,-0.118350916,-0.2852467,0.14757909,-0.15982231,-0.024923256,85,558
7,0.8389412,1.2538939,1.1253726,-0.9715429,0.058406007,-0.053837076,1.5356374,1.1598039,0.004371822,-0.71284944,-0.6577383,0.9040909,85,751
8,0.83909833,0.46427408,0.9287727,-1.0975814,0.08157536,0.23881999,0.5161762,0.4291594,0.054336756,-0.413835,-0.25045258,0.08455889,85,746
9,1.7297804,-0.6934089,1.5763572,-1.0534633,-1.3824651,0.013058603,0.10422597,-0.15567617,0.11028658,0.09918482,0.26798195,-0.1582189,85,236
10,-0.10214645,-0.967231,0.39272717,0.55888313,-0.12118011,-0.4489419,0.05359656,-0.07614177,0.20587373,0.10364898,-0.17620368,0.04237221,85,810
