,tSNE01,tSNE02,gene_ID,ndimage_ID
0,-2.5728366,1.3354441,85,742
1,2.9813218,2.5244064,85,842
2,2.9658728,2.5742924,85,2052
3,1.3205246,1.5401653,85,1145
4,2.6201954,3.292657,85,896
5,2.9635413,2.4996402,85,2152
6,2.9475863,-2.50387,85,558
7,1.4775358,1.545892,85,751
8,2.590513,2.3417642,85,746
9,2.4920595,2.9021268,85,236
10,2.4816,-2.1410863,85,810
11,2.8910356,2.8898737,85,1526
12,2.7957232,1.5510229,85,2064
13,1.9326497,1.1287754,85,1980
14,2.7873785,2.2057395,85,1775
15,-0.16274868,-4.3430805,85,302
16,2.9921484,2.2157218,85,1323
17,2.619832,1.107507,85,2156
18,1.5299071,0.7547491,85,2308
19,2.730811,1.9097471,85,618
20,2.6011305,1.3358108,85,2108
21,2.9869611,2.622848,85,1964
22,1.8551502,1.104644,85,611
23,1.4083372,-1.039404,85,1641
24,2.9874277,2.458615,85,2056
25,2.7272363,1.1637663,85,598
26,2.949778,2.0337157,85,813
27,2.5963593,2.8148632,85,1862
28,2.1131313,0.31299868,85,1060
29,1.8051674,-1.8498527,85,1614
30,2.8372557,2.5765011,85,797
31,1.2549672,1.1197062,85,1394
32,2.4103944,-4.6585994,85,954
33,0.35454312,0.041243628,85,227
34,2.9769974,2.074768,85,1021
35,2.821398,2.2192976,85,1434
36,2.1199896,0.3476307,85,671
37,2.7435062,2.9501543,85,1796
38,2.8370838,2.9508898,85,1859
39,1.0701677,0.16584991,85,387
40,2.8169622,1.5411882,85,1827
41,2.7430284,2.9045112,85,2010
42,1.674998,-0.18513517,85,1146
43,1.0138733,2.9787817,85,1722
44,2.9168768,2.8586779,85,2037
45,-2.3973317,1.378582,85,1880
46,1.7393445,-0.11831577,85,1587
47,2.826387,1.8351359,85,2146
48,1.3525805,-0.26662233,85,1193
49,1.5096925,1.4671962,85,1041
50,2.839256,1.8503757,85,1751
51,2.8608494,3.0542333,85,556
52,2.4936442,3.4342964,85,1619
53,2.6332526,2.9863493,85,1379
54,0.6254457,-0.4843887,85,1708
55,2.6085227,0.8556393,85,1065
56,2.6267645,0.9068273,85,1027
57,-0.0889005,1.1826801,85,1303
58,2.4305227,0.8781205,85,750
59,2.9245162,2.3449948,85,662
60,2.3765223,0.70525175,85,1802
61,2.7266488,3.2693753,85,931
62,0.6450649,2.1670218,85,512
63,2.675727,3.2923856,85,2119
64,2.5928226,1.726496,85,2323
65,2.875671,2.613559,85,1155
66,-2.6517446,1.3122157,85,1667
67,2.961736,2.6664374,85,516
68,2.780716,3.1775365,85,2135
69,2.6608624,1.2911323,85,256
70,2.5288222,3.455044,85,1890
71,0.13099325,1.7727437,85,1643
72,2.575787,1.0036167,85,550
73,2.8643398,1.5482088,85,1031
74,2.941955,2.060837,85,1624
75,2.9108608,-4.600877,85,1970
76,2.954593,2.661044,85,743
77,2.5109227,0.9474486,85,2433
78,2.8650882,1.476581,85,1682
79,2.679784,1.412524,85,1225
80,1.4851826,-1.2360258,85,1800
81,2.8093326,1.7531095,85,1998
82,1.2281127,-0.5923367,85,1480
83,2.8058615,2.1020553,85,326
84,2.800854,2.0548577,85,1245
85,0.36686298,2.112068,85,1237
86,2.9131815,2.9760036,85,2150
87,2.700544,1.706213,85,845
88,2.6519167,1.1888412,85,800
89,2.9274468,2.6567154,85,1777
90,2.7704244,2.5869274,85,1214
