gene_ID,ndimage_ID,PCA01 (69.86),PCA02 (12.61),PCA03 (7.09),PCA04 (3.86),PCA05 (2.12)
85,1196,-0.0015611656,0.31171304,0.6096291,0.03184475,-0.13508105
85,439,0.65149605,0.42157754,-0.09187816,-0.52129537,0.16975705
85,1788,0.32857233,-0.20301746,-0.15230554,-0.10072695,0.013992996
85,1209,0.512639,0.08267293,-0.20872334,-0.3635158,0.09254277
85,649,0.2076226,-0.07089506,0.34764513,-0.14640935,0.10053913
85,779,-0.026624033,-0.15813272,0.19108376,-0.12579688,0.073653035
85,1646,0.60149705,0.0982405,-0.19069858,-0.3971904,0.2683237
85,271,0.05252974,0.6971949,0.4593171,0.3257543,0.05499473
85,1511,0.19017862,-0.28851867,-0.12786752,0.014561961,0.05533948
85,2097,0.002497176,-0.08926745,0.27088484,-0.18292059,0.059752095
85,2058,0.4486293,-0.4048227,-0.22285314,0.06267691,0.033980977
85,580,0.0026072727,0.06438193,0.4915854,-0.16571869,-0.038912836
85,646,0.38231832,1.0247002,0.20150591,-0.10667316,0.4181771
85,2021,0.37704396,-0.1684948,0.015281409,-0.16685732,-0.019979706
85,653,0.23886548,0.4044029,0.36788234,-0.25309512,0.054563373
85,759,0.68933654,0.24994032,0.03382379,-0.37261972,0.16279611
85,1878,0.6939354,-0.45791265,-0.12512092,0.00970604,0.031361323
85,882,0.91106546,-0.067490585,0.051801994,-0.1280014,-0.16516532
85,480,0.302665,0.61471707,0.28220642,-0.37300274,0.37316963
85,666,-0.009583565,0.091700785,0.5281554,-0.14423689,-0.055594828
85,1446,0.630789,-0.09557002,-0.039358005,-0.22994451,-0.05529138
85,1732,-0.03878169,-0.1100683,0.3158868,-0.15905407,0.048124082
85,1613,0.32119122,0.06880736,0.3092838,-0.15752776,-0.1112091
85,2205,0.07811229,-0.006302499,0.26957557,-0.24299233,0.06701198
85,2403,1.4576051,-0.23920709,-0.45940688,-0.21371698,-0.20066598
85,1651,0.22966523,-0.092905566,0.006826221,-0.20580643,0.040606294
85,421,1.0409021,0.21215859,-0.2120682,-0.40336064,0.13864788
85,494,0.06890629,0.1482187,0.53648585,-0.093928434,-0.04295397
85,1276,0.018115122,0.25585264,0.577477,-0.061939918,-0.08813401
85,1799,0.032721546,0.18017407,0.51817065,-0.15957764,-0.019257644
85,590,0.03951903,-0.036276616,0.3410651,-0.19993855,0.054932944
85,1226,0.28058085,0.6463129,0.35684088,-0.063868575,-0.014248558
85,1740,0.21886976,-0.020430353,0.4531152,-0.07449454,0.06338749
85,1169,0.3724822,0.18373628,0.006109482,-0.396479,0.21833484
85,1913,0.7424658,-0.34429714,-0.29427058,-0.060524907,-0.047785018
85,575,0.38891867,1.0297685,0.12849802,0.3628628,0.68591326
85,1860,0.13325673,-0.2011692,-0.020311167,-0.089157015,0.07076431
85,1061,-0.051249035,-0.10986724,0.31443155,-0.15693752,0.069499515
85,1756,0.16540666,-0.2645021,-0.057115845,-0.023311086,0.047751177
85,820,-0.1975884,-0.18978181,-0.07565808,0.08739256,0.0643149
85,1517,0.16170159,-0.13950461,0.11274411,-0.16711353,0.04756692
85,1496,0.049427863,-0.025872853,0.48251063,-0.12501074,0.004675438
85,2244,0.23124704,0.94817436,-0.27674484,0.54161817,0.48907354
85,1925,0.10851818,-0.16418289,0.055564415,-0.13192856,0.07668572
85,2110,0.5829929,0.4708902,0.0971917,-0.35881418,-0.012846049
85,1106,0.09519226,-0.013949089,0.2403355,-0.2423282,0.08633812
85,1711,0.041997906,-0.048921797,0.3950097,-0.16861989,0.033704404
85,2361,0.010842017,0.3148008,0.5989103,0.023310715,-0.13374756
85,545,0.1698328,0.35506725,0.4311189,-0.19302672,-0.0041617085
85,1382,0.89823896,-0.20410672,-0.15183859,-0.18202002,-0.10678802
85,1784,0.029367993,-0.21890688,0.1218812,-0.077615626,0.103535935
85,1648,0.90876853,1.0546167,-0.1851387,-0.2966659,0.04658208
85,1954,0.7143778,-0.4378277,-0.15365613,-0.006541873,-0.0060610115
85,1807,0.43467402,-0.097979136,-0.1990816,-0.20223908,0.009505762
85,1205,0.09760297,0.087205365,0.38432539,-0.22803257,0.048082624
85,1752,0.6507958,-0.2752591,-0.16105327,-0.122252904,-0.025886502
85,687,-0.07611258,0.60292023,0.24618103,0.8610273,0.17605563
85,375,0.039034307,0.48998988,0.5573057,0.26713172,-0.08981102
85,274,0.10421781,0.1334186,0.41221532,-0.22266555,-0.004866231
85,1828,0.28197715,-0.26048312,-0.11175042,-0.05559594,0.066626355
85,291,-0.017178604,0.52824575,0.5641733,0.33403778,-0.13049214
85,629,0.7341648,0.30552915,-0.20270962,-0.5203889,0.06880991
85,2444,-0.0075249034,0.041061547,0.4801144,-0.1708631,-0.026413057
85,276,0.5294473,0.78709793,0.16544597,-0.18798526,0.06515797
85,808,-0.10479978,0.7096662,0.26846433,0.7744767,0.18248329
85,1024,0.116567574,0.3886666,0.50429237,-0.04940424,-0.09278375
85,1757,0.42568034,0.3498191,0.45051804,0.45148182,0.41285986
85,1268,0.4192968,-0.1648574,-0.12203392,-0.16656522,0.004892366
85,1485,0.03515821,-0.115463585,0.20252365,-0.17049634,0.06119936
85,1334,0.07855552,-0.0056283935,0.35397273,-0.20542893,0.021568652
85,778,0.58702785,-0.07617644,-0.23849337,-0.25098163,0.026589748
85,428,0.9241183,-0.10714342,-0.4620683,-0.27251118,-0.010643074
85,1156,0.00014567593,-0.13651553,0.20555268,-0.14917606,0.0635846
85,824,0.62529653,0.4453796,-0.12127681,-0.56757665,0.39488408
85,1388,0.47248244,-0.12427085,-0.38514635,-0.13868168,0.08082128
85,2319,0.08710766,0.061176732,0.50642896,-0.1117039,-0.024660448
85,592,0.056820888,-0.10689101,0.19588153,-0.18039075,0.058704205
85,1269,0.24718115,-0.4171422,-0.19063018,0.15573688,0.07947866
85,2136,0.10670816,-0.098563895,0.21402718,-0.18686616,0.028591504
85,991,0.07916983,-0.020603346,0.25785267,-0.22792329,0.12643254
85,2015,0.23523721,-0.24239267,0.034713957,-0.09003179,0.115312696
85,642,0.5361689,-0.04494586,-0.22782023,-0.2808813,0.074342534
85,1312,0.0055027446,-0.09770146,0.28114584,-0.17538741,0.04594489
85,447,0.90915525,0.031076359,-0.3551246,-0.37372202,-0.05342585
85,1197,0.032696307,-0.13716526,0.14834292,-0.15148199,0.07466516
85,1934,0.26831466,0.24649417,0.41989988,-0.039049596,-0.15878902
85,769,0.102566086,0.24632387,0.60535675,0.12990396,-0.086598955
85,918,-0.0102929175,0.0849282,0.5237847,-0.14731328,-0.052462455
85,2346,0.03297542,-0.20199615,0.10755639,-0.08986464,0.09298693
85,708,0.6259888,0.089745276,-0.120939486,-0.37339646,-0.007859272
85,561,0.027508259,-0.07843485,0.2563876,-0.19449075,0.061383083
85,786,0.029846326,-0.22084908,0.13226108,-0.07479683,0.075553775
85,1972,0.11144319,-0.16300301,0.044640884,-0.1319005,0.07094958
85,727,0.09637243,0.629115,0.50910676,0.05912015,0.20514716
85,1130,0.69906336,0.06513138,-0.2324106,-0.3790687,0.03347304
85,331,0.024093384,0.6778682,0.45970693,0.3987906,0.008742779
85,1563,0.065719254,-0.0954045,0.26969364,-0.17746149,0.02404173
85,718,0.17760547,0.01950605,0.15567987,-0.27897513,0.07925427
85,1639,0.22279626,0.020432675,0.10970477,-0.28376842,0.1150584
85,1149,0.29193625,0.51953477,0.4073846,-0.0986299,0.34055275
85,1932,-0.029260732,-0.116216384,0.29324937,-0.15798226,0.051154543
85,1443,0.07302684,-0.21054544,-0.027110128,-0.05289962,0.06807942
85,994,0.68067163,0.9209502,-0.011157566,-0.49026775,0.28240594
85,537,0.087132275,0.08628055,0.55866754,-0.03505978,-0.043071628
85,777,0.1749305,0.08655979,0.29331988,-0.2676586,0.046004646
85,929,0.70680904,0.21478064,-0.25465438,-0.47192174,0.21678825
85,1814,-0.10045625,-0.24251108,0.024993233,0.027577544,0.10981826
85,1582,0.21626098,0.083387785,0.11893858,-0.32497975,0.2524605
85,468,0.89562416,0.6034704,-0.13417095,-0.47823483,-0.053256586
85,393,-0.035469756,0.6784028,0.3529773,0.699429,0.120133854
85,1899,0.6898954,-0.12572958,-0.29955393,-0.23100507,0.0003501991
85,301,0.63083965,0.6682094,0.07139332,-0.36575472,0.13779435
85,1713,0.17370291,-0.07153452,0.173593,-0.21200937,0.015433248
85,945,0.01583934,-0.10135717,0.24708244,-0.17740522,0.056292027
85,1319,0.5063347,-0.29931927,-0.2813762,-0.027507696,-0.009752513
85,1626,0.3943094,0.106427915,-0.19001433,-0.35501197,0.26132533
85,729,-0.015529138,0.52902293,0.5602677,0.34200838,-0.13605286
85,948,0.73345256,-0.3977689,-0.063274115,-0.03521805,-0.03641552
85,1765,0.025258569,-0.22465858,-0.012632632,-0.028925572,0.08319235
85,2277,0.010219389,-0.12495813,0.21052112,-0.16057345,0.06390077
85,2367,0.4081105,-0.047660585,-0.02417523,-0.25533882,0.011293322
85,920,0.13075371,0.07225992,0.23497966,-0.29374316,0.18144523
85,267,-0.01006444,0.7748017,-0.07227087,0.77427095,1.0680856
85,1360,0.60019106,0.36417547,-0.0035208447,-0.45528758,0.2205018
85,169,0.3596164,0.39370528,0.16401215,-0.4018841,0.15077938
85,793,0.4171222,-0.20891528,-0.07298574,-0.13565518,-0.0010478845
85,1622,-0.08728981,-0.17261547,0.20914973,-0.1023045,0.08245706
85,569,0.13009161,-0.21439496,0.015513795,-0.08458552,0.06440432
85,233,0.32724127,0.5186565,0.2553029,-0.33503446,0.18689667
85,2234,0.12741125,0.22676185,0.43492165,-0.2093965,-0.024426686
85,1105,0.23767048,-0.009194676,0.041363955,-0.2789865,0.10146393
85,369,0.12872544,-0.11063865,0.14990473,-0.18282111,0.07429492
85,1177,0.5100359,-0.25180614,-0.33342236,-0.055127706,-0.013765559
85,2230,0.017548377,0.14634468,0.52270466,-0.1531161,-0.042123344
85,1381,0.93749154,-0.4198025,-0.4004441,-0.023772815,-0.056826577
85,1053,0.12585998,0.030787455,0.41157228,-0.17651285,0.1426255
85,1811,0.18022531,-0.33963677,-0.091391474,0.05657875,0.069074735
85,2077,0.09207623,0.046724893,0.4783904,-0.13760088,-0.004933481
85,1243,0.017106967,-0.14027536,0.17706177,-0.1484433,0.070858404
85,1466,0.02177791,0.36291233,0.5901763,0.021721477,-0.086476654
85,2451,0.2481101,0.2227018,0.33903968,-0.23435512,-0.061959714
85,1492,-0.031014431,-0.1737003,0.1667853,-0.10844054,0.074294925
85,1549,-0.04649973,-0.2855079,0.08644873,0.02216473,0.14129665
85,1762,0.062961474,-0.2593488,0.055419628,-0.031818405,0.080076665
85,542,0.1491625,0.24357462,0.39400223,-0.26350918,0.062941775
85,304,0.10903334,0.18728206,0.45263612,-0.1860168,-0.05142242
85,1440,-0.046364266,-0.12175017,0.30409616,-0.15148824,0.05336733
85,873,0.6761861,-0.13787733,-0.016543671,-0.19458567,-0.08622172
85,1327,0.12705031,0.12007651,0.38631237,-0.22694734,-0.015647868
85,799,0.010336368,-0.011946369,0.4067314,-0.18782833,0.0071535506
85,426,0.83807665,-0.37967747,-0.3008583,-0.0563196,-0.023319269
85,720,0.030362265,0.33599287,0.5904056,0.058028962,-0.1328761
85,1581,-0.01734894,-0.20060116,0.10848833,-0.076106824,0.08129438
85,549,0.026981093,-0.23821786,-0.014575276,-0.0155026205,0.07765366
85,546,0.16828083,0.2377342,0.39130017,-0.24919847,0.07315225
85,1222,0.007863138,-0.06608736,0.28201342,-0.19849764,0.073470965
