,tSNE01,tSNE02,gene_ID,ndimage_ID
0,-0.3863659,4.4460444,85,742
1,0.19381823,3.2694328,85,842
2,-0.317205,2.763733,85,2052
3,-0.4394559,4.81193,85,1145
4,-0.50863534,3.426012,85,896
5,-0.24028757,2.914067,85,2152
6,0.6752031,4.8618135,85,558
7,0.48895615,2.2364016,85,751
8,0.4018407,2.6537764,85,746
9,-0.18722387,2.3220253,85,236
10,-0.85564727,4.5273767,85,810
11,-0.39397892,3.2135787,85,1526
12,-0.44200134,3.5485487,85,2064
13,0.34817713,4.5611773,85,1980
14,0.29473704,2.453167,85,1775
15,0.7521689,1.9078617,85,302
16,0.43054312,5.5877934,85,1645
17,-1.4053807,3.9702747,85,1323
18,0.0912515,4.697262,85,2156
19,-0.063007966,3.2512531,85,2308
20,0.08721562,2.114614,85,618
21,0.17277038,1.7212222,85,325
22,-0.5586247,3.7303553,85,2108
23,-1.2517514,3.6544933,85,1964
24,-0.0024471825,2.9284582,85,611
25,-0.5908858,4.0152326,85,1641
26,-0.24101041,3.9382687,85,2056
27,-0.30519664,3.2323375,85,598
28,-0.6848444,3.6050522,85,813
29,0.64726424,2.933311,85,1862
30,-0.16069554,3.1729364,85,1060
31,0.5875389,4.7764435,85,1614
32,0.37738255,2.6731699,85,797
33,-0.69350195,5.6034226,85,1394
34,0.79738,4.8010077,85,954
35,0.8889444,2.0569236,85,227
36,-1.3014061,4.0785294,85,1021
37,0.6504849,3.0065773,85,1434
38,-0.6336821,3.8766813,85,671
39,-0.08864908,2.903827,85,1796
40,-1.3095781,4.076228,85,1859
41,1.0765636,3.9303718,85,387
42,-0.33564103,4.769343,85,1827
43,-0.24344927,2.6419697,85,2010
44,1.1544713,3.6549299,85,1146
45,-0.39235237,2.3047998,85,1722
46,-0.26179102,2.6489575,85,2037
47,0.41609076,5.6065917,85,1880
48,1.0561908,3.5267036,85,1587
49,-0.84751976,3.7732363,85,2146
50,-0.5710089,5.3359942,85,1193
51,1.4103748,4.15826,85,1159
52,0.079002045,4.1762714,85,1041
53,-1.3250458,4.2203474,85,1751
54,-0.5186427,2.9932663,85,556
55,-0.008949026,2.2254717,85,1619
56,-0.715403,4.313018,85,1379
57,-0.26424643,5.4876614,85,1708
58,-0.4509201,3.6581645,85,1065
59,-0.7705372,3.95712,85,1027
60,1.3232862,3.6126788,85,1303
61,-0.5240351,3.7047324,85,750
62,-0.110363185,2.4111443,85,662
63,-0.61586004,5.264994,85,1802
64,-0.16243702,2.941964,85,931
65,0.9268414,2.7389703,85,512
66,-0.36675444,2.5415287,85,2119
67,0.57416314,3.3155813,85,2323
68,0.05363968,3.2704217,85,1155
69,1.0870357,4.951514,85,1667
70,-0.2251192,3.076209,85,516
71,-0.41008732,2.7288866,85,2135
72,0.783144,2.789047,85,256
73,-1.240153,3.5710392,85,1890
74,1.028343,3.2946181,85,1643
75,-0.003832968,2.3904161,85,550
76,0.006447546,3.3919501,85,1031
77,-0.21025924,3.0780842,85,1624
78,1.1169008,4.3751574,85,1970
79,-0.07707452,2.7952507,85,743
80,0.5812219,5.5019135,85,1475
81,-0.5508053,4.57341,85,2433
82,-0.8556255,3.785108,85,1682
83,0.52211016,2.269995,85,1225
84,0.49127996,4.9900417,85,1800
85,-0.38520476,3.5187082,85,1998
86,-0.6992342,4.812252,85,1480
87,-0.15263176,2.1954243,85,326
88,-0.18865584,4.3538103,85,1245
89,0.5163093,2.7214248,85,1237
90,-1.1161367,3.3703876,85,2150
91,0.19189931,3.4320002,85,845
92,0.5003085,2.0895848,85,800
93,0.022043679,3.3931684,85,1777
94,-0.7087479,3.6572664,85,1214
95,-0.91311985,3.3800452,85,482
96,-0.10465884,3.5067513,85,1714
97,-0.8866077,3.7351592,85,503
98,-0.13675308,2.785051,85,560
99,-0.23955381,3.4462469,85,811
100,-1.1099559,4.305297,85,2226
101,-0.11310739,5.8038206,85,1611
102,0.92758787,2.0720894,85,2265
103,0.30805075,2.235405,85,665
104,0.22515956,4.594538,85,2182
105,-0.37489846,5.749745,85,971
106,0.9025481,3.3101723,85,2275
107,-0.47439602,5.861177,85,1728
108,0.16333842,2.193524,85,511
109,-0.25506043,3.01925,85,1630
110,0.5228287,2.4113984,85,715
111,-0.26978257,3.2508018,85,1425
112,0.69662577,3.9024384,85,1254
113,0.06230604,3.3259413,85,490
114,-0.03624019,5.34444,85,1493
115,0.741484,2.2280266,85,1113
116,0.28595755,4.965638,85,1129
117,-0.5864019,5.6038404,85,1353
118,-0.17283146,2.7120595,85,306
119,-0.49182075,2.6974733,85,938
120,-0.14149189,3.1523192,85,681
121,0.8722559,2.6143663,85,272
122,-0.8673334,3.997358,85,1267
123,-1.0135702,4.712254,85,947
124,0.48718408,3.0493119,85,1305
125,0.18495607,4.6174016,85,2036
126,0.104654536,2.14769,85,502
127,0.56550264,1.795756,85,1655
