count,sum_10_-_GLYMA_17G195900,mean_10_-_GLYMA_17G195900,sum_15_-_GLYMA_17G195900,mean_15_-_GLYMA_17G195900,sum_20_-_GLYMA_17G195900,mean_20_-_GLYMA_17G195900,sum_25_-_GLYMA_17G195900,mean_25_-_GLYMA_17G195900,sum_30_-_GLYMA_17G195900,mean_30_-_GLYMA_17G195900,sum_10_-_GLYMA_05G092200,mean_10_-_GLYMA_05G092200,sum_15_-_GLYMA_05G092200,mean_15_-_GLYMA_05G092200,sum_20_-_GLYMA_05G092200,mean_20_-_GLYMA_05G092200,sum_25_-_GLYMA_05G092200,mean_25_-_GLYMA_05G092200,sum_30_-_GLYMA_05G092200,mean_30_-_GLYMA_05G092200
9944,0.0012383348076493576,1.2453085354478657e-07,0.0012532624278839928,1.2603202211222776e-07,0.0012738990152123158,1.281073024147542e-07,0.0012926134970798534,1.29989289730476e-07,0.0013116257241027262,1.3190121923800544e-07,0.0030555617461612977,3.072769253983606e-07,0.002825657064458895,2.8415698556505377e-07,0.0026349786605133073,2.64981763929335e-07,0.002471832710525283,2.485752926916013e-07,0.0023331332980647303,2.346272423637098e-07
11264,0.0019524161253620927,1.7333239749308352e-07,0.0018237038184674055,1.6190552365655232e-07,0.0017611022398613437,1.5634785510132668e-07,0.0017297418064361626,1.5356372571343774e-07,0.0017172235320226784,1.5245237322644518e-07,0.004084762123848899,3.626386828701082e-07,0.003618139319522652,3.2121265265648546e-07,0.0032983796979574615,2.928249021624167e-07,0.003048287767963885,2.706221384911119e-07,0.002845486762501788,2.5261778786415023e-07
10648,0.0021521469799486432,2.0211748496888085e-07,0.0019827539645984097,1.8620905001863353e-07,0.001882970210693025,1.76837923618804e-07,0.0018247950449119712,1.713744407317779e-07,0.0017929251037466603,1.6838139591910784e-07,0.004525826489545456,4.250400534884914e-07,0.003909930002155179,3.6719853513854043e-07,0.0034855854137220655,3.273464888920047e-07,0.003171236623280434,2.9782462652896636e-07,0.00292931813420135,2.7510500884685854e-07
10538,0.0024472794517935302,2.3223376843741982e-07,0.002254071432929529,2.1389935784110163e-07,0.002114409501852364,2.0064618541016932e-07,0.002024268941844697,1.9209232699228477e-07,0.0019679337915691547,1.8674642167101486e-07,0.004357976410034281,4.1354871987419635e-07,0.003875023994620621,3.677191112754433e-07,0.003471466801559063,3.294236858568099e-07,0.0031586994057135713,2.9974372800470403e-07,0.0029159205892634833,2.767053130825093e-07
9284,0.0022109036422035436,2.381412798582016e-07,0.002094194201600885,2.2557025006472264e-07,0.001976284501565605,2.128699376955628e-07,0.0018901066245770016,2.0358752957529098e-07,0.00183210200357324,1.9733972464166737e-07,0.003826289788640264,4.121380642654313e-07,0.0035530388101960293,3.827056021322737e-07,0.003230827898333961,3.479995582005559e-07,0.0029561967803350213,3.184184382092871e-07,0.002735158459152368,2.946099158931892e-07
10406,0.0025572943456546515,2.4575190713575357e-07,0.00249203611391397,2.394806951675927e-07,0.0023909691773866815,2.2976832379268512e-07,0.0023023926063724985,2.2125625661853724e-07,0.0022350149533775956,2.1478137164881757e-07,0.0039761104663137824,3.820978729880629e-07,0.003874703997174163,3.723528730707441e-07,0.003614692912480511,3.4736622261008175e-07,0.003355999205447167,3.2250617004105005e-07,0.00313480879989286,3.0125012491763023e-07
8910,0.002251001025003124,2.5263760101045164e-07,0.002209531215368351,2.4798330138814267e-07,0.002136511779325576,2.39788078487719e-07,0.0020627556501462796,2.315101739782581e-07,0.002001113230946087,2.245918328783487e-07,0.002909017967090021,3.264891096621797e-07,0.003005385699948175,3.3730479236230924e-07,0.002926490094342057,3.284500667050569e-07,0.0027848555184369515,3.125539302398374e-07,0.0026385682957576406,2.9613561119614373e-07
9350,0.002343170288807726,2.506064480008263e-07,0.002358167522927661,2.5221043025964284e-07,0.0023312227061212964,2.493286316707269e-07,0.002281293418562556,2.439886009157814e-07,0.002227909099286755,2.382790480520594e-07,0.002549453062411995,2.726687767285556e-07,0.0027722186852018617,2.964939770269371e-07,0.002819975710068632,3.0160168022124406e-07,0.0027665256059518193,2.958850915456491e-07,0.002678557773270929,2.8647676719475175e-07
8052,0.0020138528352743996,2.501059159555886e-07,0.002041088816873086,2.5348842733148114e-07,0.0020380635643046613,2.531127129042053e-07,0.002009781519171262,2.4960028802425013e-07,0.0019716225446654045,2.4486122015218637e-07,0.0018290979992015115,2.271607053156373e-07,0.0020927888332253723,2.599091943896389e-07,0.002237916833090484,2.779330393803383e-07,0.0022710735351005804,2.820508612891928e-07,0.002246189236453876,2.7896041187951763e-07
7986,0.001953413153329383,2.446047023953647e-07,0.0020140670604851534,2.5219973209180485e-07,0.002043808757155191,2.559239615771589e-07,0.002041927454125782,2.5568838644199625e-07,0.0020206653027519143,2.530259582709635e-07,0.0014466539452044004,1.8114875346912103e-07,0.0017794835928239907,2.2282539354169682e-07,0.002015338951503078,2.523589971829549e-07,0.00213219276865828,2.669913309113799e-07,0.0021720483142096125,2.7198200778983377e-07
