gene_ID,ndimage_ID,PCA01 (36.36),PCA02 (21.92),PCA03 (12.07),PCA04 (5.88),PCA05 (5.32),PCA06 (4.41)
85,742,-0.7089239,0.13437669,0.1479049,-0.1227367,-0.13519439,-0.07854856
85,842,-0.6158072,-0.09828486,0.084138185,0.033217266,-0.03133124,0.06828016
85,2052,-0.60476416,-0.11183297,0.082258485,0.042780604,-0.029539555,0.06829051
85,1145,-0.64499664,0.06926449,0.07294343,-0.14659369,-0.07399101,-0.014000507
85,896,-0.41353336,-0.29737958,0.026550923,0.13196051,-0.010623915,0.09502828
85,2152,-0.61181086,-0.101950556,0.06658401,0.016914433,-0.02247062,0.09008379
85,558,-0.70204365,0.10584282,0.14093848,-0.10111089,-0.12127332,-0.056000076
85,751,-0.6385526,0.04164136,0.06924456,-0.12635052,-0.06767373,0.0070366208
85,746,-0.5715177,-0.09495337,0.023703067,-0.045808762,-0.01813839,0.09563866
85,236,-0.48667526,-0.19407293,-0.045389403,-0.032463808,0.032653045,0.16289794
85,810,-0.7024641,0.10540227,0.14004517,-0.101889,-0.12021256,-0.053740945
85,1526,-0.5902069,-0.16133778,0.036179207,0.03945472,0.015311642,0.14899164
85,2064,-0.6594895,-0.0016563165,0.09891848,-0.043625116,-0.06543364,0.029331489
85,1980,-0.66243577,0.037288044,0.098170236,-0.08673114,-0.07959517,0.004078972
85,1775,-0.5975564,-0.07167587,0.08362367,0.0010537202,-0.056792874,0.032027304
85,302,-0.70524824,0.119618535,0.14316401,-0.11330255,-0.12721926,-0.065341435
85,1323,-0.6423147,-0.056742903,0.08293969,-0.006328542,-0.0383269,0.07118633
85,2156,-0.6723663,0.02786554,0.110944234,-0.058886807,-0.08049669,0.006798733
85,2308,-0.6712627,0.06283805,0.107993975,-0.10050293,-0.09383461,-0.017331671
85,618,-0.63280344,-0.035219774,0.07572993,-0.040210444,-0.04862003,0.053551316
85,325,-0.7113877,0.13984363,0.15102145,-0.12424855,-0.13877298,-0.08378735
85,2108,-0.66245604,0.014801901,0.10012115,-0.059593346,-0.07184661,0.018865878
85,1964,-0.61442685,-0.11695389,0.07615755,0.045160353,-0.019018052,0.09034317
