Cell.ID..,05G203100 Cytoplasm transcript density,17G195900 Cytoplasm Transcript Density,Cytoplasm Trans Density,Bact
1050,6.47008E-05,0.010352134,0.019297025,Infected
1703,0,0.006070802,0.019285157,Infected
1344,0,0.007177461,0.019283515,Infected
1329,0,0.006048193,0.019277108,Infected
1936,0,0.00728452,0.019276146,Infected
1024,1.64466E-05,0.00606878,0.019258918,Infected
2066,1.2148E-05,0.008406424,0.01924245,Infected
783,2.43244E-05,0.009900027,0.019240593,Infected
309,3.35683E-05,0.015407855,0.019234642,Infected
2224,6.46256E-05,0.011131755,0.019209952,Infected
1220,6.14487E-05,0.008633536,0.019187342,Infected
1711,0.000123786,0.006932041,0.019178058,Infected
2371,0,0.006335325,0.019158634,Infected
1365,2.93307E-05,0.014020062,0.01915293,Infected
871,2.7126E-05,0.006076224,0.019150956,Infected
1911,8.33519E-05,0.006404201,0.019143143,Infected
587,2.52979E-05,0.01386324,0.019125199,Infected
1430,1.53032E-05,0.00543262,0.01910599,Infected
236,2.97407E-05,0.009189864,0.019093505,Infected
2537,0,0.005505315,0.019077974,Infected
1637,0,0.006038403,0.019070926,Infected
1694,0,0.005831246,0.019068844,Infected
1225,1.21215E-05,0.004315256,0.019048947,Infected
365,6.82752E-06,0.008657299,0.019048789,Infected
1831,1.01836E-05,0.007423852,0.019002617,Infected
1152,0.000502898,0.003834597,0.01899697,Infected
2438,0,0.006223138,0.018990296,Infected
468,0,0.010937329,0.018987203,Infected
1248,0,0.006022132,0.018986978,Infected
1463,1.45907E-05,0.008243722,0.018982447,Infected
897,0,0.006682111,0.018954987,Infected
693,5.43833E-05,0.019487347,0.018943514,Infected
2331,0,0.007472253,0.018936198,Infected
1595,0,0.007320714,0.018905921,Infected
1274,2.02319E-05,0.005503065,0.018896555,Infected
2251,0,0.010043998,0.018888049,Infected
2253,1.19644E-05,0.008016128,0.018879776,Infected
1545,3.58744E-05,0.00877728,0.018869955,Infected
1871,0,0.006810625,0.018859204,Infected
1037,7.07339E-05,0.015266726,0.018850575,Infected
705,0,0.01004732,0.018829097,Infected
982,9.06043E-05,0.010006745,0.018825567,Infected
2019,0,0.010253502,0.018777946,Infected
1456,1.97017E-05,0.008018598,0.018775735,Infected
1536,0.000130141,0.006451253,0.018740239,Infected
2512,9.74089E-06,0.007802455,0.018712254,Infected
1568,0,0.00963024,0.018701352,Infected
1216,2.36317E-05,0.013044711,0.018680877,Infected
2284,0,0.011115001,0.018670868,Infected
991,1.08234E-05,0.007966058,0.018648801,Infected
905,6.39378E-06,0.005594558,0.018637869,Infected
1674,0,0.005876275,0.018633752,Infected
1031,9.45609E-06,0.005796581,0.018628489,Infected
2193,3.43613E-05,0.006442745,0.01862383,Infected
1121,3.73325E-05,0.008570484,0.018623603,Infected
1367,0,0.009708551,0.018610458,Infected
1311,3.66887E-05,0.010175005,0.018601181,Infected
1127,2.41214E-05,0.006874593,0.018597583,Infected
2221,2.95159E-05,0.012987013,0.018595041,Infected
1408,1.34953E-05,0.006396761,0.018582996,Infected
2171,0,0.00692447,0.018571784,Infected
895,0,0.006742654,0.01856394,Infected
1590,6.96534E-06,0.006763346,0.018534771,Infected
789,1.56279E-05,0.01154904,0.018534725,Infected
1088,0.000274717,0.00744788,0.018528128,Infected
1249,0,0.00809052,0.018526118,Infected
1720,4.66592E-05,0.006392311,0.018523703,Infected
1884,3.51084E-05,0.004788788,0.018516178,Infected
1034,6.07866E-05,0.007377971,0.018501915,Infected
2383,0,0.006691558,0.018498764,Infected
704,0,0.013477018,0.018485015,Infected
466,0,0.008521045,0.018483717,Infected
2228,5.04543E-06,0.008955646,0.018481425,Infected
943,0,0.008186736,0.018468886,Infected
1997,2.41651E-05,0.008095307,0.018462133,Infected
1363,4.97859E-05,0.00661157,0.018440705,Infected
548,0,0.012115519,0.0184021,Infected
475,0,0.008737422,0.018385854,Infected
360,0,0.006279036,0.018322929,Infected
1202,0,0.008612186,0.018321677,Infected
1865,0,0.007884213,0.018282232,Infected
408,0,0.00953506,0.018263813,Infected
1059,1.64249E-05,0.005622776,0.01823159,Infected
724,0,0.006101459,0.01821465,Infected
1813,5.94781E-06,0.007220646,0.01820031,Infected
828,0,0.009603775,0.018199541,Infected
1849,1.26984E-05,0.005333333,0.018184127,Infected
805,2.25948E-05,0.005931131,0.018143612,Infected
2194,0,0.01035825,0.018143432,Infected
1353,0,0.009992888,0.018136558,Infected
1125,6.59087E-06,0.009088812,0.018131488,Infected
1343,0,0.008354364,0.018101123,Infected
758,0,0.016559961,0.01809899,Infected
1530,0,0.007581491,0.018091875,Infected
1400,7.71843E-06,0.003419265,0.018084285,Infected
671,8.49834E-06,0.011413274,0.018058978,Infected
907,0.00132604,0.006588762,0.018046577,Infected
462,0,0.009497896,0.018038445,Infected
2436,0.001073601,0.002815221,0.018036502,Infected
1941,3.15259E-05,0.00824401,0.018032787,Infected
1183,0,0.013667249,0.018015919,Infected
952,0.000182899,0.013717421,0.018015546,Infected
406,0,0.01056026,0.018006597,Infected
745,7.06664E-05,0.014458342,0.018005795,Infected
1692,8.04699E-05,0.00704112,0.017985033,Infected
2104,0,0.010276757,0.017984325,Infected
829,0,0.012164271,0.017977286,Infected
2080,0,0.007647599,0.017971857,Infected
536,0,0.006531217,0.017956539,Infected
892,0,0.007957328,0.0178967,Infected
244,2.72035E-05,0.00851469,0.017872688,Infected
1013,0,0.013452001,0.017868062,Infected
290,0,0.011771001,0.017862288,Infected
1278,0.000223099,0.010760254,0.017847949,Infected
1875,0,0.005665977,0.017837335,Infected
1004,4.40946E-05,0.004549096,0.017777484,Infected
1119,5.28975E-06,0.011335925,0.017768256,Infected
1958,0,0.006940756,0.017753225,Infected
840,0,0.009854857,0.017737313,Infected
676,0,0.006298074,0.017732693,Infected
1872,0,0.006909438,0.017711516,Infected
922,0,0.010591335,0.017683294,Infected
697,1.77069E-05,0.0091722,0.017671536,Infected
467,0,0.011975816,0.01765367,Infected
2088,5.36337E-05,0.008098686,0.017645481,Infected
827,0,0.007143287,0.017640159,Infected
1290,0,0.006333549,0.017638736,Infected
1164,1.18911E-05,0.007098973,0.017634468,Infected
1242,1.41927E-05,0.004939043,0.017627273,Infected
2123,1.12445E-05,0.007151532,0.017620204,Infected
1844,6.64293E-06,0.00630414,0.017590477,Infected
1832,6.84852E-06,0.006889609,0.017580145,Infected
1772,0,0.007201511,0.0175455,Infected
935,3.39367E-05,0.011934389,0.017533937,Infected
1575,0,0.006531129,0.017527101,Infected
1179,2.05711E-05,0.008104995,0.017526537,Infected
820,0,0.005751258,0.017514068,Infected
1346,0.000284703,0.005856754,0.017468581,Infected
1726,0,0.008347762,0.017462457,Infected
1689,2.59018E-05,0.009678645,0.017457823,Infected
1779,0,0.009945787,0.017445889,Infected
545,0,0.015277979,0.017432978,Infected
854,6.41531E-06,0.005934166,0.017417579,Infected
1384,0,0.006348932,0.017416373,Infected
1012,0.000100399,0.004675712,0.017412008,Infected
283,3.02955E-05,0.007558716,0.017397166,Infected
912,2.75847E-05,0.006326088,0.017387546,Infected
1573,4.92975E-05,0.008306631,0.017377372,Infected
1580,0,0.009543442,0.017369064,Infected
1589,0,0.007282203,0.01733093,Infected
1458,0,0.008132614,0.017320736,Infected
1341,0,0.008506754,0.017314713,Infected
931,4.13519E-05,0.014142361,0.017312676,Infected
1338,0,0.008851652,0.017308845,Infected
1398,8.00439E-05,0.008153044,0.017289485,Infected
1417,0,0.007983313,0.017270278,Infected
910,1.51849E-05,0.006537089,0.017234834,Infected
1613,2.53696E-05,0.007281076,0.017225961,Infected
944,6.8451E-05,0.005352865,0.01722226,Infected
1324,0.000299722,0.005880254,0.017212588,Infected
890,1.4181E-05,0.006920317,0.017208616,Infected
343,1.1334E-05,0.009679247,0.017205032,Infected
869,2.05292E-05,0.006754121,0.017203506,Infected
1964,0,0.004828787,0.017202554,Infected
690,0,0.009495969,0.017176266,Infected
718,0,0.00762366,0.017101349,Infected
1912,4.72813E-05,0.00463357,0.017092199,Infected
2174,2.21161E-05,0.007541578,0.017080974,Infected
1393,1.95913E-05,0.005936171,0.017064044,Infected
1366,0,0.00627331,0.017015279,Infected
1850,2.01095E-05,0.00856666,0.016999256,Infected
2025,0,0.007714403,0.0169881,Infected
738,1.06896E-05,0.00643513,0.016932303,Infected
1303,1.05E-05,0.007638758,0.016889267,Infected
1740,0,0.009598402,0.016882468,Infected
1166,0,0.004270473,0.016879225,Infected
1069,0,0.013754359,0.016853933,Infected
613,7.45612E-06,0.005301302,0.016806096,Infected
729,3.94306E-05,0.009157762,0.016787587,Infected
2121,0,0.005585584,0.016786835,Infected
2272,7.68214E-05,0.009172479,0.016747073,Infected
396,0,0.007425609,0.016734525,Infected
580,0,0.008264935,0.016715438,Infected
833,1.53726E-05,0.006272002,0.016694593,Infected
1442,0,0.006465945,0.016680551,Infected
511,3.42865E-05,0.008983062,0.016663238,Infected
388,0,0.012749742,0.016616206,Infected
958,0,0.011278195,0.01660757,Infected
1984,0,0.01074246,0.01659751,Infected
1267,2.22442E-05,0.006840097,0.016594188,Infected
1823,1.29442E-05,0.006614501,0.016529781,Infected
2353,0,0.010946859,0.016523561,Infected
493,0.000544467,0.009513848,0.016491625,Infected
1041,0,0.00620236,0.016456093,Infected
1218,0.00045864,0.004455364,0.016445536,Infected
1187,0,0.006938869,0.016441141,Infected
1231,0,0.006790629,0.016434989,Infected
1162,0,0.006700168,0.016383286,Infected
600,0,0.012082248,0.016377543,Infected
1548,0,0.009805935,0.016377451,Infected
1539,0,0.008091565,0.016365843,Infected
1208,2.58692E-05,0.004863411,0.016362272,Infected
1503,0,0.004158156,0.016304348,Infected
1285,2.80167E-05,0.00932956,0.016277702,Infected
1632,0,0.009650647,0.016277424,Infected
928,0.000110575,0.005794153,0.016276704,Infected
1702,7.60945E-05,0.005445509,0.016274701,Infected
916,0,0.004333528,0.016227679,Infected
799,4.04473E-05,0.008928752,0.016219386,Infected
1305,0,0.010886647,0.016216093,Infected
683,1.34154E-05,0.013093465,0.016205846,Infected
428,0.000103696,0.008897092,0.016155792,Infected
816,0,0.005618741,0.016144888,Infected
1519,0,0.00841523,0.016124286,Infected
1291,0,0.008078312,0.016109105,Infected
1670,0,0.007288713,0.016104039,Infected
528,0,0.006535359,0.016093965,Infected
1044,0,0.004740161,0.016090454,Infected
2517,4.39599E-05,0.007649024,0.016089327,Infected
1173,2.00735E-05,0.008069534,0.016078849,Infected
334,1.2381E-05,0.009941933,0.016070522,Infected
628,0.000445478,0.009720329,0.016028297,Infected
862,0,0.006788503,0.015984751,Infected
487,0,0.00719949,0.01597102,Infected
444,0,0.008504562,0.015967383,Infected
1399,0,0.004431974,0.015957983,Infected
523,0,0.010278254,0.015957529,Infected
2236,0,0.009813499,0.015956187,Infected
373,0,0.009581928,0.015948727,Infected
1892,9.46644E-05,0.004819277,0.015946644,Infected
807,0,0.008294819,0.015943813,Infected
983,0,0.009124737,0.015943809,Infected
609,0,0.014168014,0.015939016,Infected
1939,0,0.005029092,0.0159217,Infected
1457,0,0.006254571,0.015913848,Infected
498,0,0.01011309,0.015910568,Infected
1077,0,0.005812115,0.015854816,Infected
1090,7.58773E-05,0.009851407,0.015845716,Infected
1952,0,0.005824149,0.015834005,Infected
385,0,0.013719566,0.015816599,Infected
2308,0,0.006885228,0.015803285,Infected
1599,1.755E-05,0.00986311,0.015795016,Infected
435,9.7245E-06,0.006884949,0.015763422,Infected
542,0,0.005910794,0.015754407,Infected
1293,0,0.005024573,0.015752219,Infected
1825,0,0.008599603,0.01573161,Infected
1918,1.44217E-05,0.005278339,0.015719642,Infected
2364,5.35702E-06,0.004960599,0.01568535,Infected
456,0,0.008039134,0.015670623,Infected
1605,0,0.003989973,0.015594318,Infected
1843,0,0.008100606,0.015578089,Infected
2462,0,0.006628066,0.015528976,Infected
464,6.20983E-05,0.007782987,0.015503876,Infected
1459,0,0.005205826,0.015492682,Infected
1946,8.69576E-05,0.005714357,0.015466031,Infected
1922,0,0.008951607,0.015435353,Infected
2223,0,0.00700805,0.015324566,Infected
863,0,0.009340822,0.015311853,Infected
1735,0,0.006738726,0.015283431,Infected
1213,0,0.006228888,0.015272753,Infected
1606,0.000509954,0.003893302,0.015220163,Infected
1103,0,0.006816922,0.01521576,Infected
2416,0,0.006952138,0.015204268,Infected
887,0,0.006054802,0.015163397,Infected
1917,0,0.00591208,0.015160572,Infected
941,4.69621E-05,0.004226592,0.015110068,Infected
188,8.97543E-05,0.010043937,0.015100097,Infected
554,0,0.010474915,0.015082303,Infected
1809,2.08013E-05,0.005803553,0.015039314,Infected
936,2.36072E-05,0.009608121,0.015037771,Infected
1118,0,0.008494224,0.01502978,Infected
2262,5.69811E-05,0.008604152,0.014948052,Infected
378,0,0.008273074,0.014939239,Infected
1382,0,0.007828361,0.014888519,Infected
549,6.29961E-05,0.010709336,0.014867078,Infected
553,0,0.008610583,0.014836076,Infected
860,1.02055E-05,0.009368685,0.014818443,Infected
2283,0,0.006966522,0.014803859,Infected
1480,0.001058599,0.005736921,0.014752083,Infected
494,1.209E-05,0.011461318,0.014737707,Infected
2041,0,0.00568111,0.014656907,Infected
1437,2.0394E-05,0.005404413,0.014642901,Infected
1351,0.000936435,0.00603064,0.014458553,Infected
731,0,0.011406844,0.014342783,Infected
784,0,0.007000236,0.014326326,Infected
1355,2.9008E-05,0.005852364,0.014293691,Infected
1238,0,0.007039451,0.014253022,Infected
438,0,0.005710974,0.014049459,Infected
2507,0,0.005848533,0.013917526,Infected
2355,6.10605E-06,0.005886232,0.013915688,Infected
2419,0,0.006530451,0.013868962,Infected
1205,1.78659E-05,0.006244138,0.013810353,Infected
423,9.88696E-05,0.007266915,0.013808786,Infected
817,0,0.004577827,0.013779183,Infected
1348,0.000192969,0.007819822,0.013765093,Infected
1296,0.000376112,0.004578755,0.013719911,Infected
1876,0,0.005479902,0.013562759,Infected
1904,0,0.005853206,0.013560894,Infected
573,0,0.008244275,0.013557252,Infected
1191,1.38993E-05,0.003460929,0.013454535,Infected
1905,0,0.00734882,0.013420938,Infected
1673,0.000183824,0.005759804,0.013419118,Infected
788,0,0.004277088,0.013334452,Infected
858,0,0.004814558,0.01321509,Infected
1309,1.85967E-05,0.007643241,0.013203652,Infected
2524,0,0.006810024,0.013183938,Infected
1065,0,0.005094244,0.013160129,Infected
1888,0,0.004693739,0.013083001,Infected
2313,0,0.007050855,0.013046858,Infected
1793,0,0.00540062,0.012926073,Infected
1207,0,0.008120179,0.012911084,Infected
1072,2.21175E-05,0.004954327,0.012872404,Infected
1251,2.95496E-05,0.009775009,0.012854078,Infected
1235,0,0.00485689,0.012798974,Infected
2463,0,0.008613895,0.012723792,Infected
839,0,0.009493867,0.012679173,Infected
2154,0,0.006220534,0.012637507,Infected
398,0,0.012519606,0.012605162,Infected
764,0,0.007998211,0.012595061,Infected
652,0,0.009196872,0.012516599,Infected
1464,0,0.006525002,0.012433842,Infected
1401,0,0.003744701,0.012421848,Infected
2063,0,0.011106885,0.012324078,Infected
2091,0.000101327,0.003951768,0.012159287,Infected
2196,0.000106852,0.008468011,0.012154401,Infected
1754,3.72335E-05,0.006646188,0.01211952,Infected
1419,0,0.006527415,0.012075718,Infected
917,0.000101113,0.004393827,0.012069235,Infected
906,0.000204107,0.005510879,0.01200147,Infected
1426,0.000108607,0.004235677,0.012001086,Infected
1188,4.44227E-05,0.005552841,0.011994136,Infected
486,3.93716E-05,0.005039568,0.011929604,Infected
1787,0,0.009116761,0.011835062,Infected
796,2.07749E-05,0.004591254,0.011800145,Infected
294,0,0.007143216,0.011746064,Infected
1659,0.000119237,0.005961844,0.011685215,Infected
1853,0,0.005425423,0.011658564,Infected
337,0,0.005550915,0.011559915,Infected
1333,0,0.002839885,0.011539849,Infected
966,1.4031E-05,0.00516339,0.011533443,Infected
695,1.867E-05,0.004704828,0.011519361,Infected
209,0,0.007252488,0.011420861,Infected
826,8.01925E-05,0.005292702,0.01138733,Infected
1157,0,0.003865674,0.011265,Infected
1522,0,0.006820648,0.011264403,Infected
567,0,0.008632138,0.01122178,Infected
603,0,0.006218358,0.011143517,Infected
2046,0,0.010096566,0.011046013,Infected
680,0,0.006782088,0.011028475,Infected
2310,0.000508595,0.006916896,0.011019564,Infected
1930,0,0.00784465,0.010738169,Infected
1934,0,0.005099563,0.010684798,Infected
654,0,0.00588698,0.010606097,Infected
1495,0.000178586,0.005568634,0.01053657,Infected
1640,1.29618E-05,0.005456902,0.010524951,Infected
1710,0,0.007834741,0.010466257,Infected
2014,0,0.007567502,0.010352343,Infected
2162,0.000349797,0.004547363,0.010214076,Infected
1874,0,0.008809747,0.009971884,Infected
1938,0.000180696,0.002633005,0.009886678,Infected
425,0,0.007118482,0.009857196,Infected
1371,5.15198E-05,0.003812468,0.009582689,Infected
2425,0,0.005997505,0.009428078,Infected
1076,0,0.004605085,0.009364963,Infected
405,0,0.004420754,0.009352208,Infected
1746,0.000105002,0.006545098,0.00931014,Infected
1440,0,0.003451053,0.009036645,Infected
477,0,0.006000529,0.008853722,Infected
1336,0,0.003223079,0.00882384,Infected
304,0.000236302,0.006114311,0.008802245,Infected
1783,0,0.004447979,0.008748674,Infected
1725,0,0.003319664,0.008722255,Infected
1572,0,0.003379624,0.008664127,Infected
1584,0,0.004630867,0.00859382,Infected
1455,0,0.00458815,0.008489884,Infected
2431,0,0.005728913,0.008410531,Infected
1144,0.000105949,0.004396885,0.008317,Infected
753,0,0.004255319,0.008197747,Infected
514,1.53638E-05,0.005500246,0.008004548,Infected
847,0,0.004154387,0.007882683,non-infected
1436,0,0.002979822,0.007832676,non-infected
866,0.000415403,0.005857184,0.007809579,non-infected
1685,0.001841395,0.005401424,0.007795237,non-infected
1139,0,0.00483586,0.007672278,non-infected
2222,0,0.003015671,0.007606946,non-infected
2398,3.42618E-05,0.002603899,0.007400555,non-infected
1510,0,0.004576958,0.007192363,non-infected
1067,0,0.004213883,0.007061101,non-infected
482,0,0.004342609,0.006713902,non-infected
615,0,0.004814581,0.006706024,non-infected
1056,0,0.002471695,0.006644342,non-infected
1513,3.62542E-05,0.003480405,0.006598267,non-infected
463,0,0.004340217,0.006510326,non-infected
1112,0,0.002497788,0.00645262,non-infected
353,0,0.005496385,0.006363035,non-infected
560,0,6.28417E-05,0.006362722,non-infected
1581,0,0.004856569,0.006345917,non-infected
691,0,0.003531218,0.00629478,non-infected
1438,0,0.003423909,0.006265025,non-infected
927,0,0.001993734,0.006171081,non-infected
1271,2.94092E-05,0.002764462,0.00615632,non-infected
2099,0,0.003462625,0.006155778,non-infected
1509,9.71817E-05,0.003255588,0.006073858,non-infected
564,0,0.003472503,0.006056691,non-infected
2116,8.60511E-05,0.003442045,0.006023578,non-infected
2107,0,0.003559757,0.005952381,non-infected
193,0,0.004694459,0.005898166,non-infected
1424,0,0.002959975,0.005736588,non-infected
2198,0,0.003058411,0.005715718,non-infected
1603,0,0.003180296,0.005683933,non-infected
490,3.48578E-05,0.00407836,0.005681818,non-infected
2325,0,0.003141875,0.005596465,non-infected
637,0.000255951,0.004436482,0.005460285,non-infected
703,0,0.005006878,0.005392022,non-infected
1764,0,0.003598271,0.005368387,non-infected
1122,0,0.003593775,0.005294401,non-infected
1212,0,0.002661656,0.005291999,non-infected
1988,0.000843724,0.00384363,0.005249836,non-infected
255,0,0.00484711,0.005208065,non-infected
761,0.000496617,0.003786703,0.005183438,non-infected
634,3.77644E-05,0.003682024,0.005060423,non-infected
2294,0,0.003315833,0.005056645,non-infected
734,2.58699E-05,0.002380028,0.005044626,non-infected
736,0,0.004776197,0.005037192,non-infected
381,0,0.002839726,0.005035781,non-infected
1707,3.66059E-05,0.003880225,0.005015008,non-infected
1327,0,0.005126111,0.00499002,non-infected
735,0,0.002373247,0.004962244,non-infected
2349,0,0.002884814,0.00489388,non-infected
1768,0.00048187,0.002168413,0.00487893,non-infected
352,0.000840608,0.002780472,0.004849661,non-infected
1598,0,0.001956522,0.004836957,non-infected
1520,0.000178587,0.003006221,0.004732565,non-infected
322,0,0.003147353,0.004673343,non-infected
1340,0,0.002237295,0.004652154,non-infected
2110,0,0.001420665,0.004622463,non-infected
589,0,0.001461439,0.004593094,non-infected
710,0,0.00404149,0.004508714,non-infected
420,0,0.001815765,0.004474563,non-infected
635,3.26467E-05,0.002970847,0.0044073,non-infected
1833,0,0.003335792,0.004378228,non-infected
686,0,0.003289944,0.004362752,non-infected
1505,0,0.002263581,0.00435949,non-infected
2348,0,0.002311851,0.004339166,non-infected
1700,0.000858546,0.00391497,0.004327072,non-infected
608,0,0.002004953,0.004304753,non-infected
604,0,0.002412672,0.00430085,non-infected
621,0,0.002999833,0.00427754,non-infected
740,0.000536556,0.001383751,0.004264212,non-infected
914,6.9891E-05,0.004612804,0.004263349,non-infected
518,0.00059011,0.002891538,0.00424879,non-infected
1110,0,0.004688063,0.004237288,non-infected
981,4.74789E-05,0.002753775,0.00422562,non-infected
2303,0,0.002498919,0.004132827,non-infected
333,0.000174716,0.001297891,0.004118308,non-infected
1345,0,0.002043024,0.004086047,non-infected
879,0,0.001528662,0.004076433,non-infected
1093,0,0.001015128,0.004060512,non-infected
674,0,0.001755026,0.004057073,non-infected
1186,0.001276304,0.003579878,0.00398456,non-infected
606,0,0.00204499,0.003953647,non-infected
685,0,0.003791595,0.003950683,non-infected
1204,0,0.002984438,0.003943722,non-infected
950,0,0.002354858,0.003939573,non-infected
1283,0,0.002534489,0.003888137,non-infected
1148,0.001513012,0.002420819,0.003832963,non-infected
556,6.58501E-05,0.002963256,0.003819307,non-infected
1266,0,0.002545987,0.00381898,non-infected
1708,0,0.002529424,0.003768325,non-infected
1724,0,0.003091221,0.003740968,non-infected
696,0,0.002831473,0.003738996,non-infected
699,5.49541E-05,0.002637797,0.00373688,non-infected
1292,0,0.002100951,0.003729187,non-infected
694,0,0.001028156,0.003717178,non-infected
1916,0,0.002991453,0.003675214,non-infected
2151,0,0.001943576,0.003674573,non-infected
1883,0,0.00173169,0.003667108,non-infected
453,0.00058798,0.002847063,0.003651668,non-infected
1320,0.000376493,0.001608652,0.003559571,non-infected
918,0.000283346,0.001487568,0.003541829,non-infected
414,0,0.002211079,0.003474553,non-infected
855,0,0.002146456,0.003456924,non-infected
450,0,0.001797927,0.00345484,non-infected
1567,9.65456E-05,0.003263241,0.003417714,non-infected
2247,0,0.001924423,0.003411477,non-infected
1842,0,0.001863933,0.003406498,non-infected
1604,9.20048E-05,0.003036158,0.003404177,non-infected
413,0,0.002093912,0.003402607,non-infected
2003,0,0.001505101,0.003400413,non-infected
1470,0,0.001637797,0.003386631,non-infected
2113,5.24797E-05,0.00154815,0.003384938,non-infected
336,0,0.002009211,0.003338382,non-infected
1409,0,0.00160111,0.003335646,non-infected
2190,0,0.000989832,0.003329434,non-infected
1925,0,0.001103428,0.003310284,non-infected
1154,3.32204E-05,0.001528138,0.003288818,non-infected
2061,0,0.002587545,0.003277557,non-infected
1319,0,0.001739887,0.003153545,non-infected
1678,0,0.001435309,0.003126922,non-infected
1701,7.07965E-05,0.00339823,0.003115044,non-infected
989,0,0.001530192,0.003099619,non-infected
270,0,0.001808004,0.003094468,non-infected
1682,4.81928E-05,0.001975904,0.003084337,non-infected
446,0,0.001784845,0.003082914,non-infected
768,7.56182E-05,0.002444988,0.003075139,non-infected
1690,0.000175254,0.001226779,0.003066947,non-infected
382,0,0.001727057,0.003013884,non-infected
1000,0,0.002372667,0.003005378,non-infected
2062,0,0.001985509,0.002978264,non-infected
1558,0,0.004295336,0.002960862,non-infected
923,0.00035775,0.001609874,0.002951435,non-infected
2209,0,0.00222353,0.002942908,non-infected
1159,0,0.001506825,0.002925013,non-infected
2220,0.000277477,0.00158162,0.00291351,non-infected
1531,0.00285609,0.002579694,0.002902156,non-infected
1696,0,0.001796787,0.002888952,non-infected
535,0,0.001586615,0.002884754,non-infected
1560,0,0.002053897,0.002868374,non-infected
2197,0,0.00116332,0.002857721,non-infected
1081,0,0.001698485,0.002853455,non-infected
1878,0,0.00144079,0.002850924,non-infected
1526,0,0.001246722,0.002837367,non-infected
1741,0,0.002917927,0.00281182,non-infected
663,0,0.002470911,0.00278539,non-infected
1585,0,0.001954461,0.002785107,non-infected
1176,0,0.000892503,0.002776676,non-infected
375,0,0.002814523,0.002758232,non-infected
1040,0,0.001586281,0.002743837,non-infected
533,0,0.002309183,0.002721537,non-infected
1569,6.40328E-05,0.00160082,0.002689377,non-infected
813,0,0.001435705,0.002684145,non-infected
880,5.36078E-05,0.001769058,0.00268039,non-infected
358,5.41331E-05,0.001028528,0.002679586,non-infected
2089,0,0.001482714,0.002676117,non-infected
1577,0,0.002323912,0.002665664,non-infected
1818,0,0.001687239,0.002664062,non-infected
797,0,0.001168266,0.002655149,non-infected
1514,0,0.001320593,0.002641187,non-infected
1945,0,0.001262022,0.00261108,non-infected
366,0.000530434,0.001591301,0.002607965,non-infected
416,0,0.002193058,0.002604256,non-infected
2001,5.20264E-05,0.002289163,0.002601321,non-infected
1986,0,0.001225157,0.002586442,non-infected
962,5.60507E-05,0.001905723,0.002578331,non-infected
726,0,0.001710655,0.002565982,non-infected
1535,0,0.00185339,0.002556401,non-infected
1775,4.38481E-05,0.002236254,0.00254319,non-infected
571,0,0.001315089,0.002536243,non-infected
1027,0,0.001928021,0.00253499,non-infected
651,0,0.001486904,0.002516299,non-infected
521,0.000850991,0.002042379,0.002510425,non-infected
489,7.12809E-05,0.001425618,0.002494832,non-infected
1524,0,0.000622326,0.002489304,non-infected
1479,0,0.001130747,0.002487643,non-infected
2561,0,0.001665675,0.002474717,non-infected
1123,0,0.001021566,0.002474461,non-infected
1195,5.52227E-05,0.001629069,0.00245741,non-infected
1434,0,0.001944374,0.002451602,non-infected
585,0,0.002263878,0.002444988,non-infected
886,6.029E-05,0.001778555,0.002441745,non-infected
1486,0,0.000951611,0.002426607,non-infected
2073,0,0.001119612,0.002425826,non-infected
867,0,0.002316869,0.002415459,non-infected
2195,6.182E-05,0.002349159,0.002410979,non-infected
311,0.000998163,0.001916474,0.002395592,non-infected
1055,0,0.001483122,0.00239277,non-infected
2124,0,0.00093081,0.002378736,non-infected
568,0,0.002256451,0.002354557,non-infected
1221,5.79609E-05,0.001593926,0.002347418,non-infected
1570,0,0.001079962,0.002339918,non-infected
774,0,0.001932339,0.002336112,non-infected
1428,0.000448591,0.002736408,0.002332675,non-infected
842,0,0.002286078,0.002327644,non-infected
1060,0,0.000360843,0.002319707,non-infected
1856,0,0.001306051,0.002295484,non-infected
915,0,0.002384515,0.002291004,non-infected
980,0.000750069,0.001065888,0.002289685,non-infected
1107,0,0.00243309,0.002287105,non-infected
2075,5.42711E-05,0.000705525,0.002279388,non-infected
473,0,0.001072894,0.00227201,non-infected
1562,2.70446E-05,0.001189961,0.002271744,non-infected
1217,3.69864E-05,0.001701372,0.002256167,non-infected
835,0,0.000711744,0.002253855,non-infected
913,0,0.001850064,0.002252252,non-infected
2500,0,0.001959077,0.002249311,non-infected
1182,0,0.001453488,0.002214839,non-infected
1189,0,0.001648999,0.00221437,non-infected
1200,0,0.002291326,0.002209493,non-infected
1756,0,0.001737494,0.002208065,non-infected
766,0,0.00252745,0.002195981,non-infected
492,0,0.000390263,0.002195229,non-infected
401,0,0.001068422,0.00217958,non-infected
1096,1.74237E-05,0.002996881,0.002160542,non-infected
2045,0,0.001215169,0.002157972,non-infected
1287,0.001165344,0.001613554,0.002151405,non-infected
187,0,0.002298764,0.002148025,non-infected
338,0,0.000735294,0.002144608,non-infected
1222,0.000469009,0.000901941,0.002128581,non-infected
741,8.3382E-05,0.001334112,0.00212624,non-infected
1210,0,0.00229927,0.002116788,non-infected
1471,3.00969E-05,0.001384458,0.002106784,non-infected
2345,0,0.001465162,0.002080168,non-infected
1537,0,0.000587358,0.002078345,non-infected
