ndimage_cellID,orig_cellID
2227,2228
942,943
1996,1997
1362,1363
547,548
474,475
1199,1202
1864,1865
406,408
1058,1059
722,724
1812,1813
828,828
1848,1849
804,805
2194,2194
1352,1353
1342,1343
757,758
1529,1530
1399,1400
669,671
906,907
461,462
2435,2436
1940,1941
1182,1183
949,952
405,406
744,745
1691,1692
2099,2104
