ndimage_cellID,x0,x1,y0,y1,length,height,total_area,nuclei_area,cyto_area,c2t_area_ratio,nuclei_volume,cyto_volume,total_volume,number_nuclei,orig_comX,orig_comY,ndimage_comX,ndimage_comY,orig_cellID
726,8110,8370,5535,5884,260,349,55208,0,55208,1.0,0,2263528,2263528,0,8249.11,5698.21,8248.6,5697.85,727
727,4077,4413,5539,5889,336,350,72988,639,72349,0.9912451361867703,18531,2973977,2992508,1,4233.51,5738.05,4233.12,5737.36,728
728,5765,6151,5542,6048,386,506,103272,0,103272,1.0,0,4234152,4234152,0,5964.32,5793.01,5963.72,5792.45,729
729,12429,12747,5542,5904,318,362,81574,0,81574,1.0,0,3344534,3344534,0,12592.01,5733.33,12591.5,5732.79,730
730,14225,14416,5544,5723,191,179,21514,0,21514,1.0,0,882074,882074,0,14336.05,5637.63,14335.39,5637.1,731
737,7316,7744,5593,5988,428,395,95206,0,95206,1.0,0,3903446,3903446,0,7520.64,5791.94,7520.18,5791.32,738
738,11081,11604,5593,5973,523,380,134995,5315,129680,0.960628171413756,95670,5439125,5534795,1,11354.17,5769.13,11353.61,5768.68,739
742,9875,10161,5605,5890,286,285,56547,3262,53285,0.942313473747502,55454,2262973,2318427,1,10025.41,5754.44,10024.85,5753.88,743
743,4928,5440,5609,6027,512,418,150588,5545,145043,0.96317767684012,81542,6092566,6174108,1,5187.17,5809.31,5186.64,5808.83,744
744,13263,13701,5611,5851,438,240,72201,0,72201,1.0,0,2960241,2960241,0,13471.42,5740.31,13471.02,5739.8,745
745,12918,13294,5617,5931,376,314,69190,3790,65400,0.9452232981644746,90960,2745830,2836790,1,13084.54,5769.03,13084.29,5768.64,746
747,6691,7089,5642,6114,398,472,109186,0,109186,1.0,0,4476626,4476626,0,6899.26,5880.49,6898.72,5879.95,748
748,3604,3880,5644,5964,276,320,58275,0,58275,1.0,0,2389275,2389275,0,3742.95,5819.14,3742.37,5818.4,749
750,8658,9040,5657,6056,382,399,106911,4053,102858,0.962089962679238,64923,4318428,4383351,1,8848.08,5836.42,8847.56,5836.07,751
751,2536,2961,5660,6098,425,438,129645,4757,124888,0.9633074935400516,63551,5251894,5315445,1,2756.48,5890.29,2755.99,5889.75,752
752,8002,8277,5661,5948,275,287,33095,0,33095,1.0,0,1356895,1356895,0,8126.52,5810.26,8126.15,5809.68,753
756,9155,9547,5681,6103,392,422,103097,3250,99847,0.9684762893197668,48750,4178227,4226977,1,9342.02,5866.7,9341.52,5866.35,757
757,14188,14377,5687,5832,189,145,16914,0,16914,1.0,0,693474,693474,0,14281.59,5767.74,14281.07,5767.14,758
758,7045,7485,5690,6292,440,602,177573,5222,172351,0.9705923760932124,89650,7190843,7280493,1,7244.03,5988.73,7243.63,5988.28,759
759,4556,5093,5693,6133,537,440,139503,0,139503,1.0,0,5719623,5719623,0,4804.69,5911.63,4804.48,5911.25,760
763,14301,14867,5719,6124,566,405,132097,36,132061,0.9997274729933306,1476,5414501,5415977,0,14561.2,5933.78,14561.15,5932.62,764
769,13934,14205,5742,5980,271,238,43946,0,43946,1.0,0,1801786,1801786,0,14063.55,5864.23,14063.09,5863.7,770
770,7625,8031,5744,6191,406,447,113601,0,113601,1.0,0,4657641,4657641,0,7833.09,5979.71,7832.53,5979.14,772
775,8433,8755,5761,6112,322,351,63251,0,63251,1.0,0,2593291,2593291,0,8579.57,5953.2,8579.09,5952.6,775
777,6512,6875,5763,6188,363,425,94480,0,94480,1.0,0,3873680,3873680,0,6671.91,5995.79,6671.53,5995.11,778
778,6148,6559,5765,6152,411,387,118334,7498,110836,0.9366369766930892,217442,4634252,4851694,1,6344.78,5962.26,6344.58,5961.76,779
779,11805,12116,5765,6131,311,366,72677,0,72677,1.0,0,2979757,2979757,0,11968.58,5942.77,11968.04,5942.32,780
782,11041,11289,5791,6106,248,315,42236,0,42236,1.0,0,1731676,1731676,0,11140.12,5953.8,11139.71,5953.19,783
783,11404,11822,5793,6215,418,422,94405,3732,90673,0.9604681955404905,74640,3795965,3870605,1,11632.74,5992.43,11632.1,5991.98,784
784,12753,13181,5799,6223,428,424,122440,0,122440,1.0,0,5020040,5020040,0,12958.35,6020.55,12957.93,6020.04,785
786,10684,11085,5807,6216,401,409,106150,0,106150,1.0,0,4352150,4352150,0,10912.85,6020.27,10912.11,6019.77,787
787,5365,5572,5813,6054,207,241,26818,2139,24679,0.9202401372212692,74865,1024673,1099538,1,5479.55,5936.68,5478.83,5936.2,788
788,13123,13421,5816,6179,298,363,65340,0,65340,1.0,0,2678940,2678940,0,13265.33,6010.97,13264.84,6010.37,789
793,9476,9870,5834,6228,394,394,105656,938,104718,0.9911221322026198,24388,4307508,4331896,1,9690.91,6040.35,9690.14,6039.53,794
795,5503,5774,5847,6195,271,348,51611,2201,49410,0.9573540524306834,85839,2030212,2116051,1,5644.54,6013.36,5644.1,6013.03,796
797,3333,3682,5855,6308,349,453,115458,5775,109683,0.9499818115678428,46200,4687578,4733778,1,3516.74,6080.41,3516.2,6079.91,798
798,3982,4393,5856,6303,411,447,100638,0,100638,1.0,0,4126158,4126158,0,4171.67,6034.72,4171.28,6034.51,799
799,12277,12583,5864,6206,306,342,60674,0,60674,1.0,0,2487634,2487634,0,12419.15,6018.46,12418.67,6018.06,800
800,3123,3373,5865,6134,250,269,45601,2799,42802,0.9386197671103704,75573,1794068,1869641,1,3258.96,6013.82,3258.41,6013.14,801
804,8075,8462,5884,6312,387,428,90188,0,90188,1.0,0,3697708,3697708,0,8284.76,6071.53,8284.16,6071.35,805
805,10211,10562,5888,6209,351,321,76996,4512,72484,0.941399553223544,90240,3066596,3156836,1,10380.08,6050.07,10379.63,6049.59,806
806,3750,4019,5899,6278,269,379,52133,1268,50865,0.975677593846508,43112,2094341,2137453,1,3891.14,6066.71,3890.56,6066.31,807
807,2837,3144,5905,6194,307,289,53674,0,53674,1.0,0,2200634,2200634,0,2998.77,6047.63,2998.16,6047.16,808
808,13705,14056,5909,6166,351,257,57143,0,57143,1.0,0,2342863,2342863,0,13883.65,6034.07,13883.01,6033.73,809
810,8972,9309,5933,6244,337,311,75300,4237,71063,0.9437317397078352,87854,2999446,3087300,1,9143.99,6088.94,9143.47,6088.48,811
811,4264,4779,5941,6299,515,358,114209,4315,109894,0.9622183890936792,130594,4551975,4682569,1,4494.44,6111.89,4494.15,6111.42,812
813,11082,11528,5953,6347,446,394,105462,4645,100817,0.9559556996832984,106835,4217107,4323942,1,11284.88,6143.81,11284.54,6143.3,814
814,3590,3842,5959,6361,252,402,60078,0,60078,1.0,0,2463198,2463198,0,3723.65,6168.3,3723.04,6167.9,815
815,9944,10298,5962,6517,354,555,128994,2102,126892,0.9837046684341908,85273,5203481,5288754,0,10128.99,6246.94,10128.27,6246.21,816
816,10484,10857,5965,6552,373,587,133304,33,133271,0.9997524455380185,1353,5464111,5465464,0,10662.88,6260.18,10662.32,6259.68,817
817,13980,14314,5969,6366,334,397,105302,5384,99918,0.948870866650206,96912,4220470,4317382,1,14153.97,6170.1,14153.47,6169.49,818
818,4946,5359,5971,6531,413,560,132529,3872,128657,0.9707837529899116,104544,5329145,5433689,1,5150.16,6252.82,5149.66,6252.28,819
819,7378,7721,5978,6304,343,326,82033,0,82033,1.0,0,3363353,3363353,0,7544.41,6128.77,7543.9,6128.38,820
820,11960,12332,5978,6336,372,358,93448,0,93448,1.0,0,3831368,3831368,0,12148.84,6162.93,12148.29,6162.5,821
824,5219,5692,5989,6372,473,383,116444,505,115939,0.995663151386074,17170,4757034,4774204,1,5445.44,6181.8,5444.97,6181.3,825
825,14737,14936,5989,6285,199,296,26017,62,25955,0.99761694276819,2542,1064155,1066697,0,14837.45,6129.8,14836.97,6129.56,826
826,11668,11983,5997,6366,315,369,67873,0,67873,1.0,0,2782793,2782793,0,11843.23,6194.04,11842.61,6193.45,827
827,14277,14421,5998,6191,144,193,19320,0,19320,1.0,0,792120,792120,0,14356.46,6097.74,14355.68,6096.83,829
828,12371,12797,5999,6351,426,352,98470,6639,91831,0.9325784502894282,172614,3864656,4037270,1,12594.18,6175.72,12593.56,6175.25,828
832,9294,9600,6017,6323,306,306,66272,0,66272,1.0,0,2717152,2717152,0,9448.25,6173.73,9447.76,6173.2,833
837,4571,5022,6053,6509,451,456,133931,2731,131200,0.9796089030918906,27310,5463861,5491171,1,4806.97,6299.24,4806.49,6298.58,838
838,13278,13608,6059,6330,330,271,49555,0,49555,1.0,0,2031755,2031755,0,13458.31,6199.5,13457.65,6198.94,839
842,2502,2984,6072,6388,482,316,109351,3756,105595,0.9656518916150744,108924,4374467,4483391,1,2756.93,6224.83,2756.33,6224.36,843
845,2967,3439,6077,6482,472,405,127658,6775,120883,0.946928512118316,201239,5032739,5233978,1,3189.01,6287.89,3188.55,6287.36,846
852,11276,11683,6102,6518,407,416,102915,5085,97830,0.95059029296021,40680,4178835,4219515,1,11493.71,6321.56,11493.13,6320.97,853
853,6256,6769,6109,6571,513,462,157936,86,157850,0.9994554756357006,3526,6471850,6475376,0,6504.94,6317.28,6504.5,6316.94,854
857,8297,8755,6120,6777,458,657,162703,0,162703,1.0,0,6670823,6670823,0,8549.36,6409.92,8548.83,6409.7,858
859,12940,13367,6136,6497,427,361,102803,3188,99615,0.968989231831756,70268,4144655,4214923,1,13146.43,6329.28,13146.03,6328.71,860
861,13671,14032,6154,6499,361,345,85983,0,85983,1.0,0,3525303,3525303,0,13862.88,6335.27,13862.27,6334.72,863
862,12699,12991,6155,6517,292,362,61169,0,61169,1.0,0,2507929,2507929,0,12864.99,6310.76,12864.44,6310.6,862
867,9579,9872,6174,6418,293,244,37945,0,37945,1.0,0,1555745,1555745,0,9725.22,6302.66,9724.53,6302.02,871
868,10279,10518,6174,6461,239,287,55646,5871,49775,0.8944937641519606,52839,2228647,2281486,1,10395.25,6316.94,10394.79,6316.44,869
873,12189,12463,6198,6545,274,347,63334,4638,58696,0.9267691919032433,92760,2503934,2596694,1,12321.76,6379.13,12321.3,6378.53,874
874,8913,9295,6201,6552,382,351,86474,0,86474,1.0,0,3545434,3545434,0,9109.57,6369.17,9109.0,6368.69,875
877,5552,6125,6209,6508,573,299,121722,0,121722,1.0,0,4990602,4990602,0,5828.98,6355.38,5828.52,6354.94,878
879,12434,12805,6212,6557,371,345,64364,0,64364,1.0,0,2638924,2638924,0,12604.4,6427.52,12604.45,6426.54,900
880,7432,7748,6236,6508,316,272,45762,0,45762,1.0,0,1876242,1876242,0,7595.52,6379.16,7595.13,6378.34,881
882,11585,11878,6246,6557,293,311,47431,3804,43627,0.9197992873858868,41844,1902827,1944671,1,11729.04,6407.56,11728.48,6407.02,882
883,9500,9779,6250,6655,279,405,61282,0,61282,1.0,0,2512562,2512562,0,9654.32,6477.32,9653.46,6476.23,884
886,4418,4584,6258,6376,166,118,13560,0,13560,1.0,0,555960,555960,0,4508.0,6316.43,4507.4,6315.94,885
887,8092,8546,6260,6790,454,530,134725,0,134725,1.0,0,5523725,5523725,0,8300.16,6531.88,8300.02,6531.7,887
889,8702,9100,6266,6817,398,551,138277,0,138277,1.0,0,5669357,5669357,0,8886.47,6535.0,8886.01,6534.54,889
890,13200,13719,6266,6753,519,487,143180,0,143180,1.0,0,5870380,5870380,0,13452.06,6502.08,13451.52,6501.51,890
893,14812,15127,6268,6662,315,394,73621,3508,70113,0.9523505521522392,49112,2969349,3018461,1,14976.03,6471.02,14975.28,6470.31,892
894,10970,11396,6283,6675,426,392,113369,7770,105599,0.9314627455477248,46620,4601509,4648129,1,11190.04,6489.36,11189.48,6488.79,895
896,2403,2753,6285,6722,350,437,105706,5214,100492,0.9506745123266418,83424,4250522,4333946,1,2558.15,6494.78,2557.67,6494.34,896
897,14569,14882,6287,6561,313,274,53419,0,53419,1.0,0,2190179,2190179,0,14751.5,6435.8,14750.74,6435.18,897
900,4261,4835,6298,6687,574,389,119548,4187,115361,0.96497641114866,75366,4826102,4901468,1,4527.73,6499.93,4527.35,6499.39,901
901,6562,7127,6299,6739,565,440,161006,6036,154970,0.962510713886439,164106,6437140,6601246,1,6863.46,6524.49,6862.74,6524.12,902
903,9293,9573,6307,6570,280,263,49842,0,49842,1.0,0,2043522,2043522,0,9452.75,6439.5,9452.03,6438.94,904
904,11732,12226,6312,6753,494,441,164884,6606,158278,0.9599354697848184,92484,6667760,6760244,1,11992.35,6538.92,11991.78,6538.4,905
905,3890,4093,6324,6543,203,219,25339,0,25339,1.0,0,1038899,1038899,0,3994.83,6422.4,3994.34,6422.08,906
906,14012,14263,6324,6612,251,288,49347,0,49347,1.0,0,2023227,2023227,0,14133.66,6470.61,14133.09,6470.02,907
908,4007,4340,6334,6675,333,341,62295,1257,61038,0.9798218155550203,35196,2518899,2554095,1,4173.58,6518.78,4173.13,6518.16,909
909,7121,7593,6342,6777,472,435,139877,6342,133535,0.9546601657170228,164892,5570065,5734957,1,7348.55,6549.98,7348.06,6549.52,910
910,9744,10141,6346,6745,397,399,114031,3626,110405,0.968201629381484,65268,4610003,4675271,1,9938.7,6556.04,9938.29,6555.6,912
911,2725,3030,6347,6659,305,312,56008,0,56008,1.0,0,2296328,2296328,0,2869.23,6477.36,2868.8,6477.12,911
915,10769,11029,6371,6642,260,271,33631,0,33631,1.0,0,1378871,1378871,0,10883.51,6492.74,10883.33,6492.57,916
918,10424,10678,6396,6647,254,251,43338,0,43338,1.0,0,1776858,1776858,0,10541.09,6529.78,10540.65,6529.23,919
920,4820,5198,6403,6747,378,344,81420,0,81420,1.0,0,3338220,3338220,0,5010.67,6571.07,5010.16,6570.57,921
925,14178,14451,6427,6771,273,344,62043,211,61832,0.9965991328594684,8651,2535112,2543763,0,14327.93,6589.84,14327.51,6589.53,924
927,12629,12894,6434,6687,265,253,46254,0,46254,1.0,0,1896414,1896414,0,12768.48,6561.81,12767.91,6561.31,928
929,3553,4114,6443,6814,561,371,109230,2250,106980,0.9794012633891788,20250,4458180,4478430,1,3842.85,6606.86,3842.18,6606.65,930
930,13613,14063,6443,6710,450,267,74062,0,74062,1.0,0,3036542,3036542,0,13855.12,6575.09,13854.37,6574.49,931
931,2861,3241,6447,6897,380,450,117954,6359,111595,0.9460891533987824,76308,4759806,4836114,1,3043.75,6686.55,3043.31,6685.99,932
934,14432,14785,6454,6845,353,391,95561,5644,89917,0.9409382488672156,84660,3833341,3918001,1,14589.96,6642.83,14589.57,6642.42,935
935,12180,12498,6468,6707,318,239,43514,0,43514,1.0,0,1784074,1784074,0,12340.25,6596.25,12339.77,6595.61,936
936,11364,11753,6469,6782,389,313,82070,0,82070,1.0,0,3364870,3364870,0,11567.69,6627.05,11567.0,6626.47,937
938,5462,5930,6483,6901,468,418,125013,0,125013,1.0,0,5125533,5125533,0,5705.15,6679.84,5704.68,6679.31,942
941,7508,7928,6490,6809,420,319,87006,410,86596,0.995287681309335,13940,3553306,3567246,0,7723.05,6645.07,7722.47,6644.62,941
942,10675,10859,6492,6683,184,191,21268,0,21268,1.0,0,871988,871988,0,10771.19,6593.91,10770.63,6593.3,943
943,7955,8338,6507,6879,383,372,74601,35,74566,0.9995308373882388,1435,3057206,3058641,0,8138.98,6715.49,8138.58,6714.87,944
945,10115,10380,6513,6860,265,347,59448,0,59448,1.0,0,2437368,2437368,0,10247.8,6700.73,10247.17,6700.01,946
946,6292,6711,6516,6868,419,352,99147,371,98776,0.9962580814346376,15211,4049816,4065027,0,6487.0,6691.42,6486.6,6690.93,947
947,9016,9393,6518,6934,377,416,107324,4413,102911,0.9588815176474972,101499,4298785,4400284,1,9211.29,6726.45,9210.71,6725.99,948
948,10858,11493,6519,6907,635,388,124829,0,124829,1.0,0,5117989,5117989,0,11164.09,6730.36,11163.65,6729.92,949
949,14740,14950,6519,6725,210,206,22732,0,22732,1.0,0,932012,932012,0,14851.47,6633.19,14850.87,6632.23,952
951,2552,2863,6534,6800,311,266,50799,0,50799,1.0,0,2082759,2082759,0,2715.62,6685.03,2714.99,6684.4,951
953,4127,4515,6558,6969,388,411,94719,0,94719,1.0,0,3883479,3883479,0,4340.16,6761.33,4339.46,6760.74,954
954,9374,9652,6564,6917,278,353,69359,0,69359,1.0,0,2843719,2843719,0,9514.59,6733.31,9514.09,6732.83,955
956,13444,13974,6575,6916,530,341,95440,0,95440,1.0,0,3913040,3913040,0,13726.76,6752.58,13725.84,6751.88,958
965,5285,5687,6599,6979,402,380,72972,119,72853,0.9983692375157596,4879,2986973,2991852,0,5471.89,6808.75,5471.16,6807.96,966
969,4490,4949,6611,6923,459,312,83010,986,82024,0.9881219130225274,40426,3362984,3403410,1,4675.1,6769.72,4675.35,6769.24,970
971,9608,9891,6615,7056,283,441,87238,242,86996,0.9972259795043444,9922,3566836,3576758,0,9745.49,6847.72,9744.99,6847.09,973
972,6884,7262,6617,6991,378,374,77142,0,77142,1.0,0,3162822,3162822,0,7071.9,6786.96,7071.29,6786.69,972
973,10365,10660,6624,6952,295,328,76541,0,76541,1.0,0,3138181,3138181,0,10509.37,6786.36,10508.88,6785.88,974
978,3896,4228,6660,6972,332,312,70831,500,70331,0.9929409439369768,16500,2887571,2904071,1,4073.19,6827.46,4072.68,6826.9,979
981,14647,15132,6668,7024,485,356,102556,1467,101089,0.9856956199539764,60147,4144649,4204796,1,14874.87,6855.54,14874.52,6854.94,982
985,10644,11014,6673,7039,370,366,94714,4406,90308,0.9534810059758853,88120,3795154,3883274,1,10827.74,6852.86,10827.25,6852.38,985
990,12916,13368,6695,7020,452,325,94026,0,94026,1.0,0,3855066,3855066,0,13160.8,6857.33,13160.07,6856.65,991
991,2296,2632,6696,7070,336,374,78179,0,78179,1.0,0,3205339,3205339,0,2474.79,6888.04,2474.14,6887.64,992
992,9852,10233,6697,7039,381,342,84398,4481,79917,0.9469063247944264,94101,3366217,3460318,1,10049.36,6862.2,10048.7,6861.6,993
994,14081,14475,6711,7095,394,384,103157,6401,96756,0.9379489515980496,134421,4095016,4229437,1,14272.82,6882.09,14272.3,6881.77,995
995,5743,6208,6730,7076,465,346,98497,6501,91996,0.933997989786491,73881,3964496,4038377,1,5983.89,6894.74,5983.25,6894.33,996
997,4873,5224,6738,7256,351,518,119996,6565,113431,0.9452898429947664,196950,4722886,4919836,1,5053.88,7019.08,5053.25,7018.35,998
1000,2553,2981,6748,7185,428,437,118069,4684,113385,0.9603282826144034,51524,4789305,4840829,1,2758.31,6962.72,2757.88,6962.3,1001
1003,12428,12999,6755,7174,571,419,139278,1169,138109,0.9916067146282974,38577,5671821,5710398,1,12700.52,6946.84,12700.04,6946.39,1004
1006,6566,6983,6760,7166,417,406,95132,0,95132,1.0,0,3900412,3900412,0,6785.01,6963.8,6784.43,6963.25,1007
1011,8881,9145,6774,7160,264,386,71833,802,71031,0.9888352150125986,31278,2913875,2945153,1,9005.3,6965.56,9004.8,6965.1,1012
1012,14462,14648,6781,6893,186,112,15323,0,15323,1.0,0,628243,628243,0,14552.55,6837.58,14552.01,6837.0,1013
1021,7340,7787,6800,7141,447,341,110019,5359,104660,0.951290231687254,37513,4473266,4510779,1,7577.91,6971.62,7577.27,6971.13,1021
1023,7997,8504,6809,7232,507,423,125470,2021,123449,0.9838925639595122,54567,5089703,5144270,1,8254.39,7019.56,8253.8,7019.04,1024
1024,13197,13552,6825,7208,355,383,70973,0,70973,1.0,0,2909893,2909893,0,13349.48,7018.39,13349.24,7017.75,1025
1027,9103,9533,6831,7182,430,351,107914,5135,102779,0.952415812591508,51350,4373124,4424474,1,9322.47,7019.75,9321.96,7019.19,1029
1030,10906,11343,6837,7208,437,371,107366,0,107366,1.0,0,4402006,4402006,0,11141.16,7004.02,11140.51,7003.63,1031
1031,2916,3318,6838,7178,402,340,87954,6576,81378,0.9252336448598132,65760,3540354,3606114,1,3124.16,7004.01,3123.59,7003.6,1032
1033,10089,10470,6848,7174,381,326,63891,634,63257,0.9900768496345338,19020,2600511,2619531,0,10297.21,6995.16,10296.48,6994.95,1033
1034,6975,7394,6851,7327,419,476,133490,110,133380,0.9991759682373212,4510,5468580,5473090,0,7170.15,7069.58,7169.72,7069.18,1034
1035,14359,14785,6855,7185,426,330,90198,3878,86320,0.9570056985742478,76704,3621414,3698118,1,14558.14,7028.42,14557.68,7027.82,1037
1036,4629,4942,6856,7231,313,375,69822,18,69804,0.99974220159835,738,2861964,2862702,0,4789.87,7043.45,4789.54,7043.61,1036
1038,4186,4717,6859,7278,531,419,142867,6238,136629,0.9563370127461204,43666,5813881,5857547,1,4466.19,7061.71,4465.56,7061.06,1039
1040,11317,11579,6866,7169,262,303,49061,0,49061,1.0,0,2011501,2011501,0,11438.26,7013.12,11437.99,7012.79,1041
1041,5384,5826,6869,7236,442,367,93038,0,93038,1.0,0,3814558,3814558,0,5609.84,7058.08,5609.29,7057.61,1042
1043,11494,11680,6876,7099,186,223,23857,0,23857,1.0,0,978137,978137,0,11586.53,6991.24,11585.72,6990.4,1044
1049,14777,15182,6900,7165,405,265,63200,0,63200,1.0,0,2591200,2591200,0,15006.26,7041.68,15005.44,7041.17,1050
1053,3914,4214,6931,7169,300,238,49435,0,49435,1.0,0,2026835,2026835,0,4063.24,7041.92,4062.56,7041.57,1054
1057,10194,10685,6949,7642,491,693,201385,1238,200147,0.9938525709461976,17332,8239453,8256785,1,10453.04,7285.52,10452.48,7285.17,1058
1058,8442,9020,6960,7526,578,566,185102,0,185102,1.0,0,7589182,7589182,0,8753.85,7236.0,8753.07,7235.14,1059
1060,13402,13695,6967,7281,293,314,68796,1446,67350,0.9789813361241932,33258,2787378,2820636,1,13545.08,7123.15,13544.81,7122.84,1061
1061,3423,3682,6969,7240,259,271,36783,0,36783,1.0,0,1508103,1508103,0,3553.97,7093.41,3553.35,7093.09,1062
1062,5926,6213,6969,7200,287,231,39887,0,39887,1.0,0,1635367,1635367,0,6085.85,7085.44,6085.17,7084.9,1063
1064,9872,10123,6993,7220,251,227,36289,0,36289,1.0,0,1487849,1487849,0,9988.07,7109.45,9987.64,7108.93,1065
1065,10663,11075,6993,7416,412,423,106921,5014,101907,0.953105563921026,40112,4343649,4383761,1,10861.73,7189.27,10861.53,7189.01,1066
1067,6142,6397,6997,7287,255,290,46083,0,46083,1.0,0,1889403,1889403,0,6275.3,7159.28,6274.61,7158.33,1068
1070,13986,14258,7003,7250,272,247,52662,0,52662,1.0,0,2159142,2159142,0,14115.93,7125.19,14115.44,7124.69,1069
1073,9417,9748,7011,7272,331,261,46421,0,46421,1.0,0,1903261,1903261,0,9598.78,7141.61,9598.1,7141.18,1072
1076,6520,6855,7022,7314,335,292,54910,1828,53082,0.9667091604443636,71292,2180018,2251310,1,6674.07,7158.74,6673.49,7158.6,1076
1078,9711,9897,7024,7220,186,196,26083,0,26083,1.0,0,1069403,1069403,0,9802.08,7124.8,9801.72,7124.32,1077
1084,3125,3492,7045,7313,367,268,57256,4883,52373,0.914716361604024,58596,2288900,2347496,1,3318.67,7178.49,3318.08,7178.06,1085
1087,13643,13844,7057,7318,201,261,33702,0,33702,1.0,0,1381782,1381782,0,13747.65,7179.21,13747.12,7178.87,1088
1088,14457,14868,7060,7394,411,334,80622,0,80622,1.0,0,3305502,3305502,0,14671.06,7240.08,14670.74,7239.41,1090
1089,5733,6004,7062,7323,271,261,46827,0,46827,1.0,0,1919907,1919907,0,5879.71,7189.84,5879.2,7189.42,1089
1090,2686,3113,7065,7394,427,329,83750,3084,80666,0.9631761194029852,92520,3341230,3433750,1,2895.3,7225.84,2894.83,7225.23,1091
1091,12544,13096,7065,7620,552,555,205294,7657,197637,0.9627022708895536,77294,8339760,8417054,1,12839.14,7322.06,12838.62,7321.64,1092
1093,11409,11856,7068,7457,447,389,108211,6593,101618,0.9390727375220632,85709,4350942,4436651,1,11630.96,7247.26,11630.41,7246.88,1094
1096,7715,8247,7089,7507,532,418,135699,6907,128792,0.9491005829077592,48349,5515310,5563659,1,7975.68,7275.82,7975.04,7275.61,1097
1097,3482,3914,7091,7399,432,308,78581,0,78581,1.0,0,3221821,3221821,0,3677.39,7246.23,3677.08,7245.63,1098
1098,7440,7795,7101,7431,355,330,79871,0,79871,1.0,0,3274711,3274711,0,7623.14,7248.79,7622.59,7248.4,1099
1099,12224,12574,7106,7475,350,369,90570,1649,88921,0.9817930882190572,67609,3645761,3713370,1,12405.26,7285.68,12404.69,7285.2,1100
1100,14817,15068,7106,7319,251,213,27782,0,27782,1.0,0,1139062,1139062,0,14926.96,7202.18,14926.64,7201.78,1101
1102,9023,9464,7123,7382,441,259,64568,1799,62769,0.9721379011274937,70161,2577127,2647288,1,9252.38,7240.99,9251.66,7240.44,1103
1104,6750,7140,7143,7496,390,353,96242,0,96242,1.0,0,3945922,3945922,0,6938.46,7331.18,6937.99,7330.65,1105
1105,13068,13384,7146,7596,316,450,98640,0,98640,1.0,0,4044240,4044240,0,13211.92,7378.45,13211.43,7377.9,1106
1106,5184,5533,7150,7717,349,567,114248,0,114248,1.0,0,4684168,4684168,0,5374.82,7407.57,5374.25,7407.37,1109
1108,4598,5289,7151,7616,691,465,188286,1342,186944,0.992872544958202,55022,7664704,7719726,1,4907.98,7368.69,4907.84,7367.9,1108
1113,5473,5857,7164,7537,384,373,98365,0,98365,1.0,0,4032965,4032965,0,5653.16,7342.48,5652.71,7341.94,1114
1114,11046,11331,7170,7415,285,245,45560,0,45560,1.0,0,1867960,1867960,0,11173.4,7291.45,11173.0,7291.02,1115
1115,9803,10220,7173,7637,417,464,124285,0,124285,1.0,0,5095685,5095685,0,10019.82,7417.08,10019.27,7416.59,1116
1117,3021,3354,7176,7454,333,278,51253,0,51253,1.0,0,2101373,2101373,0,3173.77,7334.04,3173.33,7333.41,1118
1118,13758,14528,7185,7552,770,367,194277,2805,191472,0.9855618524066152,56100,7909257,7965357,1,14136.21,7377.74,14135.89,7377.1,1119
1119,9585,9882,7199,7554,297,355,75630,0,75630,1.0,0,3100830,3100830,0,9728.66,7364.8,9728.22,7364.3,1120
1126,6550,6794,7219,7494,244,275,42637,0,42637,1.0,0,1748117,1748117,0,6674.3,7357.29,6673.71,7357.09,1127
1129,11981,12305,7226,7598,324,372,92396,0,92396,1.0,0,3788236,3788236,0,12143.74,7419.56,12143.25,7419.0,1130
1130,6112,6611,7229,7823,499,594,178297,7237,171060,0.959410421936432,86844,7223333,7310177,1,6385.0,7525.7,6384.6,7525.46,1131
1131,5898,6268,7233,7672,370,439,113580,0,113580,1.0,0,4656780,4656780,0,6071.8,7449.34,6071.3,7448.78,1133
1133,11689,11992,7245,7574,303,329,72032,0,72032,1.0,0,2953312,2953312,0,11842.2,7416.58,11841.65,7416.03,1134
1136,13453,13789,7262,7467,336,205,42355,0,42355,1.0,0,1736555,1736555,0,13595.95,7349.5,13595.81,7349.01,1137
1140,7227,7576,7290,7630,349,340,90213,0,90213,1.0,0,3698733,3698733,0,7403.08,7467.61,7402.61,7467.06,1141
1143,5783,5928,7306,7530,145,224,19616,0,19616,1.0,0,804256,804256,0,5859.73,7415.23,5859.28,7414.8,1144
1145,10621,11068,7318,7626,447,308,86438,0,86438,1.0,0,3543958,3543958,0,10833.41,7458.83,10832.96,7458.39,1146
1146,2606,2877,7320,7554,271,234,37696,0,37696,1.0,0,1545536,1545536,0,2731.72,7431.87,2731.31,7431.35,1147
1150,7848,8381,7338,7777,533,439,132524,0,132524,1.0,0,5433484,5433484,0,8135.35,7555.48,8134.79,7554.98,1151
1151,8482,8893,7345,7756,411,411,81230,0,81230,1.0,0,3330430,3330430,0,8651.46,7544.62,8651.46,7544.23,1152
1155,2278,2731,7366,7852,453,486,136761,5309,131452,0.961180453491858,100871,5506330,5607201,1,2497.66,7636.98,2497.25,7636.31,1155
1156,7569,7837,7370,7576,268,206,35381,0,35381,1.0,0,1450621,1450621,0,7686.07,7467.32,7685.78,7466.87,1156
