ndimage_cellID,orig_cellID
981,982
2018,2019
1455,1456
1535,1536
2511,2512
1567,1568
2284,2284
990,991
904,905
1672,1674
1030,1031
2192,2193
1310,1311
1126,1127
2219,2221
1407,1408
2171,2171
894,895
1589,1590
788,789
1087,1088
1248,1249
1717,1720
1883,1884
1034,1034
2382,2383
704,704
465,466
