ndimage_ID,GLYMA_17G195900_-_vs_-_GLYMA_05G216000,GLYMA_17G195900_-_vs_-_GLYMA_17G185800,GLYMA_17G195900_-_vs_-_GLYMA_05G203100,GLYMA_17G195900_-_vs_-_GLYMA_15G210100,GLYMA_17G195900_-_vs_-_GLYMA_05G092200,GLYMA_05G216000_-_vs_-_GLYMA_17G185800,GLYMA_05G216000_-_vs_-_GLYMA_05G203100,GLYMA_05G216000_-_vs_-_GLYMA_15G210100,GLYMA_05G216000_-_vs_-_GLYMA_05G092200,GLYMA_17G185800_-_vs_-_GLYMA_05G203100,GLYMA_17G185800_-_vs_-_GLYMA_15G210100,GLYMA_17G185800_-_vs_-_GLYMA_05G092200,GLYMA_05G203100_-_vs_-_GLYMA_15G210100,GLYMA_05G203100_-_vs_-_GLYMA_05G092200,GLYMA_15G210100_-_vs_-_GLYMA_05G092200
742,222.23142854551733,,,235.7288678237786,461.1987752396729,,,21.340678708636084,412.3142544796309,,,,,,420.92030397533125
842,502.87835976654145,485.53114094716165,,515.0312241614442,439.653678163103,52.544434581805525,,16.268771294509815,407.7533613796768,,61.55746312862872,389.8408169400438,,,420.58753631353386
2052,483.753827783139,476.9470780475986,,477.7168162719698,522.1169079162935,22.168851035476543,,16.236545567219714,573.5560337908823,,15.432887866085723,561.1987171631915,,,565.6889734410801
1145,410.9429200170882,352.79682875387755,322.3434502987772,358.64217634568956,322.865409396596,62.36175318414751,88.6336642445065,56.879465798892085,409.54113585284654,30.453498609294144,19.99827719126709,351.07626748696487,38.451888155601516,334.2024196772853,359.5063612525184
896,422.2043034151685,446.27583032155974,,417.4295727583831,390.61304429571163,42.5361446190081,,18.007591846010826,359.1076766214945,,35.674355238350415,336.5236110130956,,,348.24252064835025
2152,588.9234497706259,551.0811421261328,,557.1299354367151,849.6405464761737,48.42537896977406,,42.78227790802798,676.7712209325183,,18.8380962579316,636.6652320618608,,,645.0505835570312
558,271.36639543497876,233.2800672654051,,240.0290337067759,582.1034478923187,42.70993075922963,,35.21588422367537,522.5175886862249,,15.28654264176059,485.32498999345273,,,497.72755440050213
751,524.607261705917,549.9598307340913,,522.572708059196,598.1826261523431,36.020248682803555,,22.024041804183422,582.2825066961809,,42.64487740588994,589.1818724858009,,,590.5731994323208
746,368.4527912940493,342.77611481685585,,397.45560322906067,360.8919514802607,30.133194532526986,,37.56802231118229,369.3782542540719,,57.12680240231424,345.7798127661047,,,397.2886090162533
236,561.9380219753667,574.1823505068065,484.0135770679872,552.9213587848308,749.9911269236131,54.00079715867773,85.5510885456453,22.170548748492372,689.4760910098852,95.30939477831181,48.98563977744983,705.2751284354108,84.17903990042225,628.982975011376,683.7021807896822
810,301.920895524724,262.0245702935079,,293.7888566065126,422.2495807444466,45.22226465648969,,27.78999786615644,400.62591967422856,,45.721017988166764,365.60299447396864,,,392.93948553937287
1526,671.24417605304,651.1375466836363,567.1033539631665,654.1943967609047,448.56004437902334,84.87207270599718,104.32421400350508,30.932293258170965,446.2261500041577,98.3806919714277,72.43443194985082,401.20014242345354,87.30343325338049,360.03257713940627,435.22616491116185
2064,643.5391919281944,641.2429586493284,,613.8851924872926,1127.2533240838693,28.829773306858467,,32.044124736032586,884.9239385221708,,41.722921292534544,885.6521769405807,,,860.0306996910809
1980,391.21306075286,370.9897452018318,,404.65276102988184,370.5324583088517,32.08994685419857,,16.09860034961834,450.80583911577526,,40.273694587743094,423.57994019255335,,,459.52059121253296
1775,248.89644660686866,277.4336947001515,,265.4936894221375,257.5302755760884,32.93169575155972,,23.800820318500204,259.9581391701659,,30.905293312525078,246.72272637790294,,,258.4990814713432
302,390.91996950331367,399.2084953011208,357.2729060891952,381.94004387642946,361.62382367184387,12.318264029696525,41.640410432632386,13.918589036294623,398.15606433344846,46.918599245391995,20.5413994248539,406.4068102479927,29.65749863726242,371.68022545607676,389.34265437128926
1645,276.5788397494474,250.98516068864822,,241.22685810914416,277.8025055006984,33.59643176399426,,39.048009313972614,376.7388301045501,,20.467106967327464,352.43351794732325,,,344.7403082573344
1323,410.9301783439572,361.38121410609165,368.62417892171385,414.75171197980205,304.41310145467344,51.13975608438007,47.01382706075636,15.503333005295579,423.463269326022,11.631455610854571,53.43818564512591,379.8638627401427,54.39831361238347,381.9586488288514,427.8498039146453
2156,370.384375992652,342.2164137975685,,378.1296274955296,615.1288899424247,32.31006316046104,,16.113957536884982,557.7263279013947,,37.74433605031084,532.8530730228586,,,569.3934312041766
2308,261.3344167024651,262.901766826657,,268.30551010300366,346.39729437585163,24.17457112976296,,11.980361942874637,315.4477625099645,,29.753230278006036,312.3793512162621,,,322.9003992986648
618,271.9353429166845,276.9720247882438,,267.9030498808875,344.302963242396,16.57082264147956,,9.597208590728847,318.5575233711978,,16.17293102322762,310.4690214182459,,,316.43035184379323
325,326.9130860898709,290.3103845592258,,283.5820960965336,298.13022065695253,41.11105934219026,,44.81337800197203,344.86161026000275,,9.004468875122509,309.4989302577744,,,303.23672486192527
2108,265.70462658313176,268.9996502993319,,272.0915069716409,813.6332212507355,7.5106253002550885,,7.418224945033124,626.2717588412995,,4.662875950749704,624.4308717704251,,,625.4325977065191
1964,502.140305595571,466.7874828424914,,511.16580261740245,756.1484104110311,37.230338396038356,,14.0502252671749,594.4785791773154,,45.14763155403795,558.5362813756477,,,602.9090675146176
611,450.8179086862786,410.06749655380855,,439.8182218163459,488.80085409760767,45.59371794723499,,25.81295774405053,581.6563471254757,,35.333383429220866,543.677371127247,,,565.5570296026199
1641,222.9227484261245,,,211.43644837466664,334.27607290703713,,,23.389705174218182,357.7334552057181,,,,,,359.2588820859588
2056,541.5142537608428,504.306470440422,,501.2881682255067,918.4063146790996,50.57927148865443,,40.871151727821015,743.8443953780286,,24.46825422270735,698.1526267839965,,,705.7886939534732
598,298.60495868561446,306.9473729725886,,299.48947828750664,629.2543526965807,41.24193368764165,,10.750636055580904,530.1789830376498,,37.567185090755686,543.1075277744792,,,532.9352655962526
813,403.8169763437965,383.808543275885,333.3128667269922,380.7998148831858,577.1477558657596,37.34778683074788,71.10370275892033,42.05339140920076,493.13730621605856,65.54802269122604,27.001887702592292,482.1015195557158,48.69831831009319,446.9905760905772,467.21742372799105
1862,503.6476891763367,458.6684412532552,,463.9839222637725,494.756242802296,52.08639718019859,,41.44447196975071,558.9924705906722,,14.883348576404238,519.8749251072485,,,521.9402303753363
1060,283.9138548978516,274.4355463614192,348.61399891207293,283.7595571880035,458.35240198785203,16.548011435893194,74.56122265563036,15.122747545825419,454.23349697111183,78.78263534594478,21.3904909315011,447.8768493638394,74.65283557398587,515.6413995248414,460.8679652484402
