gene_ID,ndimage_ID,PCA01 (36.93),PCA02 (33.07),PCA03 (7.74),PCA04 (7.08),PCA05 (3.03),PCA06 (2.64)
85,742,-0.7183969,0.34334585,-0.10981676,-0.17513667,0.40659988,0.1717654
85,842,-0.42143834,1.7788168,0.8295485,-1.1607143,-0.25158322,0.36903763
85,2052,0.22322357,1.2071604,-0.14904474,-0.7634304,0.50165707,0.05460581
85,1145,-0.38177487,0.2964765,-0.2751016,-0.5730907,0.14097139,-0.10609715
85,896,0.57458895,1.3579992,0.45690003,-1.7058214,0.029127276,0.06721501
85,2152,0.39015248,1.2545657,-0.087892175,-1.0269761,0.66554505,-0.2102952
85,558,-1.0297114,0.58927226,-0.5351509,-0.23586023,0.13497892,0.24198315
85,751,-1.07277,1.531787,0.7109666,0.1354697,-0.31370693,0.73335797
85,746,-0.6684547,1.7531521,0.5629426,-0.30409607,-0.51596,0.4324311
85,236,0.13972564,1.909818,0.07671789,-0.1998388,0.6704062,-0.58666784
85,810,-0.8951713,0.30990633,0.17590138,-0.23468827,0.3646009,-0.11369147
85,1526,1.1193789,0.90986615,0.8591165,-2.3466327,1.0829376,-0.32909095
85,2064,0.21061146,0.7498387,0.096794456,-1.1303699,0.88896346,-0.07797817
85,1980,-0.24932759,0.870427,-0.035217386,-1.1284719,0.15479131,-0.12396699
85,1775,-0.4713404,1.9003738,0.82036144,0.017536944,-0.29422668,0.44959444
85,302,-0.74571854,1.6863105,0.042790703,0.51251745,-0.23392367,-0.07883218
85,1645,-0.90925616,0.26577336,-0.25114596,-0.3611127,0.29106823,0.07778772
85,1323,-0.04919042,-0.12973067,0.51902086,-0.69730294,0.6430484,-0.36131176
85,2156,-0.27585915,0.47948048,-0.27214676,-0.8337403,0.46122798,-0.022313684
85,2308,-0.3688473,0.84940964,-0.3284454,-0.53143436,0.31831717,0.1251913
85,618,-0.27782327,1.5703107,0.009360931,0.50438005,-0.023248428,-0.20031804
85,325,-0.76029116,1.8562713,0.30419955,0.96338195,0.5678435,-0.151342
85,2108,-0.38892663,0.6557131,-0.116175145,-0.6936152,0.4700794,0.04129684
85,1964,0.3780544,0.16276233,0.2928665,-0.9861003,0.9175828,-0.17545994
85,611,0.09352296,1.2162516,-0.061871655,-0.6348915,0.25995266,-0.12473211
85,1641,-0.7256521,0.45708236,-0.20513745,-0.2266953,0.42771512,0.20659146
85,2056,-0.1732975,0.48937076,-0.18732056,-0.76361394,0.6576831,0.029052848
85,598,-0.35231295,0.7307297,-0.32678437,-0.42239106,0.5838447,0.20805068
85,813,0.042127382,0.4694587,-0.075166315,-0.8180945,0.6731876,0.0666778
85,1862,-0.41176802,1.764454,0.4294293,-0.4692193,-0.5087033,0.18985417
85,1060,-0.37485066,0.9597555,-0.22377595,-0.5592349,0.4082426,0.18087631
85,1614,-0.737951,0.5316192,-0.046467572,-0.6065205,0.45877278,0.091057055
85,797,-0.4689191,2.0054483,0.9075967,-0.35527036,-0.42806914,0.54506093
85,1394,-0.8574083,-0.18679641,0.03301975,0.09218781,0.106918305,0.0095832655
85,954,-0.6428726,0.54690456,-0.46039745,-0.4516081,0.38946047,0.10409377
85,227,-0.63956344,1.4605335,-0.50713813,0.120877326,-0.08853848,-0.22892743
85,1021,-0.22988309,-0.13311142,0.1824018,-0.45983872,0.5021552,-0.07459618
85,1434,-0.23822695,1.7484081,0.119665585,-0.39260885,-0.085153505,-0.18150203
85,671,-0.17317982,0.43429178,0.009001604,-0.6685791,0.73256713,0.013546091
85,1796,-0.21039972,1.7717309,0.73289794,-1.0837299,-0.10229535,0.29499537
85,1859,-0.17372535,-0.19475658,0.30538967,-0.5970876,0.51635474,-0.13645373
85,387,-0.13001306,0.8248385,-0.32716227,-0.8429143,0.3912164,-0.075101584
85,1827,-0.1522482,0.3986522,-0.016774615,-1.1209456,0.463826,-0.11725285
85,2010,0.43849063,1.5852362,0.16498053,-1.0513703,0.25407866,0.08039725
85,1146,-1.0706626,1.2742629,-0.011288094,-0.39527655,-0.46957248,0.19618459
85,1722,0.61339486,2.0457513,0.95512104,-1.1836836,0.148908,-0.23180589
85,2037,0.13470413,1.5014595,-0.043713983,-0.7575257,0.37258857,0.04163325
85,1880,-1.1577206,0.35867548,-0.33011594,-0.21754861,0.17229009,0.15559188
85,1587,-0.69409996,1.0113817,-0.63935906,-0.29358414,0.054676183,0.084858835
85,2146,-0.13748074,0.4433079,0.08304368,-0.72838944,0.6558965,-0.009329818
85,1193,-0.8345908,0.06755587,0.23275755,-0.41840985,0.38096824,-0.22998552
85,1159,-0.87001246,0.9736455,-0.74770325,-0.07714852,-0.1558993,-0.05062221
85,1041,0.045863844,0.89368296,0.14022867,-1.3311604,0.4319045,-0.20275585
85,1751,-0.05266527,-0.39807844,0.3970335,-0.512523,0.58017063,-0.27981085
85,556,1.0713757,1.0753678,0.35030976,-1.6689725,1.0078773,-0.18445854
85,1619,-0.025390917,2.0793843,0.6890119,-0.44187635,-0.3274571,0.24875934
85,1379,-0.31570643,0.2053519,-0.10319514,-0.7671888,0.33966637,0.06602226
85,1708,-0.96342844,0.16719116,-0.0824755,-0.2410398,0.28258947,0.043294523
85,1065,-0.35523638,0.55469716,-0.25988045,-0.47033486,0.5681216,0.10553783
