count,sum_10_-_GLYMA_17G195900,mean_10_-_GLYMA_17G195900,sum_15_-_GLYMA_17G195900,mean_15_-_GLYMA_17G195900,sum_20_-_GLYMA_17G195900,mean_20_-_GLYMA_17G195900,sum_25_-_GLYMA_17G195900,mean_25_-_GLYMA_17G195900,sum_30_-_GLYMA_17G195900,mean_30_-_GLYMA_17G195900,sum_10_-_GLYMA_05G092200,mean_10_-_GLYMA_05G092200,sum_15_-_GLYMA_05G092200,mean_15_-_GLYMA_05G092200,sum_20_-_GLYMA_05G092200,mean_20_-_GLYMA_05G092200,sum_25_-_GLYMA_05G092200,mean_25_-_GLYMA_05G092200,sum_30_-_GLYMA_05G092200,mean_30_-_GLYMA_05G092200
13684,0.0015454646332638002,1.1293953765447239e-07,0.0014322895821067025,1.046689259066576e-07,0.0013684060468677995,1.000004418932914e-07,0.0013283603083563123,9.707397751800002e-08,0.0013043132457450058,9.531666513775254e-08,0.004335842113188126,3.1685487526952105e-07,0.003842640533896459,2.808126669026936e-07,0.0034842944193250753,2.5462543257271815e-07,0.0032114915793786817,2.3468953371665316e-07,0.0029980549606544076,2.1909200238632034e-07
14808,0.0021468837231587348,1.4498134273087079e-07,0.0018982828821968731,1.2819306335743335e-07,0.0017562263062629946,1.1859983159528597e-07,0.001667165349165739,1.1258545037586029e-07,0.0016128372602298754,1.0891661670920282e-07,0.005443191094836,3.6758448776580226e-07,0.004607485248838385,3.111483825525652e-07,0.004069224356039774,2.747990515964191e-07,0.0036930286513615104,2.4939415527832997e-07,0.0034152293006947864,2.3063406946885376e-07
14317,0.0024354362310054643,1.701079996511465e-07,0.002177890231174858,1.5211917518857708e-07,0.001998718578973382,1.3960456652744164e-07,0.0018790412465228472,1.312454596998566e-07,0.0018025526781262255,1.2590295998646542e-07,0.005424857356870073,3.7891020163931504e-07,0.004770114972930729,3.331783874366647e-07,0.004254219374096714,2.9714460949198253e-07,0.0038652725696350716,2.699778284301929e-07,0.003565826615674946,2.4906241640531856e-07
13886,0.002438062759266167,1.7557703869121178e-07,0.0022852148276371704,1.645696980870784e-07,0.0021203847930739627,1.5269946659037612e-07,0.001995591712441285,1.4371249549483544e-07,0.0019104888871361314,1.3758381730780147e-07,0.0047078751929533705,3.3903753369965223e-07,0.004499352231212585,3.240207569647548e-07,0.004144593133969309,2.984727879856913e-07,0.003811555374797824,2.744890807142319e-07,0.0035296206280702085,2.5418555581666485e-07
12126,0.0020910001714663736,1.7243940058274564e-07,0.0020551121598159543,1.6947980866039538e-07,0.001954470694778968,1.6118016615363419e-07,0.0018644980155791682,1.5376035094665744e-07,0.001797484989521223,1.4823395922160837e-07,0.0032045728786993144,2.642728747071841e-07,0.003393356439588946,2.798413689253625e-07,0.0033119707326733122,2.731296992143586e-07,0.003148416917213997,2.5964183714448265e-07,0.002975654252604085,2.453945449945642e-07
12589,0.002083192256368117,1.6547718296672626e-07,0.002104461075203246,1.671666594013223e-07,0.0020624023462670993,1.638257483729525e-07,0.002007105114397003,1.594332444512672e-07,0.001958129724948589,1.5554291245917776e-07,0.0028637143959003744,2.274775117880987e-07,0.003250378571378015,2.581919589624287e-07,0.003342140874985316,2.654810449587192e-07,0.003271340921566639,2.598570912357327e-07,0.003138622875726029,2.493147093276693e-07
11884,0.0019017594406319281,1.6002687989161295e-07,0.0019473295146960666,1.6386145360956468e-07,0.0019723406004881028,1.6596605524134153e-07,0.0019669158114144283,1.6550957686085732e-07,0.0019462501595776394,1.637706293821642e-07,0.002104234596019077,1.770645065650519e-07,0.0024684598330314486,2.0771287723253522e-07,0.0026982400952719806,2.2704813995893475e-07,0.002766339885124992,2.327785160825473e-07,0.002739414509239462,2.3051283315714086e-07
11748,0.0018224623562413161,1.5512958429020396e-07,0.001900264098792829,1.6175213643112267e-07,0.001974473164231187,1.6806887676465668e-07,0.0020104922472749015,1.7113485250892931e-07,0.0020159827767742854,1.716022111656695e-07,0.001884853309824159,1.6044035664148444e-07,0.0021597660803264872,1.838411712909846e-07,0.0024275504514361126,2.066352103707961e-07,0.002567942832309628,2.1858553220204528e-07,0.0026035915840755992,2.2161998502516166e-07
11109,0.0016519565904315144,1.487043469647596e-07,0.0017624821093412118,1.5865353401217138e-07,0.0018648388561079896,1.6786739185417136e-07,0.0019300290157623341,1.7373562118663552e-07,0.001957637578913349,1.7622086406637401e-07,0.001523386003891011,1.3713079520127923e-07,0.0017326710303230755,1.559700270342133e-07,0.0019861528848064912,1.7878772930115144e-07,0.002170382946545584,1.9537158579040272e-07,0.0022648678099442742,2.0387683949448864e-07
10332,0.001481384735126539,1.4337831350431076e-07,0.0016280041637515442,1.5756912154002558e-07,0.0017472057057983479,1.691062433022017e-07,0.0018260426292712668,1.7673660755625888e-07,0.0018652865023098624,1.805348918224799e-07,0.0011749816067492405,1.1372257130751457e-07,0.0013551021090385514,1.311558371117452e-07,0.0015599817034365401,1.5098545329428378e-07,0.0017459082564670752,1.689806674861668e-07,0.0018765851565308625,1.8162845107731924e-07
9750,0.0014587458875152922,1.4961496282208124e-07,0.0015797763714593999,1.6202834579070767e-07,0.0016845224216763988,1.727715304283486e-07,0.0017580165173958226,1.8030938639957154e-07,0.0017997776518467027,1.845925796765849e-07,0.001030068896464832,1.0564809194511097e-07,0.0011707100456874251,1.2007282519871027e-07,0.001326844354727096,1.3608660048483035e-07,0.001493637540695882,1.5319359391752636e-07,0.0016335506000033741,1.6754365128239736e-07
9746,0.0015545507464627922,1.5950654078214572e-07,0.001653091144971835,1.6961739636485072e-07,0.0017385365314812999,1.7838462256118407e-07,0.0018028182759785094,1.8498032792720186e-07,0.001845003941076636,1.8930883860831478e-07,0.0009368867055555253,9.613038226508571e-08,0.0010187560808838096,1.0453068755220702e-07,0.0011300938525231324,1.1595463292870227e-07,0.001277573114712358,1.3108691921940878e-07,0.001426016871677203,1.4631816865146757e-07
9416,0.0016541025414877593,1.7566934382835167e-07,0.0017185785360190912,1.825168368754345e-07,0.00177319469304097,1.883171933985737e-07,0.0018202298880505264,1.933124350096141e-07,0.0018574318002293046,1.972633602622456e-07,0.0007937319497960771,8.429608642694106e-08,0.0008341305972715732,8.85865120296913e-08,0.0009215563438818419,9.787131944369604e-08,0.0010530224369161936,1.1183330893332557e-07,0.0011998082458456326,1.274222860923569e-07
8712,0.001678012014833395,1.9260927626645946e-07,0.0017006207079615253,1.952043971489354e-07,0.0017141146747833254,1.9675329141222744e-07,0.0017327294518867168,1.9888997381619797e-07,0.0017549075986290036,2.0143567477376075e-07,0.0005737828449534498,6.586120809842169e-08,0.0006038160554961966,6.930854631499043e-08,0.0006770072738018472,7.77097421719292e-08,0.000790741666098274,9.076465405168434e-08,0.0009261994735014215,1.0631307087941018e-07
7502,0.0016409947085903845,2.1874096355510324e-07,0.001599474574707725,2.132064215819415e-07,0.0015729017230804037,2.0966431925891813e-07,0.0015669674468298598,2.0887329336575044e-07,0.001574859769131245,2.0992532246484205e-07,0.0003468930196182693,4.624007192992126e-08,0.0004136732394830678,5.514172747041693e-08,0.00048782085123932526,6.502544004789726e-08,0.0005821971787479876,7.760559567421855e-08,0.0006938646034890834,9.249061630086422e-08
