,PCA01 (39.03),PCA02 (26.82),PCA03 (7.41),PCA04 (7.29),PCA05 (3.99),PCA06 (3.10),PCA07 (2.82),PCA08 (1.64),PCA09 (1.47),PCA10 (1.16),gene_ID,ndimage_ID
765,-1.9128212,0.005185113,-0.36127135,0.1526918,0.5982652,-0.067070946,0.3899813,-0.46092418,0.12775707,-0.13750014,85,2120
766,-1.7382091,0.22165874,-0.5428164,-0.20531145,0.2633783,0.26760426,0.05766186,-0.1902622,-0.16381918,-0.15387093,85,2272
767,-1.7279054,-0.22632922,-0.3148971,0.29946867,0.54530126,-0.05588798,0.30704257,-0.30199277,0.059040193,-0.065749295,85,395
768,-1.085292,0.23641823,-0.47526437,-0.027398326,-0.0025348195,-0.14832143,0.48539308,-0.15306304,0.23392767,-0.14790215,85,579
769,-1.9435048,0.45872718,-0.29832688,-0.4407304,-0.029299848,0.0638703,0.07311712,-0.07061337,-0.047699805,-0.114915766,85,832
770,-1.9710197,0.36888087,-0.29701146,-0.30816224,0.11826195,0.015336648,0.18811761,-0.18113661,0.020803038,-0.14588237,85,1441
771,-1.8272974,0.5274997,-0.39177743,-0.5566836,-0.16257176,0.17201266,-0.051779006,0.05364442,-0.13121793,-0.100365154,85,510
772,-1.3432705,0.05172027,0.16225515,-0.4885151,0.83815426,0.21025239,-0.21261306,-0.16643031,0.26755002,-0.362691,85,385
773,-1.5738761,0.3669739,-0.55721617,0.09157404,0.45774084,0.023919791,-0.07151782,-0.28311273,-0.16152565,0.024463344,85,956
774,-1.7515894,0.39952177,-0.51766515,-0.3746453,0.09896409,0.22248408,-0.039091278,-0.10200857,-0.1597297,-0.08625384,85,1984
775,-1.4021593,0.08100604,-0.62057483,0.028569702,0.27786708,0.31383324,-0.09801375,-0.059202753,-0.30308455,-0.039116662,85,1266
776,-1.1398876,-0.56137127,-0.9672703,0.5476045,0.98903745,0.49098766,0.04018113,-0.47049752,-0.2735866,-0.073231354,85,1822
777,-1.8797996,0.033401176,-0.27497542,0.027990986,0.35403147,-0.07247952,0.28357545,-0.25448975,0.10026638,-0.08834357,85,2352
778,-1.5210888,0.48124206,-0.48957416,0.07871831,0.27446777,-0.11671173,-0.05069378,-0.16006996,-0.028168788,-0.09119654,85,492
779,-2.0220232,0.60298276,-0.22379941,-0.5835351,-0.17933235,0.009688215,0.066115074,-0.009159455,-0.020235036,-0.11574956,85,1040
780,-1.8712153,0.31449154,-0.31498876,-0.3077559,0.04335246,0.06013208,0.1045631,-0.065230675,-0.037329696,-0.105625056,85,1217
781,-0.5167278,-0.46218044,-1.2376828,0.73938376,0.8249007,0.53443694,-0.27007946,-0.120548084,-0.48928672,0.054884434,85,1186
782,-1.4485968,-0.83237314,-0.6366034,0.9916679,1.295008,0.03963202,0.5007402,-0.6665941,0.08827973,-0.08239115,85,1230
783,-1.954632,0.3292883,-0.3000465,-0.27783275,0.12587705,0.03570833,0.19635452,-0.1660226,0.002439103,-0.16553235,85,1163
784,-1.998667,0.55645835,-0.17727032,-0.55923635,-0.22033802,-0.036636777,0.043477207,0.05240986,-0.0016690119,-0.06372281,85,599
785,-1.4735866,-0.12651366,-0.25574657,-0.091470756,-0.11121526,0.058163214,0.123653755,0.17529836,-0.05667602,-0.08046994,85,1547
786,-1.6935984,0.10716497,-0.4698109,-0.061611954,0.2619859,0.20903173,0.1238103,-0.1354866,-0.14130822,-0.15979369,85,1538
787,-1.8957541,0.29141253,-0.40119937,-0.23470627,0.22825058,0.12672123,0.16931935,-0.22903019,-0.05747578,-0.1810605,85,1206
788,-1.9807148,0.44733226,-0.1632168,-0.44572556,-0.13305911,-0.07217681,0.09254051,0.0094343815,0.03377757,-0.059634328,85,1502
789,-2.0007517,0.49679846,-0.22249138,-0.4705251,-0.09479039,-0.011556033,0.112552196,-0.038344447,0.0052802935,-0.11394802,85,1284
790,-1.9188038,0.36979926,-0.16894934,-0.4007397,-0.13713944,-0.049332038,0.0825489,0.044989564,0.008890406,-0.060194556,85,1631
791,-2.0266159,0.59822243,-0.22336978,-0.5747086,-0.1670559,0.006781853,0.07725754,-0.021006932,-0.015467948,-0.12205099,85,927
792,-1.5231372,-1.139033,-0.27144155,1.1914366,1.3061389,-0.25723755,0.61874044,-0.70747745,0.28465855,-0.02196263,85,1701
793,-1.9135413,0.21810108,-0.22702612,-0.19820851,0.098223194,-0.04447223,0.21240196,-0.104217865,0.049615465,-0.114858694,85,915
794,-0.9602477,-0.27509147,-0.7302352,0.48753875,0.62543744,0.095513746,-0.20789278,-0.21331622,-0.15590143,0.08459548,85,798
795,-1.8623677,0.40795898,-0.41074437,-0.39724246,0.044873584,0.17791505,0.050052248,-0.09444405,-0.11671076,-0.15333325,85,1304
796,-1.7337321,-0.23113525,-0.20789857,0.20716144,0.34221172,-0.123012125,0.29752666,-0.15053342,0.121246874,-0.044933096,85,683
797,-1.676827,0.29830563,-0.44800723,-0.3641432,-0.071050465,0.20146292,0.034530774,0.054386064,-0.108286545,-0.14287293,85,427
798,-1.649075,-0.18368615,-0.4125859,0.24790817,0.5063005,-0.009872899,0.27075943,-0.25839832,0.046787485,-0.05797974,85,815
799,-1.9900532,0.60423833,-0.24276279,-0.60169953,-0.21122791,0.044858057,0.028744517,0.032508004,-0.055740055,-0.11217031,85,1518
800,-1.985488,0.4554286,-0.23668993,-0.42714846,-0.047765944,-0.005052523,0.12076198,-0.06345795,0.004346592,-0.113302976,85,1290
801,-0.605249,-0.33761773,-0.4336355,0.15836585,-0.023564829,-0.08568612,-0.100751646,0.08005466,-0.042970255,0.14463098,85,1669
802,-1.9003483,0.43037307,-0.37967047,-0.39682475,0.06301714,0.11891005,0.066849425,-0.12917876,-0.0768495,-0.12246082,85,529
803,-2.0140345,0.5608786,-0.2248685,-0.5382976,-0.14525849,0.004728721,0.086620234,-0.020504005,-0.012328803,-0.119763605,85,1043
804,-2.02409,0.7218564,-0.19341898,-0.73864853,-0.36354974,0.024874512,-0.02679203,0.1183403,-0.06183129,-0.090016715,85,2515
805,-1.9253544,0.32534948,-0.15216191,-0.34750247,-0.08408023,-0.08256489,0.10954376,0.004716567,0.038648654,-0.053049803,85,1172
806,-1.6326885,0.48475292,-0.34158373,0.24810085,0.32963827,0.08830744,-0.12026853,-0.19102184,-0.3549913,-0.13999653,85,333
807,-1.0753667,0.04908673,-0.7898233,0.46150675,0.58827204,0.003677686,0.039082255,-0.27743974,0.04502709,-0.105773374,85,627
808,-1.6667479,0.44361737,-0.5815628,-0.3583413,0.14227878,0.17792657,-0.13531081,-0.11197675,-0.16628122,0.036150817,85,862
809,-1.9918497,0.54625416,-0.26073062,-0.5077867,-0.09300656,0.03231586,0.078714564,-0.051123578,-0.04119065,-0.12365236,85,486
810,-0.7773358,-0.73520094,-1.0212286,0.64538985,0.7540588,0.4601026,0.15782006,-0.20404877,-0.18340637,-0.11690249,85,443
811,-1.9064398,0.14377208,-0.2327216,-0.110467836,0.20533137,-0.06473871,0.22982049,-0.17738424,0.06968053,-0.09498877,85,1398
812,-1.3976626,0.32506385,0.20338464,-0.6312227,0.9561372,0.36454138,-0.034323454,0.36676514,0.38168827,-0.40176857,85,522
813,-1.3967061,0.29093292,-0.46653944,-0.42631426,-0.25167805,0.15511231,0.06363657,0.12074563,-0.07011446,-0.10544403,85,2235
814,-1.4229697,-0.17797737,-0.33849204,0.24075215,0.34602058,-0.027930051,0.18245293,-0.17469428,-0.08001,-0.045679294,85,372
815,-1.6079109,-0.42026216,-0.14089034,0.35444453,0.43576354,-0.2141093,0.2472173,-0.20570675,0.13054988,0.059621282,85,1891
816,-1.4693992,0.8879512,-0.5238715,-0.5318998,-0.2882339,-0.104633905,-0.1246527,0.08683621,0.08608617,-0.05698029,85,806
817,-1.1219419,-0.65091556,-0.16311201,1.0206987,0.6967701,-0.35781953,0.013064281,-0.1793151,0.022105427,0.18886873,85,982
818,-2.0256033,0.69947994,-0.1958058,-0.7087922,-0.33011633,0.017234389,-0.0073068296,0.09514869,-0.050235253,-0.09310574,85,608
819,-1.9385484,0.31278768,-0.22883134,-0.29164168,0.050226357,-0.03314226,0.14969002,-0.099971935,0.027028436,-0.09263561,85,1938
820,-1.8845705,0.32583696,-0.3635173,-0.30249113,0.101803534,0.115434326,0.13138728,-0.12570173,-0.05926803,-0.16498959,85,1457
821,-2.0045784,0.5972508,-0.21665783,-0.59184927,-0.21280095,0.010249126,0.040387426,0.032095913,-0.02924777,-0.096437566,85,496
822,-2.0151544,0.548497,-0.19577028,-0.53007716,-0.16426545,-0.031623077,0.08631608,0.0013733237,0.010266272,-0.09326199,85,1078
823,-1.7093526,-0.112872295,-0.3137581,0.08897558,0.32868245,-0.001953866,0.18983394,-0.16889228,0.023206303,-0.05068831,85,1088
824,-1.7714989,-0.0069248076,-0.50386626,0.06381741,0.49225754,0.19381459,0.2697042,-0.33110029,-0.060988445,-0.23347573,85,1950
825,-2.023679,0.67624736,-0.19844227,-0.6807669,-0.3022909,0.012854241,0.0075756395,0.079190984,-0.042782247,-0.09540437,85,386
826,-0.7953883,-0.6668532,-1.229642,0.7783392,1.2315217,0.57625276,-0.19134547,-0.49616966,-0.45056826,0.15256712,85,2307
827,-1.7148205,0.045449045,-0.3468031,-0.088122845,0.12670024,0.07884694,0.17307465,-0.027665308,-0.02466111,-0.12384739,85,1598
828,-1.164757,-0.80713487,0.04329995,0.35153034,0.32982227,-0.14112405,0.007718685,-0.14663325,0.046140634,0.024012376,85,434
829,-1.9718609,0.44966832,-0.31865388,-0.37972793,0.086251155,0.041515324,0.13548036,-0.17859496,-0.021814963,-0.1349873,85,541
830,-1.937441,0.15686966,-0.17795001,-0.11841219,0.16269773,-0.13050218,0.25049964,-0.1472723,0.11790188,-0.07377592,85,1293
831,-1.7725866,0.28339484,-0.26467627,-0.09135077,0.13697946,0.086624235,0.008414895,-0.09292388,-0.17848712,-0.03379818,85,1824
832,-1.5254389,-0.05692817,-0.65661645,0.03586389,0.41579396,0.3260057,0.077846415,-0.1931024,-0.16909051,-0.1404359,85,1917
833,-1.3210088,-1.3567146,-0.29412594,1.2748462,1.2808652,-0.16269557,0.58500147,-0.6256539,0.24158244,-0.078093834,85,2364
834,-1.296255,-0.21076712,-0.74347204,0.385806,0.6453429,0.3513641,0.034359444,-0.26103428,-0.2547942,-0.06467325,85,455
835,-1.7482278,0.1380364,-0.5864103,-0.025331741,0.52727973,0.20350866,0.13817823,-0.39052776,-0.11210561,-0.1281849,85,1604
836,-1.5598806,-0.42141283,-0.5022768,0.4447423,0.7256007,0.12101212,0.28566632,-0.3653614,-0.029235123,-0.11555466,85,1842
837,-1.4670926,0.040707864,-0.73930323,0.058987938,0.46902063,0.4301831,-0.02377618,-0.2115427,-0.32549083,-0.13322769,85,2461
838,-0.8061548,0.26076078,-0.5429095,0.07419309,0.1645773,0.060281675,0.45061246,-0.30797195,-0.16103122,-0.124158114,85,463
839,-1.9685974,0.3214878,-0.24201156,-0.27457625,0.089256465,-0.033654034,0.20216192,-0.13789894,0.045798477,-0.12574174,85,1456
840,-1.5179709,-0.03775401,-0.61487716,0.06648636,0.42004722,0.25569347,0.03429502,-0.17618422,-0.18378349,-0.06322968,85,1945
841,-1.6813879,0.08379608,0.033848777,-0.34445018,-0.0877223,-0.12076059,-0.08765185,-0.070719205,0.028770212,-0.03514867,85,1918
842,-1.9309272,0.32846424,-0.27765185,-0.3007501,0.057901658,0.021683019,0.16861576,-0.10119782,0.0020393645,-0.13853388,85,2222
843,-1.8115535,0.34279197,-0.4837945,-0.26123312,0.25051147,0.14342529,0.04574317,-0.23089655,-0.103797324,-0.07670236,85,861
844,-1.9819214,0.38788047,-0.22785476,-0.3488115,0.008378343,-0.03442119,0.16870062,-0.08534894,0.03753417,-0.11426811,85,1734
845,-1.7632203,-0.28072232,-0.11921757,0.24988078,0.4452297,-0.2208442,0.26176605,-0.29346606,0.17149694,0.012454159,85,1212
846,-1.7452515,-0.29099068,-0.21788824,0.28677192,0.4787099,-0.12466217,0.35913283,-0.2846402,0.1315718,-0.083286166,85,1605
847,-1.2212248,-0.49174806,-0.9641091,0.4516645,0.8166618,0.5829482,0.1699587,-0.3311443,-0.2668178,-0.26876277,85,1102
848,-1.8463455,0.049118597,-0.23713881,-0.025525494,0.27309692,-0.091326855,0.22978665,-0.21178433,0.086444095,-0.056300323,85,2416
849,-1.5827332,-0.64989334,-0.5266236,0.7060441,0.9919379,0.1215577,0.5766242,-0.57160985,0.060250055,-0.29507697,85,887
850,-1.5399805,-0.078312136,-0.57997227,0.0786623,0.43278444,0.19589892,0.07329986,-0.21095908,-0.09272217,-0.051920872,85,1916
851,-1.7673991,-0.09907494,-0.45534146,0.15615357,0.5332079,0.1264224,0.30734,-0.33466008,-0.013960524,-0.20139739,85,941
852,0.9092609,-0.19654058,-1.4521914,0.7215779,0.84923774,0.46781623,-0.41406873,-0.4771211,-0.7546329,0.6590909,85,188
853,-1.9419299,0.4230357,-0.2663514,-0.41043723,-0.046777826,0.031602886,0.10104123,-0.03974501,-0.021821855,-0.11574339,85,553
854,-2.0187893,0.4288619,-0.21350926,-0.3727794,0.013966545,-0.06397057,0.18166257,-0.11986187,0.06386824,-0.10847332,85,1808
855,-1.9639096,0.5064522,-0.27044362,-0.4920987,-0.09740652,0.04622415,0.06740246,-0.028378734,-0.041054428,-0.113916926,85,935
856,-1.8973551,0.42891476,-0.36107376,-0.38542375,0.056473713,0.09771991,0.057575215,-0.11389123,-0.08311626,-0.1025646,85,1117
857,-1.9599532,0.47436157,-0.28159285,-0.45064506,-0.049416028,0.04963221,0.09032718,-0.058560103,-0.039879575,-0.12535693,85,2261
858,-0.42852125,-0.2835691,-0.45201632,-0.22466432,-0.31538552,0.19299123,0.12630437,0.07058036,-0.21195841,-0.03308215,85,377
859,-1.8580793,0.12302094,-0.32454157,-0.084927775,0.2501123,0.018821882,0.24035919,-0.18684913,0.036728002,-0.14039537,85,1380
860,-2.0124137,0.5785956,-0.20917253,-0.56595737,-0.19095157,-0.0035823896,0.06624882,0.01680397,-0.014230824,-0.10448799,85,552
861,-0.7695812,1.197772,-0.9832388,-0.02726491,0.119078495,0.056171928,-0.9308714,0.012712748,-0.43306658,0.4302308,85,859
862,-1.5376848,-0.5793384,-0.16850628,0.47017887,0.45130658,-0.16922322,0.39660555,-0.17490694,0.15591748,-0.042505853,85,2282
863,-1.918894,0.42617673,-0.26772565,-0.4340664,-0.094676696,0.053669844,0.080970004,0.0052201706,-0.04648619,-0.12156383,85,1479
864,-1.792222,0.99743634,-0.2613995,-0.52327466,-0.23564541,-0.034361206,-0.3885166,0.10953074,-0.3306803,0.18701677,85,493
865,-1.9856117,0.49252957,-0.2656573,-0.46242693,-0.053292003,0.03199397,0.106254816,-0.071640484,-0.021621913,-0.13166119,85,2041
866,-1.9326241,0.35526022,-0.29154444,-0.32816452,0.053868197,0.043317057,0.14049761,-0.105582535,-0.020536777,-0.13505118,85,1436
867,-1.942215,0.6103434,-0.32239488,-0.6134407,-0.16906416,0.12511683,-0.0302934,0.004088049,-0.118328154,-0.10649958,85,1350
868,-1.9952302,0.6595721,-0.23387964,-0.6717806,-0.28472784,0.05696528,-0.009058945,0.07745537,-0.074286774,-0.10745027,85,730
869,-1.4267614,-0.55883694,-0.10134154,0.5087164,0.5071888,-0.37555948,0.10427473,-0.20103163,0.19702625,0.24793227,85,783
870,-1.4686399,-0.79102534,-0.4961342,0.90718323,1.0926183,-0.08987659,0.5185803,-0.54968375,0.19597825,-0.07033248,85,1354
871,-1.8469051,0.07843821,-0.16375557,-0.1045338,0.10027702,-0.104793124,0.19611712,-0.06595509,0.074681826,-0.056693003,85,1238
872,-1.1854504,0.2863226,-0.6999673,0.18208213,0.40832984,0.067053564,-0.35812852,-0.075786375,-0.3807661,0.20589037,85,437
873,-1.9694992,0.38272431,-0.2206774,-0.35673398,-0.0038144763,-0.033122342,0.14548405,-0.07917343,0.026960019,-0.10214223,85,2506
874,-2.0224593,0.8854807,0.012268328,-0.48571232,-0.60853696,0.6314442,-0.18892537,-0.11314189,0.36620846,0.37335485,85,2354
875,-1.8319962,0.17081487,-0.023081224,-0.29424518,-0.06666951,-0.16892979,0.02194128,-0.040731,0.06993676,0.010027484,85,2418
876,-1.633429,-0.5121993,-0.33356255,0.504637,0.71711797,-0.026827773,0.37936512,-0.39147687,0.09037151,-0.1200657,85,1203
877,-1.7054812,0.082807064,-0.31642586,-0.005605164,0.2880397,-0.10652282,0.08789419,-0.17836808,0.03669258,0.06166419,85,422
878,-1.2148691,-0.4662451,-0.80105925,0.4400831,0.7383946,0.35646996,0.13082704,-0.3089806,-0.1938977,-0.09465847,85,816
879,-1.7620384,-0.23747113,-0.30638576,0.29570892,0.57647496,-0.03205041,0.34467185,-0.36300972,0.066745825,-0.13875991,85,1347
880,-1.9891127,0.36937475,-0.2286926,-0.31524563,0.06493604,-0.060477126,0.18293262,-0.13778144,0.06266514,-0.09577591,85,1295
881,-1.9551933,0.5469919,-0.31176323,-0.5397591,-0.10839163,0.11177055,0.03590463,-0.03327944,-0.09177455,-0.14335594,85,1875
882,-2.0191495,0.6957994,-0.20849608,-0.7062449,-0.31998938,0.034202658,-0.011139307,0.088472545,-0.062769026,-0.1009067,85,1903
883,-2.02197,0.7237783,-0.19510268,-0.7422796,-0.36736745,0.028746316,-0.031235006,0.121995315,-0.06582248,-0.08972601,85,572
884,-1.7976248,0.21705833,-0.4449865,-0.19236861,0.21571733,0.16404098,0.1287843,-0.16507204,-0.08016515,-0.15866385,85,1190
885,-1.9699215,0.58276796,-0.27723393,-0.5838408,-0.17730114,0.08610556,0.023779947,0.01358567,-0.08101404,-0.13020693,85,1904
886,-2.0163376,0.67740136,-0.21473108,-0.6840333,-0.2949874,0.03599433,0.0004688721,0.0731381,-0.060141917,-0.106249474,85,1673
887,-2.0135505,0.64890593,-0.21773565,-0.6483376,-0.25824374,0.025597457,0.017581316,0.051327985,-0.04713375,-0.10238987,85,787
888,-1.63011,-0.870696,-0.47232097,0.99321795,1.2907978,-0.02459917,0.6644532,-0.74988914,0.1794408,-0.21031563,85,857
889,-1.6891015,-0.14535318,-0.39667305,0.13922219,0.39726588,0.082155,0.25825045,-0.20117478,-0.0040089604,-0.14185098,85,1308
890,-1.8970733,0.44727942,-0.34875488,-0.4426644,-0.035072733,0.12899756,0.051291503,-0.04422502,-0.094802395,-0.13887903,85,2523
891,-1.4925996,0.23987001,-0.30155066,-0.43814775,-0.32551542,0.10408881,0.072820224,0.17200975,-0.092286676,-0.11247641,85,1064
892,-1.8545103,0.32553592,-0.35812604,-0.29220143,0.096970044,0.08344684,0.086929396,-0.101608805,-0.06849922,-0.097056136,85,1886
893,-2.0253956,0.69484013,-0.19640471,-0.70302534,-0.32410982,0.016285291,-0.0040573645,0.09146529,-0.048588388,-0.093687624,85,2310
894,-1.9960698,0.532752,-0.23155095,-0.5153112,-0.1349557,0.010169013,0.08474571,-0.0130738355,-0.015368096,-0.11526602,85,1792
895,-1.8343956,0.4506761,-0.38665965,-0.46263257,-0.077788524,0.14800875,0.029168323,-0.0043183523,-0.090012856,-0.13515311,85,1207
896,-1.8846451,0.39546567,-0.3544877,-0.37544638,0.03273944,0.105340004,0.07469669,-0.08259256,-0.07518019,-0.12215151,85,1073
897,-0.47033608,-1.8335313,-0.59666497,1.424015,1.2788221,0.17925756,0.18786706,-0.4654833,-0.059619483,0.034149818,85,1250
898,-1.9837646,0.46289474,-0.2404064,-0.43526566,-0.056719072,-0.000124937,0.11780763,-0.055447195,0.00055902364,-0.114599235,85,1234
899,-1.9520243,0.59467345,-0.2790063,-0.608624,-0.21911943,0.092576236,-0.0007197316,0.052316204,-0.08890675,-0.11884044,85,2462
900,-1.7189491,0.3915637,-0.41956726,-0.40937486,-0.07813438,0.14520778,-0.04414323,0.052171763,-0.122739196,-0.056503493,85,838
901,-2.0193071,0.66505146,-0.21211588,-0.6670247,-0.27864134,0.026987156,0.013655145,0.061900064,-0.050166328,-0.10702336,85,2153
902,-1.4697982,-0.11179758,-0.5520637,0.16648625,0.4430935,0.08054129,0.08696894,-0.1968682,-0.024181707,-0.014075317,85,397
903,-1.7291862,-0.14630452,-0.25480685,0.15710442,0.32202378,-0.021724446,0.24538793,-0.15675531,0.053936,-0.06582601,85,763
904,-1.953226,0.5161962,-0.14087264,-0.41538242,-0.13927948,-0.0920431,0.018730752,0.03164589,-0.038478423,-0.0033509035,85,652
905,-1.9389917,0.58477503,-0.333006,-0.5492745,-0.083151184,0.08649478,-0.00811581,-0.056883574,-0.09597698,-0.07891483,85,1463
906,-1.9350239,0.3030559,-0.2674626,-0.27076113,0.095326066,0.002093544,0.17290461,-0.13234766,0.014566564,-0.124379545,85,1400
907,-2.022291,0.64427054,-0.18746482,-0.64504236,-0.2792847,-0.010382082,0.023455428,0.071192995,-0.02280725,-0.083559774,85,2059
908,-1.984099,0.5430943,-0.27509758,-0.5260901,-0.11008885,0.06746991,0.072342575,-0.038846087,-0.05559996,-0.14606975,85,2090
909,-1.9441633,0.22033145,-0.18991765,-0.18568839,0.104523934,-0.10417173,0.2262713,-0.11276449,0.09362813,-0.081174955,85,2196
910,-1.3346453,-0.07320087,-0.047773845,-0.27995288,-0.13923371,-0.044273566,0.11632001,-0.07894809,-0.08791128,-0.042743985,85,1753
911,-2.0004067,0.6960243,-0.22639742,-0.7128217,-0.32373258,0.05409221,-0.033239,0.09838225,-0.07989062,-0.09375594,85,1418
912,-1.8213089,-0.13552576,-0.15379462,0.13945729,0.307182,-0.18424264,0.3263035,-0.17740303,0.16335493,-0.044627998,85,916
913,-1.9422356,0.42455766,-0.28594914,-0.40900373,-0.033516094,0.060228687,0.11532464,-0.051971104,-0.037115723,-0.14819086,85,905
914,-2.0025907,0.6751004,-0.22715221,-0.6719946,-0.27499622,0.03290593,-0.014008447,0.064463295,-0.066424526,-0.08412277,85,1424
915,-1.9181399,0.5396851,-0.32024086,-0.5521324,-0.15433118,0.124442026,0.009079261,0.022246836,-0.101362854,-0.1311648,85,1187
916,-2.030976,0.5887282,-0.20343839,-0.56400394,-0.17367561,-0.023130774,0.08347018,-0.010231472,0.006576625,-0.10286083,85,485
917,-1.6195431,0.36619085,-0.2690614,-0.15996793,-0.013427055,-0.1659434,-0.107261054,0.07185414,-0.0682974,0.12537812,85,1786
918,-1.6859322,0.44255248,-0.57319796,-0.4046242,0.07287046,0.22738996,-0.08464422,-0.08382066,-0.14887573,-0.06395552,85,795
919,-1.6356921,0.89160895,-0.4384482,-0.5025573,-0.20389394,-0.10133769,-0.22287168,0.06872374,-0.044074476,0.005806625,85,294
920,-1.946386,0.5160453,-0.26030555,-0.52551275,-0.16675916,0.061715104,0.047382586,0.033654727,-0.060208127,-0.121344015,85,1658
921,-1.7983841,0.37525368,-0.45806834,-0.34196568,0.09938365,0.202347,0.015132596,-0.10347196,-0.15872167,-0.12381262,85,1852
922,-2.0100315,0.6767873,-0.22451964,-0.6837897,-0.28826767,0.043814596,-0.0055882446,0.06839635,-0.06530965,-0.10409216,85,336
923,-1.9721168,0.45362306,-0.29916248,-0.40844354,0.028661447,0.044971142,0.12381684,-0.1288992,-0.023156077,-0.13578981,85,1333
924,-1.8435853,0.43175352,-0.40312845,-0.30276203,0.14392833,0.08457796,0.024008693,-0.1484058,-0.12608655,-0.072395094,85,965
925,-1.2801255,-0.19713049,0.24815618,-0.36608872,0.031733215,-0.08155465,-0.1837321,-0.2307661,-0.049273133,-0.08511474,85,694
926,-2.026631,0.6592289,-0.19240305,-0.65856475,-0.2828313,-0.003474108,0.021492915,0.06660701,-0.027143592,-0.08959096,85,209
927,-2.0013611,0.6641098,-0.23707964,-0.6718669,-0.27190742,0.058779288,-0.0067275707,0.061079342,-0.07573993,-0.10999727,85,825
928,-1.9738114,0.75354445,-0.2338268,-0.7223633,-0.32820886,0.025962554,-0.098833665,0.11226959,-0.11396059,-0.028575866,85,1157
929,-2.025314,0.71629286,-0.19347385,-0.73062396,-0.3542328,0.021493498,-0.020729337,0.111231215,-0.05742785,-0.09052242,85,1521
930,-2.0013156,0.676114,-0.22723441,-0.68945557,-0.30196244,0.052939907,-0.015883785,0.0852997,-0.074391186,-0.10355784,85,566
931,-2.0198326,0.66123945,-0.2115229,-0.6618537,-0.2737103,0.023818502,0.017453361,0.058553547,-0.04653039,-0.10645526,85,602
932,-1.936889,0.30647656,-0.114395395,-0.32926965,-0.071602374,-0.12928618,0.115616,-0.015424098,0.07039843,-0.03251825,85,2045
933,-1.8984956,0.62620574,-0.27349988,-0.4379061,-0.06518834,0.011854378,-0.0670075,-0.020162342,-0.16779135,-7.2881645e-05,85,680
934,-2.0166059,0.6047055,-0.22024514,-0.5914986,-0.19887115,0.012516784,0.056757435,0.011619565,-0.025916167,-0.11290026,85,2309
935,-1.7891507,0.54952204,-0.42150846,-0.5331271,-0.12972128,0.12151613,-0.06824107,0.031770676,-0.0909796,-0.053835783,85,1929
936,-1.9532458,0.6077291,-0.27012134,-0.6256288,-0.24519372,0.08594898,-0.007958961,0.071133405,-0.08629556,-0.11316911,85,1933
937,-1.8846707,0.38233453,-0.18822926,-0.4092381,-0.11765142,-0.05216402,0.011434669,0.029519148,-0.012488472,0.0024159714,85,654
938,-1.5646071,-0.15938614,-0.37065423,0.050471544,0.24695984,0.110441625,0.17173572,-0.113783315,-0.058058683,-0.11625953,85,1494
939,-1.9334667,0.55069387,-0.3302972,-0.49638668,-0.03507093,0.05615417,0.011093516,-0.08198099,-0.07443798,-0.060701072,85,1640
940,-1.9274385,0.27085587,-0.33713546,-0.21277449,0.20587033,0.05984961,0.21174774,-0.21126136,-0.007045927,-0.17488122,85,1709
941,-2.0168805,0.5856821,-0.21699299,-0.5685766,-0.17928419,0.00215136,0.069254406,0.0009104395,-0.015684726,-0.11044199,85,2013
942,-1.933777,0.42449343,-0.14521351,-0.46272293,-0.21216796,-0.06341975,0.0627672,0.09059982,0.010954594,-0.049223322,85,2161
943,-2.000273,0.5291524,-0.2088696,-0.5147183,-0.15444,-0.013541335,0.08710241,0.0052381996,-0.002066314,-0.102759294,85,1873
944,-2.0241086,0.7267205,-0.19163176,-0.7451336,-0.37186164,0.02472947,-0.030877395,0.12438678,-0.063046716,-0.08812653,85,1937
945,-1.7419189,-0.20629685,-0.11766041,0.14082997,0.25923958,-0.17364684,0.24636102,-0.12990095,0.124044046,-0.017143287,85,424
946,-1.7890463,-0.025065817,-0.11936654,-0.038331248,0.09811395,-0.14876388,0.2200693,-0.05253027,0.098776884,-0.035527915,85,1370
947,-1.7468829,0.088498384,-0.236272,-0.16521241,0.0010043663,0.005986514,0.16537666,0.02604742,-0.0044917213,-0.10360755,85,2424
948,-1.8280226,0.653697,-0.4172224,-0.5663277,-0.08475569,0.0996341,-0.15130378,-0.017812101,-0.16843219,0.022584625,85,1076
949,-1.920406,0.71019596,-0.30307484,-0.60934436,-0.17298457,0.03280919,-0.10784595,0.019413913,-0.14460953,-0.0028890313,85,404
950,0.08663036,-0.5375587,-0.38889563,-0.23343217,-0.44973877,0.22398488,0.024022577,0.13603912,-0.25446376,-0.007928925,85,1745
951,-1.9131827,0.30293486,-0.37052056,-0.24797738,0.20602039,0.095778525,0.16605411,-0.22003525,-0.04023692,-0.16218576,85,1439
952,-2.0189874,0.7381309,-0.18361494,-0.72238195,-0.36336625,0.030361641,-0.041328654,0.11993708,-0.08300651,-0.080401175,85,476
953,-2.027862,0.6657486,-0.20070593,-0.6635079,-0.27784896,0.007168202,0.0224001,0.05813817,-0.033583775,-0.099022426,85,1335
954,-1.1788982,0.8140256,-0.6811648,-0.54397786,-0.30471054,-0.008998021,-0.14083537,0.10279469,0.0104048,0.026884353,85,303
