,PCA01 (39.03),PCA02 (26.82),PCA03 (7.41),PCA04 (7.29),PCA05 (3.99),PCA06 (3.10),PCA07 (2.82),PCA08 (1.64),PCA09 (1.47),PCA10 (1.16),gene_ID,ndimage_ID
62,-1.6516944,-0.58905953,-0.3305282,0.61848944,0.80021876,-0.07444075,0.45232627,-0.41171697,0.14407733,-0.108237624,85,662
63,-2.0127444,0.1982402,-0.27153444,-0.07563694,0.36200243,-0.08579151,0.36130875,-0.3584991,0.1367382,-0.16774972,85,1802
64,-0.74365354,-0.86263776,-1.0634701,0.67562044,0.81367147,0.6063249,0.049901277,-0.19177732,-0.33516398,-0.08859932,85,931
65,-0.93198687,1.3755565,-0.95278436,-0.19917518,0.2711117,-0.18488802,-1.2087175,0.011058742,-0.71403635,0.84548193,85,512
66,-0.8160412,-1.5937445,-0.7029538,1.3507625,1.2129723,0.29259458,0.41448382,-0.37343577,-0.0803549,-0.13496222,85,2119
67,-1.2900362,-0.9434191,-0.7224034,0.9586848,1.1505921,0.26028442,0.46393168,-0.49653465,-0.03818978,-0.20506041,85,2323
68,-1.18855,-1.1522124,-0.42223302,1.0679672,1.063482,0.054779645,0.31819418,-0.439306,0.004848322,-0.027382985,85,1155
69,-1.9654964,0.5464531,-0.24905051,-0.54955125,-0.17898378,0.047000363,0.039500825,0.030921439,-0.05409585,-0.1091424,85,1667
70,-1.8242971,-0.34270152,-0.37216806,0.4748717,0.8340819,-0.07298321,0.5173393,-0.5458401,0.17689747,-0.16886246,85,516
71,-1.0545756,-1.8598729,-0.681885,2.032687,2.0519166,-0.023914149,0.7839246,-0.94063115,0.14830272,-0.104357265,85,2135
72,-1.704641,-0.5463072,-0.3089051,0.5988979,0.8162219,-0.10781314,0.4776211,-0.45881876,0.17201392,-0.11131311,85,256
73,-0.63991404,-1.9541343,-0.633419,1.582078,1.5812613,0.32190916,0.39637277,-0.6969162,-0.06942055,-0.23641953,85,1890
74,-1.1607832,1.3740692,-0.7377743,-0.24276762,0.17636484,-0.22950684,-1.0840662,0.035553336,-0.70603305,0.7378206,85,1643
75,-1.9535397,0.2883875,-0.30760536,-0.22609176,0.18022545,0.029895628,0.23068878,-0.20043083,0.017928025,-0.17781812,85,550
76,-1.7489805,-0.23823492,-0.36616468,0.2819513,0.5785339,0.007958267,0.3541716,-0.3470217,0.06572581,-0.14298208,85,1031
77,-1.7362792,-1.0417435,-0.15750796,1.2461393,1.3329047,-0.509514,0.821832,-0.7280859,0.51266927,0.039324664,85,1624
78,-2.0017116,0.22909498,-0.21434008,-0.13853735,0.2266818,-0.1250373,0.30164245,-0.23478693,0.14005968,-0.10830185,85,1970
79,-1.6985974,-0.6873157,-0.58693594,0.8590366,1.2943035,0.107301004,0.6793485,-0.8098038,0.115538016,-0.3286983,85,743
80,-2.0001884,0.44128644,-0.28866494,-0.38336575,0.06383161,0.033902165,0.1711063,-0.16912289,-0.0024340362,-0.1689423,85,1475
81,-1.6051242,-0.7326542,-0.65621144,0.87569475,1.293524,0.18199185,0.60678774,-0.7573336,0.04849817,-0.29727116,85,2433
82,-1.870466,-0.40857697,-0.4125913,0.6107122,1.0485836,-0.09002785,0.64054465,-0.7228876,0.22618406,-0.21878695,85,1682
83,-1.0618962,-0.82828885,-0.09076146,0.40986896,0.1654438,-0.13650121,0.10046082,0.04859715,0.03435712,0.11392724,85,1225
84,-1.9376149,0.18153101,-0.21714374,-0.13472304,0.18343681,-0.08972707,0.24034937,-0.16936709,0.092481375,-0.08941138,85,1800
85,-1.3689641,-0.15027067,-0.48725286,0.05698184,0.32262695,0.19580793,-0.13106257,-0.13092177,-0.1989978,0.044612132,85,1998
86,-1.8882571,-0.12771033,-0.31553608,0.23671724,0.59254014,-0.06955832,0.43519413,-0.4162787,0.14300966,-0.17009498,85,1480
87,-1.4127827,-1.2420467,-0.30299237,1.3633946,1.3365136,-0.24788684,0.62455887,-0.6064089,0.23580524,-0.010384167,85,326
88,-1.5314271,-0.13076754,-0.4526792,0.02841363,0.33888146,0.17612499,0.016827142,-0.18515949,-0.11235034,-0.059080046,85,1245
89,-0.49770772,-0.23354523,-1.3194956,0.32125747,0.66082996,0.533636,-0.47526413,-0.13460606,-0.46423066,0.32197738,85,1237
90,-1.1510164,-1.5914893,-0.6710209,1.6114911,1.7582691,0.06742967,0.61182,-0.8513708,0.13091393,-0.073447786,85,2150
91,-1.7789154,-0.6565619,-0.22782372,0.77180177,0.9381173,-0.26726648,0.65850115,-0.53380555,0.32566702,-0.10741522,85,845
92,-1.5109845,-0.21016994,-0.4285451,0.09489251,0.21031886,0.16909868,0.18523505,-0.0029187454,-0.07288597,-0.15366113,85,800
93,-1.7062155,-0.27685654,-0.2611723,0.25940612,0.416452,-0.07413641,0.30903557,-0.18975286,0.09462111,-0.06888188,85,1777
94,-1.6277246,-0.44447765,-0.51287204,0.48105055,0.819549,0.1512796,0.37537315,-0.46796796,-0.010054365,-0.20793948,85,1214
95,-1.3362999,-1.5914228,-0.4969056,1.6530672,1.7779926,-0.087275535,0.7950108,-0.9262184,0.2562875,-0.14609802,85,482
96,-0.49126375,0.16620521,-0.7358295,-0.21092823,0.14045162,0.16170678,-0.65235704,-0.091125734,-0.5186286,0.47541955,85,1714
97,-1.8955866,-0.35984686,-0.26933125,0.5150884,0.8410216,-0.20369868,0.5853831,-0.56808215,0.27484605,-0.14001252,85,503
98,-0.20282581,-2.183828,-0.91420066,1.8034873,1.5612605,0.35678452,0.2787766,-0.48661363,-0.121016584,0.036771398,85,560
99,-1.3667359,-0.78412735,-0.551203,0.73419017,0.8966231,0.1602328,0.37750167,-0.39717844,-0.024254948,-0.14602095,85,811
100,-1.7363021,-1.1009398,-0.48448727,1.3962055,1.7718887,-0.20757778,0.9765355,-1.0913334,0.40302807,-0.22099452,85,2226
101,-2.0277185,0.560368,-0.20363681,-0.5315421,-0.14460708,-0.030683469,0.09838343,-0.025241293,0.015769422,-0.102241285,85,1611
102,-1.9589016,0.39240474,-0.30869102,-0.34689882,0.080677554,0.05369612,0.15363361,-0.15183705,-0.019715453,-0.1550881,85,2265
103,-1.30348,-0.62627137,-0.4643796,0.46205893,0.6215061,0.15804656,0.15734625,-0.274601,-0.075717375,-0.08122438,85,665
104,-1.9809445,0.25202757,-0.23878309,-0.17881286,0.1926973,-0.07234472,0.26437217,-0.20911863,0.09236322,-0.12636204,85,2182
105,-1.905863,0.10011234,-0.344139,-0.01902803,0.3966341,0.018049557,0.291982,-0.3241306,0.046949483,-0.16648982,85,971
106,-1.5023313,-0.87900877,0.19437595,0.6543839,0.38011268,-0.5133755,0.31013507,-0.06050228,0.33168584,0.18821579,85,2275
107,-1.9943169,0.46929616,-0.28287855,-0.4239107,0.0088562025,0.040590886,0.14521408,-0.1260848,-0.014071214,-0.16260368,85,1728
108,-1.5511194,-0.5499985,-0.3077868,0.48617473,0.57298577,-0.034499124,0.33506957,-0.2280496,0.07297452,-0.07117521,85,511
109,-1.6384279,-0.56140345,-0.06942498,0.47715154,0.45243725,-0.27513206,0.36258903,-0.17352837,0.2115242,0.026488766,85,1630
110,-1.4196973,-0.31465098,-0.7428243,0.3571707,0.7326112,0.34947363,0.16194247,-0.34563336,-0.19518459,-0.15016925,85,715
111,0.16701807,-1.5089477,-1.2130412,1.106644,1.091022,0.62158144,-0.4278811,-0.22417815,-0.4583586,0.2517663,85,1425
112,-1.4875761,-0.15722124,-0.50612086,0.06690026,0.32072964,0.19955127,0.06751818,-0.1235608,-0.11648848,-0.06591528,85,1254
113,-1.1381086,-0.58341646,-0.80637884,0.49433526,0.83359784,0.36222273,-0.062061857,-0.3466334,-0.24332723,0.079726376,85,490
114,-1.5459555,-0.20090988,-0.7789332,0.25823274,0.78400743,0.40782928,0.18408644,-0.45933765,-0.195344,-0.21871208,85,1493
115,-1.3112713,-0.28016266,-0.8121079,0.21980767,0.5558809,0.45086187,0.07386664,-0.20551702,-0.2314002,-0.15793213,85,1113
116,-1.7490969,-0.14783682,-0.4659061,0.20561942,0.56405175,0.1262411,0.3426287,-0.34362793,0.0039007394,-0.22016467,85,1129
117,-1.5248617,0.23260267,-0.73683465,-0.23126279,0.2892938,0.39270464,-0.1324257,-0.16348471,-0.28184912,-0.043378804,85,1353
118,-1.4594659,-0.76203066,-0.52410614,0.76679426,0.9568291,0.09579784,0.43877605,-0.4494809,0.043358736,-0.13967834,85,306
119,-0.16240652,0.48623797,-1.675358,-0.07227322,0.37361884,0.44281143,-0.89757884,0.027525857,-0.44788837,0.55386615,85,938
120,-1.2150326,-1.7790483,-0.2388194,1.7014374,1.5062351,-0.32144603,0.7034763,-0.63629156,0.3671282,0.045089208,85,681
121,-1.2841109,-0.470043,-0.816731,0.46810222,0.8006124,0.3706598,0.13651727,-0.32766998,-0.1816067,-0.09382716,85,272
122,-1.1713711,-0.53592676,-0.68014324,0.4154667,0.6365278,0.28964454,0.038633924,-0.23363796,-0.20906553,0.014909014,85,1267
123,-1.8610151,-0.4082415,-0.38473,0.5840419,0.99802023,-0.094046414,0.6064411,-0.6870021,0.21663234,-0.20587397,85,947
124,-0.3350665,-0.2621007,-0.97500366,0.030140318,0.29542136,0.38789874,-0.6372307,-0.040926527,-0.46842366,0.4097731,85,1305
125,-1.8596133,-0.07322971,-0.2458697,0.13174756,0.40319726,-0.116366304,0.33417416,-0.25914875,0.13743459,-0.08151149,85,2036
126,-0.069208115,-0.11044112,-1.7650268,0.31961706,0.7547212,0.7170745,-0.8071849,-0.10182028,-0.6151308,0.45694584,85,502
127,-1.1628623,1.2912637,-0.76434016,-0.30151397,0.092967175,-0.21311963,-0.9538489,0.059858475,-0.5193892,0.601221,85,1655
128,-1.4211296,-0.55976754,-0.7001853,0.5879657,0.9000431,0.28649843,0.31317556,-0.42005774,-0.10630737,-0.18143068,85,1576
129,-1.9794428,0.38316852,-0.294285,-0.3260883,0.101109914,0.03129253,0.18712272,-0.17241703,0.0045346767,-0.1658848,85,706
130,-1.6310482,-0.6136815,-0.5073225,0.6991814,0.97581685,0.075546995,0.5475276,-0.5248126,0.09284114,-0.23486277,85,946
131,-1.9188877,-0.2685117,-0.458024,0.47711846,0.9989684,0.0053005386,0.626914,-0.7461723,0.16121802,-0.31197697,85,1578
132,-1.9571639,0.4217981,-0.18147326,-0.42587945,-0.12039101,-0.050290387,0.09555184,0.012073556,0.017339878,-0.06978585,85,661
133,-1.538278,-1.0329047,-0.5188139,1.1310354,1.3815825,0.021833407,0.69069403,-0.75573117,0.17069729,-0.24390739,85,1976
134,-1.6996895,-0.4158695,-0.3339677,0.4491377,0.6655416,-0.05297482,0.39743942,-0.34957924,0.12085735,-0.10601849,85,224
135,-0.83516705,-1.1822516,-1.1359502,1.111634,1.3508477,0.608894,0.2892777,-0.5264014,-0.25352144,-0.19420287,85,2360
136,-1.9441158,0.33264634,-0.2766538,-0.2981607,0.07394917,0.02116964,0.17219865,-0.1190675,0.0027581542,-0.14330344,85,1625
137,-1.768077,-0.35628343,-0.45845246,0.46829465,0.8479248,0.05601315,0.4947304,-0.5381113,0.08313557,-0.23918657,85,2438
138,-1.3090174,1.4611773,-0.38692513,-0.12390846,-0.1534828,-0.21861298,-0.76844525,0.14652376,-0.542252,0.27500838,85,1349
139,-1.3556107,-0.9958111,-0.6523617,1.0314846,1.2743027,0.1913435,0.50580144,-0.6314131,-0.013629332,-0.1953065,85,1258
140,-1.2346429,-0.7622125,-0.7638727,0.6981521,0.925122,0.37080917,0.2713537,-0.37174332,-0.15556689,-0.17377916,85,978
141,-1.9398843,-0.130146,-0.17841186,0.24247928,0.51535106,-0.24466567,0.4578254,-0.3589897,0.25881034,-0.071578704,85,1133
142,-1.2526399,-0.010583245,-0.70650667,-0.06064299,0.17647663,0.29499412,-0.028955938,-0.0018762948,-0.17275272,-0.03224487,85,1403
143,-1.9032986,0.32109725,-0.37470698,-0.2771374,0.16163655,0.11256452,0.15450574,-0.18200566,-0.05211511,-0.17290202,85,398
144,-1.7108508,-0.5695315,-0.1917766,0.73007685,0.8381502,-0.27463767,0.4819405,-0.43255007,0.21379913,-0.006287501,85,344
145,-1.633043,-1.0594184,-0.24531832,1.1645361,1.2480973,-0.32039672,0.7289866,-0.6512123,0.37399426,-0.039234072,85,1150
146,-1.513988,-0.2754489,-0.24479903,0.09531517,0.13432248,0.027072527,0.1717706,0.008795048,-0.029944826,-0.08130715,85,1090
147,-1.3077478,-1.4126587,-0.450715,1.4236282,1.5174825,-0.10825659,0.62844807,-0.7557376,0.2297915,-0.058401044,85,1038
148,-1.6264719,-0.48168173,-0.42467004,0.50102365,0.7664408,0.049179368,0.36561134,-0.41235578,0.046026785,-0.13287142,85,498
149,-1.7690811,-0.14660738,-0.4059425,0.19370738,0.51867056,0.079659306,0.33776158,-0.31188616,0.017392365,-0.1954599,85,1264
150,-1.7470055,-0.4292009,-0.2917294,0.48056015,0.7280792,-0.10373575,0.42842934,-0.43024096,0.15493403,-0.10483273,85,1495
151,-1.44305,-0.6362884,-0.27109098,0.59814197,0.6103491,-0.06435808,0.2810152,-0.22931229,0.009367295,-0.021465983,85,1736
152,-1.6456625,-0.7443451,-0.28470236,0.785764,0.9184842,-0.15398872,0.5564993,-0.47740403,0.21089305,-0.10302802,85,1497
153,-1.8834468,-0.016583778,-0.3684603,0.11824011,0.51702034,0.014810495,0.37228918,-0.37737328,0.069894455,-0.19522364,85,2050
154,-1.533259,-0.39582807,-0.54238474,0.39082605,0.6744026,0.17301105,0.2627416,-0.3270245,-0.04728286,-0.13013609,85,475
155,-1.7251104,-0.30854374,-0.4629276,0.37944034,0.7096624,0.095985495,0.41470355,-0.40966684,0.036693376,-0.22039914,85,1140
156,-1.7959394,-0.031295612,-0.2093166,0.08664284,0.33656406,-0.19651979,0.18797588,-0.20486878,0.13087848,0.07147765,85,1731
157,-1.641209,-0.16760525,-0.2514882,0.066049695,0.18696868,0.002004345,0.20281935,-0.05188678,0.0016511722,-0.08863316,85,639
158,-1.8461754,-0.17782031,-0.2809834,0.25769994,0.5612512,-0.10725165,0.3910686,-0.36834598,0.15134965,-0.10543032,85,2011
159,-1.7969685,-0.19603156,-0.45542848,0.30103958,0.7112507,0.07803907,0.41612282,-0.4740421,0.044744745,-0.22442971,85,1168
160,-1.6894312,-0.86418146,-0.35933283,1.0794152,1.3159956,-0.24727932,0.7148266,-0.7490567,0.3117426,-0.08093968,85,2279
161,-1.8552247,-0.34249413,-0.25310177,0.455876,0.7288889,-0.18699327,0.51799315,-0.464441,0.23764487,-0.11181872,85,985
162,-1.8130758,-0.33869448,-0.24393082,0.41252464,0.64139247,-0.1650754,0.46418726,-0.38340724,0.20380905,-0.098424755,85,852
163,-1.7405117,-0.22958335,-0.0074500083,0.13376406,0.14336552,-0.28423318,0.23446852,-0.023541402,0.18073244,0.057139408,85,574
164,-1.5945219,-0.22548984,-0.6060627,0.2685944,0.6583861,0.2698889,0.22660306,-0.3600167,-0.13229665,-0.19124834,85,1131
165,-1.7366915,-0.44744623,-0.47603247,0.5611129,0.92265207,0.062078673,0.52548194,-0.56247795,0.08789944,-0.24691875,85,2106
166,-1.9098467,0.36567175,-0.32498184,-0.3320429,0.07318355,0.061114807,0.10807204,-0.114361644,-0.04133337,-0.1096921,85,1995
167,-1.8855257,-0.17945825,-0.3225187,0.3121279,0.6661102,-0.09009261,0.4774544,-0.45568246,0.16438183,-0.16843344,85,1545
168,-1.3736645,-0.60836685,-0.41193938,0.4666355,0.5858747,0.09420791,0.18313564,-0.22800595,-0.022058573,-0.060707558,85,582
169,-1.9132788,0.31020248,-0.327867,-0.26547378,0.13185151,0.054186177,0.16516803,-0.1490774,-0.016665295,-0.14197123,85,713
170,-0.2760854,-0.54804003,-1.7984321,0.47617608,1.0763425,1.0582267,-0.49703997,-0.3741754,-0.6673356,0.14600927,85,1543
171,-1.9518056,0.47725478,-0.31759956,-0.45532873,-0.026366817,0.09841085,0.086503565,-0.08139145,-0.06832614,-0.15693715,85,711
172,-0.980936,-1.7109965,-0.82064503,1.6548675,1.700146,0.3045286,0.65509236,-0.716891,-0.010822966,-0.24581847,85,632
173,-0.61542356,0.040146805,-1.11439,-0.0834518,0.073186114,0.4285136,-0.35806862,0.18117122,-0.29946744,0.16685101,85,1098
174,-1.9301356,0.21189827,-0.24056944,-0.17162032,0.15447035,-0.048339278,0.22568484,-0.14926834,0.061712418,-0.11387474,85,1272
175,-1.8722111,-0.092441246,-0.22470053,0.15035352,0.42413655,-0.13321224,0.34898433,-0.2855731,0.14972211,-0.08851465,85,2312
176,-1.6752473,-0.036950774,-0.6055713,0.06209522,0.5034605,0.3150008,0.20530479,-0.30865487,-0.14517814,-0.25288963,85,1780
177,-1.4009577,-0.33176038,-0.8405073,0.34994927,0.8460822,0.4616059,0.111690454,-0.45295298,-0.26464143,-0.16293094,85,2096
178,-1.7554525,0.4989987,-0.50823754,-0.46652934,0.00888926,0.2306757,-0.10613509,-0.05805293,-0.17392647,-0.04772666,85,293
179,-0.9394744,-0.9565361,-0.66971993,0.7167463,0.64771444,0.29190975,0.3077181,-0.14949563,-0.10086467,-0.13923587,85,993
180,-1.7198209,-0.32101867,-0.53160787,0.4100298,0.8040788,0.16384785,0.4379017,-0.49101025,0.004257231,-0.27430657,85,1239
181,-1.4656035,-0.76502496,-0.23508906,0.7101722,0.65799624,-0.14251629,0.38028434,-0.2175755,0.12770464,-0.003509976,85,583
182,-1.6934682,-0.5781561,-0.36323234,0.652961,0.86527616,-0.068936795,0.5403245,-0.46566445,0.17427152,-0.16563457,85,1969
183,-1.4573345,-0.07480706,-0.4676302,-0.04588165,0.1274336,0.23992789,0.05320025,-0.002666418,-0.15052834,-0.09983505,85,1048
184,-0.21173882,-1.3735034,-1.6107894,1.4217125,1.7058165,0.7651436,-0.09181676,-0.5727194,-0.48325065,0.11657289,85,1537
185,-1.2487236,0.27773008,-0.6238294,0.056236263,0.18185157,0.22044137,-0.19084801,-0.019068418,-0.3271803,-0.052856985,85,626
186,-1.8440464,0.050690442,-0.40399465,0.009290582,0.41412482,0.1019969,0.28099132,-0.3060378,-0.011775427,-0.20669839,85,1275
187,-1.2102995,-0.040072504,-0.59357107,-0.15285628,-0.056070115,0.27184072,-0.060216382,0.16960184,-0.1675767,-0.040249504,85,951
188,-1.1571819,-1.9780388,-0.19207515,1.8870907,1.5156032,-0.39247072,0.8366678,-0.54606694,0.42876163,0.049194377,85,615
