,UMAP01,UMAP02,gene_ID,ndimage_ID
0,14.692063,6.03383,85,742
1,14.2723255,10.3215275,85,842
2,16.079206,9.845908,85,2052
3,13.40702,9.13244,85,1145
4,13.915629,10.207459,85,896
5,15.057967,11.195823,85,2152
6,13.005149,4.6871624,85,558
7,14.756134,10.955489,85,751
8,14.602349,9.254672,85,746
9,14.096017,10.428277,85,236
10,16.058064,6.16135,85,810
11,15.047396,11.427624,85,1526
12,15.585186,11.075362,85,2064
13,14.189933,9.2437,85,1980
14,13.758601,9.094438,85,1775
15,15.471328,9.287904,85,302
16,15.199511,7.137671,85,1645
17,16.267233,9.646032,85,1323
18,15.055308,9.459596,85,2156
19,15.714493,7.316472,85,2308
20,14.509839,7.3759656,85,618
21,15.599302,7.3102946,85,325
22,15.168179,7.0970325,85,2108
23,15.534351,10.855055,85,1964
24,14.814742,10.311408,85,611
25,14.7630415,4.3915553,85,1641
26,15.532344,10.013978,85,2056
27,15.782027,7.5189285,85,598
28,16.056364,8.287422,85,813
29,14.822649,9.720741,85,1862
30,15.860172,7.9957895,85,1060
31,15.968711,7.5752335,85,1614
32,13.549545,10.175856,85,797
33,13.881489,8.142181,85,1394
34,14.567496,7.6609097,85,954
35,15.256424,7.773763,85,227
36,15.940412,9.702207,85,1021
37,14.208008,10.115056,85,1434
38,16.24627,9.424129,85,671
39,15.749206,10.8155775,85,1796
40,15.649083,8.983357,85,1859
41,15.419084,9.798522,85,387
42,15.175968,9.309781,85,1827
43,15.527782,10.793379,85,2010
44,14.147838,5.8822813,85,1146
45,14.119574,10.678994,85,1722
46,15.8411875,10.637776,85,2037
47,13.913802,4.952025,85,1880
48,14.517863,6.167808,85,1587
49,15.530279,9.109936,85,2146
50,16.305365,9.083605,85,1193
51,11.978922,6.418169,85,1159
52,14.703732,9.688834,85,1041
53,16.219273,8.973755,85,1751
54,15.3834505,11.291425,85,556
55,14.990027,10.294817,85,1619
56,15.741661,8.478578,85,1379
57,15.22192,6.595599,85,1708
58,15.83056,7.5468373,85,1065
59,16.166979,9.338227,85,1027
60,11.307191,7.5030727,85,1303
61,16.115248,10.017825,85,750
62,15.719306,9.652319,85,662
63,15.9863205,6.3198957,85,1802
