ndimage_cellID,x0,x1,y0,y1,length,height,total_area,nuclei_area,cyto_area,c2t_area_ratio,orig_comX,orig_comY,ndimage_comX,ndimage_comY,orig_cellID
188,8835,8982,5385,5540,147,155,12347,4470,7877,0.6379687373451041,8896.85,5474.95,8893.68,5474.74,187
189,7411,7538,5395,5470,127,75,5779,627,5152,0.8915037203668454,7477.91,5430.32,7475.13,5430.56,188
190,7683,7757,5401,5455,74,54,2930,0,2930,1.0,7724.39,5429.9,7721.01,5429.97,190
191,8091,8292,5401,5508,201,107,15845,0,15845,1.0,8191.15,5462.03,8187.97,5462.57,189
192,7141,7242,5405,5499,101,94,5355,0,5355,1.0,7189.85,5455.67,7186.94,5455.6,191
193,7320,7390,5419,5480,70,61,2796,0,2796,1.0,7358.78,5450.45,7355.48,5450.32,192
194,7363,7448,5420,5512,85,92,4096,0,4096,1.0,7407.44,5464.61,7404.13,5465.06,193
195,7535,7589,5421,5458,54,37,1302,156,1146,0.880184331797235,7567.01,5439.82,7563.4,5439.64,196
196,7966,8099,5421,5590,133,169,13411,0,13411,1.0,8039.52,5490.36,8036.06,5491.12,194
197,7221,7322,5425,5520,101,95,5870,0,5870,1.0,7274.98,5472.2,7271.64,5472.25,195
198,7038,7142,5429,5505,104,76,4336,0,4336,1.0,7088.17,5468.92,7085.41,5468.68,197
199,8501,8752,5430,5808,251,378,40479,50,40429,0.9987647916203464,8637.89,5625.52,8634.57,5625.35,198
200,7518,7561,5433,5472,43,39,1009,0,1009,1.0,7539.35,5452.71,7536.47,5453.41,199
201,10503,10718,5439,5911,215,472,51466,0,51466,1.0,10637.13,5618.85,10633.77,5619.42,200
202,7623,7697,5441,5488,74,47,2139,0,2139,1.0,7664.14,5464.61,7661.11,5464.73,201
203,1948,2224,5446,5877,276,431,39652,0,39652,1.0,2083.34,5613.48,2079.74,5614.83,202
204,7505,7847,5451,5745,342,294,59951,1275,58676,0.9787326316491801,7679.35,5569.56,7676.03,5569.73,203
205,7475,7552,5456,5521,77,65,3140,698,2442,0.7777070063694268,7518.7,5488.18,7515.78,5488.5,204
206,2795,2872,5461,5515,77,54,2339,0,2339,1.0,2836.91,5486.11,2834.0,5486.25,205
207,6647,6785,5464,5635,138,171,13726,0,13726,1.0,6721.92,5551.92,6718.63,5552.1,206
208,7430,7494,5465,5520,64,55,2409,385,2024,0.8401826484018264,7464.62,5493.09,7461.29,5493.05,207
209,4111,4249,5469,5607,138,138,9880,0,9880,1.0,4192.19,5534.29,4188.7,5534.24,208
210,8300,8547,5471,5622,247,151,26197,0,26197,1.0,8430.9,5539.7,8427.86,5540.17,209
211,7087,7169,5475,5545,82,70,3913,0,3913,1.0,7130.5,5508.76,7127.51,5508.77,210
212,7298,7369,5475,5525,71,50,2581,0,2581,1.0,7338.44,5498.09,7335.0,5498.61,211
213,7825,7997,5476,5690,172,214,25855,0,25855,1.0,7906.32,5575.06,7902.75,5575.62,212
214,8798,8889,5480,5575,91,95,4571,0,4571,1.0,8843.85,5532.83,8841.02,5533.43,214
215,6918,7027,5481,5550,109,69,4898,0,4898,1.0,6972.17,5510.76,6968.86,5510.9,213
216,7155,7240,5484,5555,85,71,4115,0,4115,1.0,7202.67,5520.73,7199.53,5520.99,215
217,7000,7104,5486,5567,104,81,4769,0,4769,1.0,7057.47,5529.52,7053.76,5529.12,216
218,7381,7434,5486,5533,53,47,1647,0,1647,1.0,7409.87,5509.73,7406.72,5509.85,217
219,7225,7327,5501,5586,102,85,5384,0,5384,1.0,7277.67,5543.61,7274.3,5543.9,218
220,8008,8330,5501,5722,322,221,41319,0,41319,1.0,8167.37,5588.98,8164.32,5589.68,219
221,6866,6947,5506,5567,81,61,2757,0,2757,1.0,6906.49,5538.69,6903.92,5539.21,220
222,7296,7514,5507,5817,218,310,34719,1877,32842,0.9459373829891414,7420.96,5620.98,7417.58,5621.5,221
223,8928,9024,5509,5608,96,99,6388,0,6388,1.0,8980.7,5555.26,8977.6,5555.52,222
224,6820,6897,5529,5593,77,64,3452,0,3452,1.0,6857.98,5562.55,6854.93,5562.75,224
225,6936,7022,5531,5613,86,82,3817,0,3817,1.0,6977.27,5565.51,6974.07,5565.83,223
226,8881,8992,5531,5682,111,151,8709,0,8709,1.0,8931.89,5608.24,8928.94,5608.25,225
227,6761,6832,5536,5610,71,74,3328,0,3328,1.0,6801.9,5571.89,6798.36,5571.82,226
228,7073,7161,5536,5598,88,62,2935,0,2935,1.0,7116.16,5565.7,7113.19,5565.41,227
229,8688,8909,5537,5740,221,203,24094,1487,22607,0.9382833900556155,8786.48,5630.11,8783.71,5630.59,228
230,7111,7229,5543,5650,118,107,7631,0,7631,1.0,7175.06,5593.47,7172.22,5593.41,229
231,6996,7083,5556,5628,87,72,3991,0,3991,1.0,7042.19,5588.41,7039.16,5588.54,230
232,6893,6955,5561,5640,62,79,3466,0,3466,1.0,6924.15,5601.85,6921.16,5602.19,231
233,8496,8622,5561,5680,126,119,10667,0,10667,1.0,8565.75,5623.11,8562.66,5623.24,232
234,7191,7265,5570,5660,74,90,3651,0,3651,1.0,7233.54,5617.8,7230.63,5617.94,233
235,6740,6853,5575,5698,113,123,7666,0,7666,1.0,6792.66,5639.48,6789.64,5639.63,235
236,8858,8897,5575,5645,39,70,2033,0,2033,1.0,8881.81,5612.5,8878.38,5612.58,234
237,6948,7132,5580,5667,184,87,7523,0,7523,1.0,7034.64,5626.14,7032.12,5626.15,236
238,7260,7318,5584,5628,58,44,2042,0,2042,1.0,7289.06,5605.22,7285.75,5605.49,237
239,6817,6904,5587,5632,87,45,2722,0,2722,1.0,6866.15,5608.78,6863.25,5608.89,238
240,7803,8138,5589,5810,335,221,41250,0,41250,1.0,7988.3,5712.6,7984.92,5712.69,239
241,6560,6747,5591,5710,187,119,12702,0,12702,1.0,6646.72,5647.85,6643.74,5647.88,240
242,8969,9091,5595,5732,122,137,8408,2553,5855,0.696360608943863,9035.33,5657.44,9032.09,5657.83,242
243,8325,8542,5596,5792,217,196,29649,0,29649,1.0,8436.05,5682.84,8432.96,5683.27,241
244,8113,8382,5604,5925,269,321,47182,1795,45387,0.9619558306133695,8254.63,5757.95,8251.44,5758.45,243
245,7018,7404,5615,5813,386,198,46672,0,46672,1.0,7205.6,5710.89,7202.02,5711.06,244
246,4818,5607,5621,6100,789,479,213958,8523,205435,0.9601650791276792,5205.33,5855.1,5202.45,5855.02,245
247,6833,6942,5629,5713,109,84,6857,0,6857,1.0,6893.41,5670.23,6890.07,5670.3,246
248,6928,7027,5634,5755,99,121,7929,2,7927,0.9997477613822676,6979.53,5695.59,6976.14,5696.01,247
249,7622,7787,5639,5795,165,156,21822,0,21822,1.0,7704.66,5717.87,7701.82,5718.03,248
250,7160,7217,5645,5700,57,55,2162,10,2152,0.9953746530989824,7187.82,5671.87,7184.86,5671.63,250
251,7450,7627,5645,5857,177,212,27581,0,27581,1.0,7535.07,5746.79,7531.75,5746.81,249
252,8936,9008,5650,5720,72,70,3423,0,3423,1.0,8975.14,5684.59,8971.66,5684.86,251
253,9070,9152,5659,5723,82,64,3387,157,3230,0.9536462946560378,9109.5,5689.64,9106.51,5690.18,252
