,PCA01 (32.44),PCA02 (25.88),PCA03 (12.14),PCA04 (7.30),PCA05 (5.10),PCA06 (4.06),PCA07 (2.84),PCA08 (1.80),PCA09 (1.53),PCA10 (1.19),PCA11 (1.09),PCA12 (0.76),gene_ID,ndimage_ID
0,-3.07728,-0.32381913,1.057376,0.036104526,-1.7677963,0.19974935,0.22972345,0.30897966,-0.14722511,0.48482737,-0.8747455,0.11404467,85,742
1,0.0035256778,4.193965,3.6322427,-2.2409415,1.3200618,0.082501635,0.8677659,-1.0238514,0.17562973,-0.7858266,0.83189696,0.034576982,85,842
2,-3.1573806,3.2476118,3.5034995,0.6790261,-2.0901217,0.79002,0.024211606,0.24838229,-0.178916,0.48031664,-0.2561263,-0.034229003,85,2052
3,-0.32498395,0.2013734,2.4502516,-3.2290936,1.6618419,0.71236104,0.13052304,-0.5675437,-0.23189197,-0.58603215,1.091832,-0.65089893,85,1145
4,-0.9696286,2.618668,2.573586,-1.5276884,0.5303888,0.48953405,0.6907143,-0.6138741,-0.19360407,-0.9042698,0.8535235,-0.20690359,85,896
5,-2.748682,4.5434318,4.0899167,0.5343211,-1.5725739,1.2786204,0.18227284,-0.1996247,-0.3898885,-0.035433035,0.36762267,0.11727352,85,2152
6,-2.8716123,-0.7244054,1.0776048,-0.63006985,-1.4512067,0.52448034,0.5648062,-0.12030684,-0.3553745,0.10943696,-0.56841934,0.25993246,85,558
7,-0.9481301,4.979175,3.0170522,-0.25718114,0.3548858,-0.13484009,0.5463011,-0.4200828,0.28582913,-0.6207263,0.39555436,0.25802034,85,751
8,-1.9269226,2.0453012,2.152255,-0.7062646,-0.20214288,0.20620006,0.5587716,-0.5579156,0.12388006,-0.43836382,0.21222197,0.31956092,85,746
9,-2.450407,4.7003174,3.6487067,0.7325371,-1.0495543,0.6774282,-0.06491255,0.07792665,-0.07028458,-0.18875934,0.5052494,-0.21825024,85,236
10,-3.3521178,-0.103234686,1.4656001,0.27296007,-2.3861837,0.43390682,0.15238899,0.56422913,-0.30418184,0.91005766,-1.2372715,0.04892645,85,810
11,-1.7261075,6.5814114,4.314074,0.6599668,-0.2835694,0.6745324,-0.011013171,-0.216715,0.0015651821,-0.597403,1.0821673,-0.2669867,85,1526
12,-3.5544791,5.721755,5.273658,1.5051597,-2.9676178,1.2003784,-0.018456995,0.552573,-0.24156117,0.6678335,-0.42420214,0.004495861,85,2064
13,-0.29030725,0.6765348,2.372924,-2.9974537,1.8045363,1.1358701,0.039673004,-0.5193976,-0.46697304,-0.8847592,1.5489647,-0.90828145,85,1980
14,-1.6438428,0.017993612,1.1978391,-1.4974725,0.24349526,-0.05046472,0.5445983,-0.38176137,0.124618344,-0.43681657,0.13964926,0.09017298,85,1775
15,-1.7248054,1.8855404,1.7970077,-0.614773,0.17142661,0.5061823,0.21824433,-0.55419356,-0.11194681,-0.44457227,0.58772147,0.16580728,85,302
16,-2.9467218,-0.06530759,0.7534149,0.32466003,-1.3562647,0.03571714,-0.11276633,0.30141354,-0.06505812,0.38477567,-0.36795586,-0.13129805,85,1645
17,-3.1418064,2.3457484,2.8195891,0.5162559,-1.9998945,0.68111193,0.1986978,0.17175615,-0.21260108,0.3314618,-0.38794172,0.13294783,85,1323
18,-2.232344,1.9181598,2.0406642,-0.119826354,-0.37909803,0.52739716,-0.008565388,-0.0071303807,-0.13530159,-0.45046082,0.5871709,-0.2798504,85,2156
19,-3.0055213,-0.01712073,0.93053365,0.28515208,-1.5010507,0.07845331,-0.036497265,0.32567823,-0.061517723,0.42371345,-0.49896872,-0.08087775,85,2308
20,-2.9904385,-0.12608185,0.9348485,0.16327098,-1.4845397,0.20210074,0.013249035,0.22523198,-0.15937921,0.38978595,-0.41976994,-0.059353765,85,618
21,-2.8784704,0.4106696,0.65283316,0.7088408,-1.1204808,-0.1831272,-0.40818238,0.41549698,0.09926057,0.38055813,-0.13810745,-0.27200285,85,325
22,-2.9058158,0.14478427,1.2436943,-0.046160903,-1.4261762,0.47711602,0.15269323,0.02077662,-0.29070073,0.28065673,-0.3014109,0.045503713,85,2108
23,-2.890901,4.631861,3.987965,0.89885795,-1.7852306,0.6046672,0.12918916,0.2328729,0.00577503,0.081467904,-0.051373046,-0.0113917915,85,1964
24,-1.8397006,3.3044374,3.522197,-0.36535814,-0.48115197,0.23610838,0.26195574,-0.085729755,0.16360235,-0.2836406,-0.04375855,0.07601761,85,611
25,-2.940748,-1.4384105,0.30570757,-0.3027723,-1.526646,0.18185206,0.224024,0.22344396,-0.27456456,0.5349892,-0.87271243,0.059148334,85,1641
26,-3.7700887,4.146525,5.064681,0.7328701,-3.586249,1.3361942,0.7377011,0.44782844,-0.40683383,0.76705885,-1.4180433,0.55056226,85,2056
27,-3.1328776,0.4565285,1.6414927,0.15267584,-1.9001948,0.37970728,0.26377326,0.25099865,-0.18900138,0.42836228,-0.7385384,0.14031447,85,598
28,-3.530653,1.021888,2.1539826,0.75512123,-2.7078097,0.615242,-0.01019508,0.6795834,-0.3489692,1.0285386,-1.1455665,-0.0025133882,85,813
29,-2.1058128,3.2662168,4.1035595,-0.92334527,-0.7281302,1.3639215,0.51683044,-0.2748244,-0.4030982,-0.48036677,0.36743942,0.0010196553,85,1862
30,-2.9624531,0.048635725,1.050028,0.17639776,-1.4394374,0.12229517,-0.04113607,0.28510934,-0.06976485,0.40090576,-0.36929873,-0.16574924,85,1060
31,-3.2763114,1.9350226,3.021717,0.20047635,-2.3499448,0.95187557,0.46923584,0.13547625,-0.39941671,0.38310748,-0.66982967,0.2599854,85,1614
32,-0.24819772,3.2655432,2.9417021,-1.8659306,1.6151836,0.9688097,0.02039026,-0.72607684,-0.35722885,-0.8388112,1.5499231,-0.6062742,85,797
33,-1.7676579,-0.05474444,2.1728966,-2.4372756,0.20338967,1.0270296,0.82172465,-0.98792,-0.39977834,-0.75103706,0.8341215,-0.12136712,85,1394
34,-1.7339011,0.23443328,1.2341229,-1.366448,0.33568186,0.44209942,0.37256482,-0.4444218,-0.15056951,-0.7288988,0.7046389,-0.23001203,85,954
35,-2.9247115,0.8857516,1.5445755,0.29894027,-1.4389797,0.08367882,0.03257199,0.26881602,0.04577676,0.30415913,-0.38324562,-0.06807845,85,227
36,-3.454744,3.688315,4.345459,0.55699635,-2.8485923,1.2436986,0.5960457,0.16743994,-0.42740902,0.41758835,-0.76627654,0.407457,85,1021
37,-2.699239,3.4288957,3.4488592,0.12374845,-1.5230498,0.8184277,0.561308,-0.2577509,-0.2058864,-0.12121757,-0.098842494,0.34911245,85,1434
38,-3.2557218,1.7247763,2.6927996,0.32036465,-2.2184849,0.6933247,0.34453022,0.23453717,-0.24442922,0.40592265,-0.67971534,0.1941437,85,671
39,-3.5569167,4.296224,3.6286478,2.0439308,-2.6302953,0.8650113,-0.7278796,0.97552747,-0.22416456,0.9669895,-0.3119724,-0.34325263,85,1796
40,-3.586716,2.5861323,3.5443184,0.6806807,-3.110263,1.3316414,0.43070135,0.3080883,-0.67136306,0.84326977,-1.1333209,0.43653148,85,1859
41,-3.2525759,1.105928,1.4620423,1.049043,-2.134285,0.62958896,-0.34750342,0.45426863,-0.376226,0.9587371,-0.6577797,-0.02386825,85,387
42,-2.7802227,1.4355236,1.3320785,0.71099466,-1.099771,0.22549285,-0.31091344,0.20394884,-0.107838504,0.1850978,0.16819914,-0.22882651,85,1827
43,-3.6271904,4.9631658,5.0644264,1.2354982,-3.1253922,1.3115993,0.05122732,0.53523487,-0.35313392,0.83883035,-0.6196871,0.008294855,85,2010
44,-2.7934003,-0.6780175,0.005841933,0.33910215,-0.95015794,-0.14928412,-0.30036908,0.25694168,-0.014529531,0.36492342,-0.2015744,-0.1557643,85,1146
45,-1.3669069,10.382604,8.218373,-0.22174738,-1.1430236,1.204949,1.2454202,-0.34262535,0.023531113,-0.8157242,0.3822135,0.2619177,85,1722
46,-3.6910324,3.8889568,3.235143,2.2233005,-2.8247783,0.61080444,-0.8536695,1.0338937,-0.18206377,1.2530112,-0.46289036,-0.4643471,85,2037
47,-2.8138185,-1.1874685,0.56357855,-0.5910181,-1.2719476,0.27873853,0.4447008,-0.06515954,-0.25716913,0.15227659,-0.5618561,0.17202835,85,1880
48,-2.878522,0.0682313,1.243544,-0.11898411,-1.3325986,0.3569581,0.21859652,0.103945166,-0.16922474,0.13228403,-0.33225596,0.069278374,85,1587
49,-3.1402836,2.3279808,3.4198766,-0.055316716,-2.1561902,0.99232775,0.604406,0.0036249694,-0.33007184,0.17155367,-0.49039724,0.2509609,85,2146
50,-3.7300053,2.1563194,3.239921,0.8856604,-3.1950266,0.91648114,0.18677244,0.68054765,-0.3988575,1.038774,-1.2887588,0.1620024,85,1193
51,-2.188144,-1.4755118,0.27147162,-1.3888127,-0.15779795,0.056119416,0.57257617,-0.5417671,-0.060478646,-0.38191432,0.069434606,0.13222794,85,1159
52,-2.0961473,2.3993998,2.276294,-0.3389568,-0.3908716,0.09819347,0.4229656,-0.26790813,0.14912717,-0.5091708,0.30919915,0.019006869,85,1041
53,-3.4598153,1.3511822,2.7584841,0.31391472,-2.697882,1.0102968,0.32918817,0.3777249,-0.5211778,0.7428556,-0.9751858,0.14983371,85,1751
54,-3.7619138,5.896519,6.1252494,1.3624237,-3.5705292,1.5847557,0.18071361,0.8220768,-0.3821318,0.8773286,-1.011429,0.18082136,85,556
55,-2.8988013,4.1068683,2.532491,1.9248395,-1.4467589,0.070635095,-0.83950466,0.7037326,0.13431694,0.49090248,0.24316368,-0.5499011,85,1619
56,-2.6913428,1.9729632,2.1258912,0.29117152,-1.3581526,0.39180252,0.21478401,0.034912307,-0.097550236,0.14298055,-0.29015833,0.14615153,85,1379
57,-2.9607778,-0.56942916,1.0247115,-0.32213503,-1.5577104,0.4004476,0.36621067,0.048110172,-0.2857128,0.27797005,-0.5974298,0.13644753,85,1708
58,-3.2859342,0.23112644,1.9634247,-0.07193193,-2.3564005,0.8323715,0.43345785,0.24594384,-0.51426476,0.64424706,-1.0085814,0.21177028,85,1065
59,-3.7698421,2.4528081,3.4678125,0.9743252,-3.3031752,0.8885821,0.19305271,0.7646808,-0.34218794,1.0835118,-1.4032546,0.16945085,85,1027
60,-1.0914156,-3.5702136,0.62610453,-1.1648341,2.2518315,1.4743873,-0.8187555,2.8744943,-0.13332643,-0.96130455,0.08017836,0.6294093,85,1303
61,-3.2081928,2.8457367,3.398516,0.47060293,-2.2424994,0.81814384,0.35895813,0.2108201,-0.23407416,0.3087917,-0.5197842,0.1758116,85,750
62,-3.3179219,2.1487577,2.3912325,1.081846,-2.1882327,0.30984962,-0.24242324,0.64512646,-0.04096772,0.7258034,-0.59186506,-0.179745,85,662
63,-3.38679,0.086904764,1.5862187,0.35877737,-2.4305682,0.48654646,0.07748493,0.58308965,-0.32769826,0.95004356,-1.138221,-0.028680246,85,1802
64,-0.5734629,4.7853365,4.242827,-1.7631598,1.0109848,0.9117896,0.5627107,-0.78063565,-0.15541267,-1.0667994,1.3561832,-0.42359826,85,931
65,0.2562726,-2.5679111,2.564092,-3.1485307,3.2291362,2.2879744,-1.9348124,1.8829876,-0.7741871,-0.7490575,1.1109885,-1.1712561,85,512
66,-3.3479793,3.9644454,3.6457636,1.3112038,-2.465984,0.9804714,-0.07953025,0.39105895,-0.34891367,0.5684726,-0.34459785,0.04484211,85,2119
67,-3.130594,2.8362513,3.3063874,0.5399812,-2.0105472,0.788156,0.0496407,0.37412947,-0.18726596,0.34152475,-0.26007205,-0.15227662,85,2323
68,-3.0249546,4.7295637,4.882472,0.43419963,-2.1500542,1.4855248,0.54969364,0.054662194,-0.39995116,-0.00204897,-0.17903958,0.42308822,85,1155
69,-2.600792,-1.6459458,0.154375,-0.8924736,-0.8486293,0.13550287,0.540692,-0.26593494,-0.19252136,-0.07455595,-0.4071689,0.2423756,85,1667
70,-3.7566285,2.9275472,3.6694286,1.1604494,-3.293743,1.0412346,-0.0038781608,0.7989365,-0.45085892,1.1389097,-1.1234535,-0.040928315,85,516
71,-3.940389,8.053995,6.9530125,2.6028464,-4.098781,1.7428057,-0.5007032,1.0192248,-0.5316035,1.5045831,-0.8002129,-0.094924726,85,2135
72,-2.9526103,3.019926,3.0021183,0.6291015,-1.7108904,0.63447744,0.07181097,0.17540638,-0.16600308,0.16996695,-0.034452043,-0.071293086,85,256
73,-2.382898,5.590496,4.3418074,0.6485333,-1.0916944,1.4796883,0.054410648,-0.30276453,-0.41933405,-0.3248986,0.86346465,-0.016369907,85,1890
74,-0.6573177,-3.846986,1.3075048,-1.1250819,2.9824452,2.0421913,-1.1139218,3.7052484,-0.2159402,-1.1025953,0.16724735,0.87694,85,1643
75,-2.8592372,-0.56616694,0.43974862,0.09867269,-1.1926249,-0.042214278,-0.018419743,0.22336085,-0.04235202,0.29828915,-0.4027669,-0.06931276,85,550
76,-3.017017,1.8813297,2.8954437,-0.08071783,-1.9589545,0.6656371,0.58981735,0.008473718,-0.19859757,0.22596444,-0.6320681,0.30558616,85,1031
77,-3.558271,3.6743236,3.1621833,2.0988066,-2.5068984,0.61582386,-1.169075,1.1330849,-0.16139612,1.3053024,-0.11583082,-0.828912,85,1624
78,-2.945545,-0.29909202,0.61602324,0.29257476,-1.3012389,-0.06808476,-0.17888528,0.3807349,0.013378223,0.4062006,-0.3607689,-0.23880987,85,1970
79,-3.6607747,4.1344485,4.8870735,0.7306862,-3.3011472,1.3165997,0.6029241,0.36404246,-0.39444602,0.6685252,-1.0885929,0.43754745,85,743
80,-3.089311,-0.38162154,1.1480706,-0.078495786,-1.8447703,0.2544849,0.34402823,0.27106526,-0.1722951,0.49472865,-0.9986829,0.20791526,85,1475
81,-3.8975458,2.8257954,4.1028757,0.8543105,-3.6667798,1.2592137,0.3802603,0.730765,-0.5257679,1.1129696,-1.4991384,0.23499955,85,2433
82,-3.6311278,3.2491748,4.725499,0.18230654,-3.3159723,1.5770476,0.82916623,0.23996231,-0.61104226,0.6019244,-1.1721536,0.4716755,85,1682
83,-0.05425325,1.172745,0.630044,-1.3094181,1.0219462,0.2153104,0.17989886,-0.35008147,-0.23779596,-0.4031245,0.5014398,-0.20343146,85,1225
84,-3.129957,-0.4339453,1.0449848,0.05145542,-1.8721702,0.3536244,0.14461295,0.3205286,-0.28421372,0.6214834,-0.8229739,0.024452195,85,1800
85,-2.3121388,0.8390715,2.065452,-0.96220046,-0.5560105,0.814554,0.51210976,-0.42527965,-0.29738212,-0.44924682,0.33431327,0.1251138,85,1998
86,-3.3813713,1.3881235,2.4264321,0.518192,-2.4524322,0.6492145,0.22097443,0.41866094,-0.29059398,0.68104863,-0.9513232,0.1740401,85,1480
87,-2.457634,5.2159557,4.2343397,1.2426519,-1.2957039,0.6143891,-0.56270736,0.57812786,0.007115291,0.3525934,0.040023968,-0.20767279,85,326
88,-2.7335038,0.6774905,1.9157355,-0.58366555,-1.3430144,0.7763597,0.7238714,-0.45523643,-0.38216695,-0.10429958,-0.29144078,0.50012195,85,1245
