,LLE01,LLE02,gene_ID,ndimage_ID
0,-0.009139356,-0.003783143,85,742
1,0.014634398,-0.012928265,85,842
2,0.0084161125,-0.018890195,85,2052
3,-0.0022414844,-0.022419807,85,1145
4,0.011973316,-0.019448237,85,896
5,0.014157885,-0.0354783,85,2152
6,-0.0023305675,0.0067897355,85,558
7,0.009761589,-0.0006309533,85,751
8,0.008292897,-0.001868939,85,746
9,0.02170412,-0.02849613,85,236
10,-0.015242668,-0.017213495,85,810
11,0.014233222,-0.051697176,85,1526
12,0.00715432,-0.04244975,85,2064
13,0.0046078973,-0.018172923,85,1980
14,0.0168184,-0.003415098,85,1775
15,0.013472298,-0.00062784704,85,302
16,-0.006137397,-0.00828681,85,1645
17,-0.014717786,-0.033949565,85,1323
18,0.003398027,-0.020715505,85,2156
19,9.73505e-05,-0.008140348,85,2308
20,0.012055195,-0.00068143476,85,618
21,0.0101796985,0.0042315302,85,325
22,-0.0019669523,-0.007978788,85,2108
23,-0.004227156,-0.038194846,85,1964
24,0.013242258,-0.021683322,85,611
25,-0.0074315574,9.951185e-05,85,1641
26,-0.00014746093,-0.028973557,85,2056
27,0.00095207966,-0.011302896,85,598
28,-0.00037939695,-0.015359925,85,813
29,0.01172538,-0.008233913,85,1862
30,0.0006206762,-0.012126472,85,1060
31,-0.0060192235,-0.015562916,85,1614
32,0.019145465,-0.009889576,85,797
33,-0.015537322,-0.008438249,85,1394
34,0.002379286,-0.008177913,85,954
35,0.010543931,-0.0033264253,85,227
36,-0.012694605,-0.026284566,85,1021
37,0.015663829,-0.01718876,85,1434
38,-0.0034046767,-0.027260397,85,671
39,0.012409356,-0.016450357,85,1796
40,-0.012727209,-0.018267479,85,1859
41,0.00665222,-0.018256197,85,387
42,0.00049153576,-0.015430565,85,1827
43,0.01266839,-0.023691243,85,2010
44,0.001002857,0.0060751587,85,1146
45,0.025218459,-0.048985593,85,1722
46,0.015918285,-0.019991731,85,2037
47,-0.006374095,0.002766064,85,1880
48,0.005497114,0.0011539222,85,1587
49,-0.0034348322,-0.023473743,85,2146
50,-0.016634298,-0.034437366,85,1193
51,0.0016856873,0.0026238004,85,1159
52,0.0035188762,-0.02386827,85,1041
53,-0.014234484,-0.02466368,85,1751
54,0.013037438,-0.044316333,85,556
55,0.017437592,-0.009285181,85,1619
56,-0.0044000763,-0.0155260265,85,1379
57,-0.009848953,-0.010020831,85,1708
58,-0.003449076,-0.013518082,85,1065
59,-0.006641247,-0.02839225,85,1027
60,0.0029739775,-0.0140875485,85,1303
61,0.0017471061,-0.029691793,85,750
62,0.011776963,-0.014767504,85,662
63,-0.013409133,-0.01575589,85,1802
64,0.012613545,-0.015531767,85,931
65,0.009242957,-0.025576068,85,512
66,0.021595284,-0.028220756,85,2119
67,0.0111925285,-0.026467036,85,2323
68,0.013024739,-0.02147767,85,1155
69,-0.004307329,0.013734908,85,1667
70,0.0035035082,-0.017000152,85,516
71,0.01896983,-0.04550041,85,2135
72,0.01238057,-0.0087676635,85,256
73,0.0010166327,-0.04819528,85,1890
74,0.001816555,-0.020198219,85,1643
75,0.003179997,0.004436895,85,550
76,0.002033775,-0.01007291,85,1031
77,0.013924348,-0.031781748,85,1624
78,-0.0020477548,-0.0058227167,85,1970
79,0.008990232,-0.014668913,85,743
80,-0.007800828,0.001263134,85,1475
81,-0.008125071,-0.038801603,85,2433
82,-0.0093537485,-0.034838382,85,1682
83,0.0055077695,0.001306231,85,1225
84,-0.0034951088,-0.0038588126,85,1800
85,0.0028448503,-0.012382323,85,1998
86,-0.014873044,-0.01850139,85,1480
87,0.018507818,-0.010426641,85,326
88,-0.0013713741,-0.009341587,85,1245
89,0.011836135,-0.025578687,85,1237
90,0.0050453795,-0.052347973,85,2150
91,0.007940923,-0.015213038,85,845
92,0.004107123,0.014145286,85,800
93,0.0041606007,-0.009395185,85,1777
94,-0.0034625635,-0.023336964,85,1214
95,0.009544713,-0.047572926,85,482
96,0.007867689,-0.017790701,85,1714
97,-0.006984419,-0.030550515,85,503
98,0.025133885,-0.025895076,85,560
99,0.00404245,-0.022973599,85,811
100,-0.015202927,-0.05835738,85,2226
101,-0.010200039,0.006185411,85,1611
102,0.0046882764,0.004760847,85,2265
103,0.015336225,-0.0064762016,85,665
104,-0.0064558997,-0.004418736,85,2182
105,-0.014524793,-0.0119324345,85,971
106,0.014719347,-0.013267547,85,2275
107,-0.016811496,0.0018387932,85,1728
108,0.01407121,-0.0053852117,85,511
109,0.008174721,-0.009859423,85,1630
110,0.0027886936,0.0015945362,85,715
111,0.015730979,-0.041527823,85,1425
112,0.0029223526,-0.0019075316,85,1254
113,0.008189567,-0.023855107,85,490
114,-0.0061905086,-0.021935463,85,1493
115,0.00926587,-0.015308077,85,1113
116,-0.005745332,-0.013784018,85,1129
117,-0.0072300835,-0.009384036,85,1353
118,0.013827466,-0.014162849,85,306
119,0.009059326,-0.029465254,85,938
120,0.02042463,-0.03465243,85,681
121,0.014866538,-0.012907188,85,272
122,-0.0028662472,-0.02010722,85,1267
123,-0.016451355,-0.033408757,85,947
124,0.010333229,-0.0067293434,85,1305
125,0.0014472896,-0.008942883,85,2036
126,0.022153558,-0.013702192,85,502
127,0.0067917043,-0.0192444,85,1655
128,-0.0014374696,-0.02576295,85,1576
129,0.0012419882,0.004262399,85,706
130,-0.013931798,-0.02787501,85,946
131,-0.030486135,-0.023064263,85,1578
132,0.00034942897,0.009432114,85,661
133,-0.0017706441,-0.04012354,85,1976
134,0.013278219,-0.0052989074,85,224
135,-0.0055951914,-0.043207582,85,2360
136,-0.00036123476,0.003823332,85,1625
137,-0.002617795,-0.02266834,85,2438
138,0.003812948,-0.015620312,85,1349
139,-0.0075679836,-0.036787655,85,1258
140,0.010919276,-0.011860107,85,978
141,-0.017286286,-0.020610865,85,1133
142,0.0020332157,-0.008238909,85,1403
143,0.00332686,0.004328916,85,398
144,0.011787456,-0.012303812,85,344
145,0.00088931323,-0.039064974,85,1150
146,0.0086517995,0.003986995,85,1090
147,0.010129211,-0.039440136,85,1038
148,-0.019057583,-0.018602932,85,498
149,-0.0053742374,-0.013896427,85,1264
150,0.005409557,-0.015408117,85,1495
151,0.009742352,-0.014550965,85,1736
152,-0.0069824737,-0.027357414,85,1497
153,0.0037449955,-0.0051113986,85,2050
154,0.010681712,-0.016073616,85,475
155,-0.012291912,-0.020790894,85,1140
156,0.005985827,-0.004734038,85,1731
157,0.0073976037,0.0055099204,85,639
158,-0.0055332547,-0.017762206,85,2011
159,-0.009090209,-0.020497078,85,1168
160,0.010816822,-0.030244403,85,2279
161,-0.012691545,-0.025142659,85,985
162,-0.012996949,-0.019908756,85,852
163,0.010705991,-9.080622e-05,85,574
164,-0.0027513471,-0.01859071,85,1131
165,-0.00025625475,-0.024076108,85,2106
166,-0.0039574755,0.0020262378,85,1995
167,-0.0036279461,-0.019903159,85,1545
168,0.014612901,-0.0116853705,85,582
169,0.0038998218,0.0022880735,85,713
170,-0.00081025035,-0.04332751,85,1543
171,0.003874962,0.005542724,85,711
172,0.005207638,-0.047535427,85,632
173,0.012675712,-0.017612861,85,1098
174,-0.004215287,-0.0012560998,85,1272
175,0.003143406,-0.008345381,85,2312
176,-0.0054651527,-0.012320849,85,1780
177,0.0026276412,-0.023116576,85,2096
178,0.008116418,-0.00051779987,85,293
179,0.01259549,-0.0028897044,85,993
180,-0.00204584,-0.02059687,85,1239
181,0.015615816,-0.0066937436,85,583
182,0.0044905655,-0.021326065,85,1969
183,0.011752354,0.0021155044,85,1048
184,0.0095374035,-0.048826862,85,1537
185,0.0036328915,-0.004720115,85,626
186,-0.0078067747,-0.008882527,85,1275
187,0.009071992,-0.00023787672,85,951
188,0.01970558,-0.03678495,85,615
189,0.014775052,-0.009392443,85,314
190,-0.0009558433,-0.007379241,85,407
191,-0.015045294,-0.018054115,85,1990
192,0.008425788,-0.023900978,85,581
193,3.5035646e-05,-0.026694952,85,2369
194,0.0054555014,-0.021170856,85,997
195,-0.009676449,-0.026210709,85,747
