,tSNE01,tSNE02,gene_ID,ndimage_ID
0,2.7145755,-0.07628921,85,742
1,0.22691701,-2.163991,85,842
2,0.42675522,-2.1512415,85,2052
3,1.2081983,-0.7312753,85,1145
4,-0.5682201,-1.6692538,85,896
5,0.28321183,-2.038322,85,2152
6,2.8713467,-0.38926613,85,558
7,0.873303,-1.4349421,85,751
8,0.6116478,-1.5989466,85,746
9,0.04889725,-1.1302203,85,236
10,2.848033,-0.6872389,85,810
11,-0.35995182,-1.98462,85,1526
12,0.6787482,-2.2096138,85,2064
13,1.294696,-1.6882161,85,1980
14,0.7587397,-1.4820745,85,1775
15,2.5879052,-1.1952792,85,302
16,2.7610555,-0.5473043,85,1645
17,0.61244464,-2.2333539,85,1323
18,1.3196338,-2.0804272,85,2156
19,2.0418642,-1.4615176,85,2308
20,0.98960686,-2.1516554,85,618
21,2.7259545,-0.45758945,85,325
22,1.7088813,-1.8006783,85,2108
23,0.425006,-2.211494,85,1964
24,1.1175642,-1.6395385,85,611
25,2.6250002,-1.0226955,85,1641
26,0.75256467,-2.205668,85,2056
27,2.1213136,-1.7128472,85,598
28,0.72947854,-2.2292764,85,813
29,0.30633482,-1.5740957,85,1862
30,2.2760606,-1.5977654,85,1060
31,2.7283044,-1.0004492,85,1614
32,-0.15393417,-1.9082068,85,797
33,1.7301394,-0.9187689,85,1394
34,2.5569744,-1.1862512,85,954
35,2.3778543,-1.1666929,85,227
36,1.1262932,-2.1444573,85,1021
37,0.7460415,-1.6775439,85,1434
38,1.8303742,-1.8330835,85,671
39,-0.16071643,-1.9434888,85,1796
40,0.07200386,-2.10442,85,1859
41,1.358855,-1.6796654,85,387
42,0.8326163,-2.2026358,85,1827
43,-0.21536198,-1.9539803,85,2010
44,2.5139158,-1.3572056,85,1146
45,0.30618343,0.054320887,85,1722
46,0.18982513,-2.1584065,85,2037
47,2.726214,0.1991892,85,1880
48,2.4216695,-1.4852152,85,1587
49,1.4784921,-2.0119154,85,2146
50,2.2802043,-1.5082614,85,1193
51,2.4654706,0.5072001,85,1159
52,0.7471874,-1.5742642,85,1041
53,0.53032786,-2.204282,85,1751
54,-0.4247004,-1.9587812,85,556
55,-0.6082003,-1.4027624,85,1619
56,0.5727296,-1.739127,85,1379
57,2.66425,-0.8852545,85,1708
58,1.6846733,-1.8798974,85,1065
59,2.2495747,-1.5967647,85,1027
60,1.8946047,0.25856903,85,1303
61,1.3013777,-2.0684772,85,750
62,0.2819558,-2.077696,85,662
63,2.5192182,-1.3072611,85,1802
64,-0.42667642,-1.7300432,85,931
65,1.1867986,0.18468834,85,512
66,-1.0144274,-1.2439528,85,2119
67,0.5915966,-1.9232897,85,2323
68,-0.140962,-2.0062346,85,1155
69,2.7470944,-0.02939477,85,1667
70,0.7687648,-2.1372633,85,516
71,-0.48280826,-1.8716284,85,2135
72,1.3022784,-2.055388,85,256
73,-0.74805075,-1.4176772,85,1890
74,1.3545847,0.29289865,85,1643
75,2.735741,-0.99901545,85,550
76,1.3168026,-2.0939274,85,1031
77,0.9199108,-2.2087166,85,1624
78,2.8768399,-0.53960645,85,1970
79,0.6507236,-2.1969523,85,743
80,2.4848835,0.6962272,85,1475
81,1.2451597,-2.0910811,85,2433
82,1.5203995,-2.0467958,85,1682
83,0.6573346,-1.5110351,85,1225
84,2.270256,-1.5094053,85,1800
85,1.2850734,-1.9214005,85,1998
86,2.2751958,-1.3592851,85,1480
87,0.38546395,-2.0142565,85,326
88,1.3874234,-1.8445709,85,1245
89,1.1542716,0.21272355,85,1237
90,-0.28419513,-1.997052,85,2150
91,1.3085264,-2.0778282,85,845
92,1.3208419,-1.8868281,85,800
93,0.5596765,-2.0417254,85,1777
94,0.6015868,-1.6838,85,1214
95,-0.15170802,-2.0335248,85,482
96,0.58846456,-0.6557335,85,1714
97,0.87963325,-2.2004285,85,503
98,-0.41496897,-1.5269576,85,560
99,1.1946119,-1.7026944,85,811
100,0.6045553,-2.2228491,85,2226
101,2.4355772,0.74014515,85,1611
102,2.7562363,0.10824945,85,2265
