gene_ID,ndimage_ID,PCA01 (92.16),PCA02 (6.07),PCA03 (0.90),PCA04 (0.58),PCA05 (0.15),PCA06 (0.07)
85,169,2.2222202,0.53160125,0.18913484,-0.16836639,0.090674564,-0.012600125
85,188,5.5452037,2.190053,-0.60878074,0.23981768,-0.14510705,0.006511173
85,199,1.9016812,-0.22213262,-0.1311767,-0.10902492,0.015254456,0.017733207
85,209,-0.01759048,0.040599536,-0.060958035,-0.012965825,0.021204496,-0.0082490295
85,224,1.9310547,1.127621,-0.24948463,-0.021752384,-0.054328024,-0.017726187
85,227,1.3646618,0.6790594,0.29723948,0.002010322,-0.15097074,0.046965677
85,233,2.0404944,0.5096458,0.09775935,-0.1691099,0.10137258,-0.030763432
85,235,3.5382824,0.6191799,0.33207625,-0.2523672,0.035301123,0.017191673
85,236,2.7263267,0.46394974,0.13282698,-0.20470567,0.12376125,-0.02694789
85,243,0.14416508,0.019485872,0.11058125,-0.045982745,-0.021415979,-0.02590036
85,256,2.3982737,0.8541826,0.11295199,-0.14379881,-0.111602575,0.06510071
85,261,2.011604,1.534658,-0.25635645,0.36651242,-0.12715127,-0.036772747
85,271,2.1105268,1.323629,-0.19024755,0.0420634,-0.0891969,-0.051240735
85,272,2.5368195,1.0132661,0.14078471,-0.027581593,-0.11249444,-0.011589451
85,274,3.0432196,0.42961448,-0.19999847,-0.21967141,-0.0074610612,-0.030275233
85,276,2.1520958,1.1142038,-0.036576267,0.11149464,0.16783598,-0.12832628
85,282,2.2662032,0.57617027,-0.25864816,-0.20356072,-0.023337115,0.03753728
85,290,2.4069285,1.4474056,-0.12343617,0.27127394,-0.23867561,0.067769654
85,291,0.6185989,0.7537922,-0.27531835,0.14211094,0.08833044,-0.13374536
85,293,0.6554101,0.40102372,0.39064255,0.030559689,0.24275568,0.061911833
85,294,-0.30764896,0.07632194,-0.046185467,0.010591771,0.02517463,-0.017414995
85,301,1.4760315,0.2930667,0.49310607,-0.105087765,-0.0150698675,-0.050149184
85,302,1.6442747,1.7683275,-0.47332904,0.7857512,-0.07516308,-0.13982263
85,303,-0.15148237,-0.02584329,-0.04151906,0.0003955859,0.009576492,0.013836709
85,304,1.034104,0.28636214,-0.16189916,-0.115403414,0.016891884,0.005881904
85,305,1.3355281,0.5130306,0.18927304,0.005184746,0.121738315,-0.09100281
85,306,2.065724,0.4263457,0.19652635,-0.040773556,0.20556642,0.00136042
85,308,-0.16574176,0.3580692,-0.10931997,0.23352487,0.03970321,-0.12199838
85,314,2.182463,1.104787,0.3372578,0.11036013,0.21325414,-0.03923673
85,320,4.2065325,-0.55815995,-0.013390347,-0.13356958,-0.02627377,0.015389809
85,324,0.07502564,-0.17987216,-0.067279294,0.04446414,0.01971956,0.03143219
85,325,0.6963301,0.66817033,0.2703826,0.42141291,0.023042662,-0.0783891
85,326,3.2008557,2.2582614,0.19857973,0.7953223,0.2710364,-0.0672571
85,331,1.1179565,1.1994174,-0.08253323,0.3509012,-0.18657747,0.043460958
85,333,0.7573391,0.7760039,-0.27903998,0.21818724,0.04866691,-0.10449072
85,336,-0.09591815,0.009067762,-0.050146822,-0.028165372,0.0129410075,0.012161005
85,340,-0.20048583,0.15789236,-0.05212307,0.07893987,-0.0053929016,-0.009650065
85,341,1.6870008,-0.16676009,-0.16187213,-0.05812422,0.055198893,0.019536754
85,344,2.7016416,0.7742292,0.16579199,-0.09140468,0.034481525,-0.06516172
85,356,0.8535341,0.39465255,-0.2326305,-0.05519211,0.06421612,-0.033254955
85,364,2.5385344,0.5694332,-0.34236133,-0.12734893,0.020504685,0.012872641
85,366,4.6245775,-0.34819093,0.045329396,-0.17332062,0.054028727,0.010617908
85,367,1.0048832,0.57777727,-0.19294411,-0.09170111,0.016178958,-0.0226239
85,369,1.719456,0.048851643,-0.1613259,-0.17363232,0.0064260988,0.043128733
85,372,1.9652086,0.7346727,0.05764487,-0.09737352,-0.15557499,0.05989701
85,373,0.5918526,0.19151466,0.33086756,-0.026772154,0.1040293,0.013775962
85,375,1.0851771,0.8761183,-0.08803354,0.033918098,-0.11533547,0.027884161
85,377,0.64482296,0.14933036,-0.17035794,0.038932618,0.04932361,-0.024985366
85,383,2.4708798,1.4348184,-0.061482303,0.543877,-0.15831654,-0.049015034
85,385,1.1348768,1.002629,-0.4471477,0.61771274,0.14245686,-0.28156283
85,386,-0.32633486,0.054965753,-0.036515016,0.0483772,0.018765984,-0.02594558
85,387,1.6441286,0.19997619,-0.1751584,-0.14419997,0.04380485,-0.025443187
85,393,1.0190136,1.0837908,-0.3180624,0.4754201,0.008126394,-0.1511913
85,395,1.781614,0.03421779,0.44199607,-0.0993992,-0.09228858,-0.03026973
85,397,0.8412884,0.73277897,-0.29428512,0.24574672,0.06423859,-0.113485515
85,398,0.8997907,0.35518122,-0.17926192,-0.009067799,0.02596816,-0.019659655
85,401,1.7969846,0.28360355,-0.23838736,-0.084667616,0.04923658,-0.018201403
85,405,2.0813088,0.6121674,-0.052346382,-0.06945976,-0.043198057,-0.038996067
85,406,1.8342428,0.31664464,0.8199649,-0.0011898555,0.38517177,0.09083589
85,407,1.4043907,0.023904385,0.001044576,-0.13950998,-0.07286549,0.027488748
85,422,0.33899894,0.10429108,-0.12411882,-0.03621611,0.028267339,0.013375224
85,424,0.8018905,0.3958464,-0.015685942,0.01930063,-0.03288508,-0.036160525
85,426,2.2668993,-0.7813559,-0.03493943,0.15553512,-0.0073919655,0.0076399734
85,427,0.089354016,0.16631158,-0.10364646,0.036396533,0.013508447,0.003248551
85,428,4.302084,-0.9148758,0.056415,0.061944667,-0.03371614,-0.024852363
85,433,2.2131848,-0.04330105,-0.022474715,-0.08223896,-0.023589151,-0.032069225
85,434,1.7839645,-0.19930115,-0.06352937,-0.08938761,-0.023356047,0.010031001
85,437,1.6521374,-0.0038508705,-0.12542437,-0.12403274,-0.019737452,0.039219897
85,439,3.6074502,0.44254127,0.09107798,-0.12371981,-0.0042842734,-0.04357496
85,442,2.686376,1.2910454,-0.042053953,0.33999476,0.20751533,-0.09330546
85,443,1.9319632,0.24794854,0.47132167,-0.058893416,0.017287182,-0.016987808
85,447,5.2405376,-0.57182497,-0.012898006,-0.17497708,-0.029682107,-0.04575389
85,453,1.6669556,0.036573466,-0.24037126,-0.15805422,0.052439146,0.032718364
