,PCA01 (37.22),PCA02 (33.05),PCA03 (9.86),PCA04 (6.85),PCA05 (3.79),PCA06 (2.37),PCA07 (1.45),PCA08 (1.23),PCA09 (0.98),PCA10 (0.58),PCA11 (0.53),PCA12 (0.39),gene_ID,ndimage_ID
0,-0.4335911,-0.31403247,-0.3016725,-0.13600351,0.19979621,-0.1084545,-0.12587504,0.0659519,-0.05691641,0.02395347,0.041710373,-0.020858249,85,742
1,0.035671286,-1.0626881,-0.07478605,0.69157195,-0.2632505,-0.3660944,0.110975675,0.6794009,0.1312855,0.12493294,-0.11195162,0.00015396022,85,842
2,0.4083516,-0.47669753,-0.53393596,0.20343962,-0.12995845,-0.044043023,0.24416947,0.24860853,0.011413685,-0.07854291,0.07956324,-0.065968476,85,2052
3,-0.117547266,-0.16023721,-0.40934047,0.14887631,0.1596836,0.1585135,-0.064085014,-0.1037011,0.043276563,-0.0012981134,-0.06791582,-0.006456364,85,1145
4,0.381784,-0.6071571,-0.4548552,0.81929636,-0.19588225,0.06176536,0.2337766,0.30397627,-0.11957606,-0.03275449,0.14308453,0.003488255,85,896
5,0.34100333,-0.45866323,-0.5929584,0.119316295,-0.04288455,0.03406303,0.21997978,0.28389686,0.093282804,-0.123228006,0.15105361,-0.14804381,85,2152
6,-0.22702812,-0.42417902,-0.44095588,-0.032355458,0.14503534,-0.039622724,-0.01687712,0.012308029,-0.05583121,-0.037159774,0.00032226273,0.024344258,85,558
7,-0.37379643,-1.0794917,0.30618584,0.17780018,0.35695094,-0.5129443,-0.0035604215,-0.07429291,0.5168078,-0.18092093,-0.17997125,0.32949826,85,751
8,0.06690276,-1.1818885,0.25555965,0.37955528,-0.081693746,-0.46728617,-0.19819717,0.22882012,0.16354828,0.044875264,-0.18755756,0.012596673,85,746
9,0.5665786,-0.89294267,-0.21492238,-0.15685354,-0.30262482,0.21403317,0.1476203,0.5270051,0.2893273,0.010879606,0.18747082,-0.09266169,85,236
10,-0.5854546,-0.35825485,-0.1499935,0.00035802193,0.106846094,0.048882715,-0.11734758,0.021695256,0.0071029672,0.0492305,0.035956237,-0.032337222,85,810
11,0.32888103,-0.18959245,-0.643081,0.8831646,0.08346532,0.42539626,0.20392492,0.26911333,0.04593403,-0.21619356,0.28001472,-0.07331373,85,1526
