gene_ID,ndimage_ID,PCA01 (37.01),PCA02 (32.95),PCA03 (9.75),PCA04 (6.85),PCA05 (3.78),PCA06 (2.33)
85,169,0.08457714,-0.50092393,-0.45623648,-0.18992235,-0.005494586,-0.072435476
85,188,0.81086314,-0.8064775,0.32261372,-0.31089008,0.27564326,0.091197625
85,199,-0.3426651,-0.15181527,-0.31730017,0.1671862,0.21315473,0.14131534
85,209,-0.041707654,-0.5858799,-0.46248746,-0.21704201,0.0054267836,-0.08032102
85,224,0.16539097,-0.9400326,0.047525205,-0.20914994,-0.25850287,-0.025216319
85,227,0.2405338,-0.9903093,-0.048548825,-0.403439,-0.20872843,0.10944912
85,233,0.113524266,-0.48326024,-0.4011524,-0.22356948,-0.09549053,-0.07843868
85,235,0.4040387,-0.73432213,-0.37812272,-0.05694129,-0.2470259,-0.02282345
85,236,0.52695465,-0.940829,-0.19393459,-0.13051398,-0.29342183,0.23105574
85,243,-0.22151329,-0.39413726,-0.45079085,-0.0491703,0.15916108,-0.052830704
85,256,0.2671356,-0.91013354,-0.21058078,-0.06762395,-0.24824184,-0.07940632
85,261,0.050407328,-1.2797184,0.6110861,0.05631572,0.3229327,-0.27443686
85,271,0.21811937,-1.0530103,0.06047785,-0.5566996,-0.12942758,0.20972705
85,272,0.20955358,-0.89918494,-0.15342695,-0.11147372,-0.25163394,-0.06650965
85,274,0.11056182,-0.55567884,-0.5004488,-0.031666517,-0.02274664,-0.01669269
85,276,0.32928124,-1.1724488,0.2298884,-0.19574405,-0.15844928,0.071258664
85,282,0.066326365,-0.53778493,-0.50398266,-0.08024564,0.00075482775,-0.08329219
85,290,0.21759951,-0.8823482,0.8410588,-0.21392033,0.31071472,0.30679122
85,291,0.16657278,-1.0067122,-0.0038558163,-0.6503443,-0.13132319,0.30110356
85,293,0.13008758,-1.077276,0.13943444,-0.6604746,-0.037280265,0.4392347
85,294,0.14895418,-0.7886894,-0.10450136,-0.5753466,-0.23116659,0.13387269
