ndimage_cellID,x0,x1,y0,y1,length,height,total_area,nuclei_area,cyto_area,c2t_area_ratio,orig_comX,orig_comY,ndimage_comX,ndimage_comY,orig_cellID
536,4692,4809,6332,6466,117,134,7268,0,7268,1.0,4749.15,6398.51,4748.75,6398.09,550
537,1854,1971,6335,6504,117,169,9318,44,9274,0.9952779566430564,1917.72,6425.99,1917.09,6425.5,552
538,3470,3520,6338,6383,50,45,1430,0,1430,1.0,3496.97,6360.06,3496.39,6359.56,551
539,2063,2128,6341,6415,65,74,2618,0,2618,1.0,2094.79,6379.44,2094.35,6378.97,553
540,3564,3679,6343,6527,115,184,13425,0,13425,1.0,3626.31,6442.28,3625.76,6441.45,554
541,5094,5139,6343,6403,45,60,1548,0,1548,1.0,5118.78,6374.95,5118.19,6374.34,555
542,3509,3557,6344,6398,48,54,1369,0,1369,1.0,3535.69,6377.4,3535.22,6376.44,557
543,2353,2483,6346,6471,130,125,11229,0,11229,1.0,2415.0,6408.7,2414.55,6408.19,556
544,1793,1852,6348,6396,59,48,1558,0,1558,1.0,1816.34,6371.79,1816.2,6371.25,558
545,2853,2990,6350,6530,137,180,13583,0,13583,1.0,2922.2,6440.17,2921.68,6439.73,559
546,1822,1897,6358,6473,75,115,5552,1803,3749,0.6752521613832853,1863.18,6410.84,1862.6,6410.44,560
547,4893,4970,6358,6470,77,112,4731,0,4731,1.0,4928.52,6413.86,4928.18,6413.52,561
548,5048,5113,6361,6435,65,74,2691,0,2691,1.0,5078.84,6399.37,5078.4,6398.86,562
549,2006,2128,6366,6477,122,111,8406,0,8406,1.0,2053.77,6424.69,2053.6,6424.13,563
550,1628,1712,6370,6520,84,150,8937,2587,6350,0.710529260378203,1673.46,6443.21,1672.9,6442.81,564
551,4482,4559,6371,6498,77,127,6132,0,6132,1.0,4518.83,6440.46,4518.35,6439.77,565
552,4949,5007,6371,6429,58,58,1935,0,1935,1.0,4977.96,6398.48,4977.53,6398.05,566
553,1954,2015,6373,6456,61,83,3823,0,3823,1.0,1983.16,6413.28,1982.82,6412.79,567
554,3497,3596,6381,6524,99,143,8239,0,8239,1.0,3545.79,6454.93,3545.19,6454.12,568
555,1783,1829,6383,6434,46,51,1422,0,1422,1.0,1801.66,6406.68,1801.3,6406.27,569
556,5113,5203,6384,6469,90,85,4193,0,4193,1.0,5155.1,6430.11,5154.7,6429.55,570
557,2445,2614,6386,6563,169,177,20059,0,20059,1.0,2533.28,6467.53,2532.73,6467.07,571
558,4224,4392,6391,6576,168,185,19302,0,19302,1.0,4312.04,6494.78,4311.45,6494.1,572
559,1758,1790,6392,6451,32,59,1077,1,1076,0.9990714948932219,1774.22,6423.07,1773.79,6422.52,573
560,4856,4916,6398,6446,60,48,1727,0,1727,1.0,4883.23,6424.42,4882.97,6423.96,574
561,4370,4493,6401,6528,123,127,11521,0,11521,1.0,4430.52,6467.61,4429.97,6467.02,575
562,4985,5066,6402,6488,81,86,4517,0,4517,1.0,5026.29,6441.27,5025.77,6440.89,576
563,2606,2771,6405,6533,165,128,14793,0,14793,1.0,2684.84,6468.47,2684.45,6467.89,577
564,5064,5144,6406,6515,80,109,5064,0,5064,1.0,5102.94,6461.74,5102.51,6461.17,578
565,2103,2214,6410,6569,111,159,9923,0,9923,1.0,2151.46,6496.15,2151.08,6495.6,579
566,1790,1839,6412,6461,49,49,1466,980,486,0.3315143246930423,1818.04,6438.81,1817.39,6438.2,580
567,4956,4991,6417,6465,35,48,1091,0,1091,1.0,4974.33,6440.4,4973.85,6439.94,581
568,7902,8415,6419,6987,513,568,190057,123,189934,0.999352825731228,8147.27,6719.76,8146.75,6719.07,582
569,1650,1834,6433,6666,184,233,22606,1791,20815,0.9207732460408741,1747.69,6542.27,1747.05,6541.96,583
570,2096,2119,6433,6471,23,38,549,0,549,1.0,2107.93,6452.87,2107.45,6452.29,584
571,1777,1861,6438,6527,84,89,4059,1829,2230,0.5493964030549396,1823.29,6484.05,1822.48,6483.24,585
572,4824,4946,6439,6514,122,75,5939,0,5939,1.0,4888.57,6473.61,4887.96,6473.08,586
573,2732,2873,6442,6568,141,126,13016,0,13016,1.0,2807.21,6504.71,2806.62,6504.24,587
574,1591,1654,6449,6589,63,140,6247,1351,4896,0.783736193372819,1622.8,6518.54,1622.36,6518.05,589
575,1906,2008,6449,6578,102,129,6919,2163,4756,0.6873825697355109,1957.2,6507.5,1956.77,6506.97,588
576,2284,2384,6449,6576,100,127,8314,0,8314,1.0,2335.48,6513.54,2334.99,6512.94,590
577,5078,5219,6455,6703,141,248,20436,0,20436,1.0,5151.76,6569.36,5151.28,6569.25,591
578,4796,4847,6458,6528,51,70,2397,0,2397,1.0,4819.26,6490.26,4818.82,6489.91,593
579,4907,4991,6458,6581,84,123,6249,0,6249,1.0,4951.05,6524.77,4950.72,6523.97,592
580,2360,2487,6462,6600,127,138,11048,0,11048,1.0,2418.85,6526.92,2418.4,6526.57,594
581,1930,2129,6463,6740,199,277,30941,623,30318,0.9798649041724573,2029.93,6591.52,2029.35,6591.09,596
582,5029,5099,6463,6576,70,113,5648,0,5648,1.0,5062.72,6522.92,5062.24,6522.28,595
583,4975,5031,6465,6549,56,84,3470,0,3470,1.0,5005.35,6508.63,5004.77,6508.07,597
584,5196,5343,6476,6655,147,179,19400,2174,17226,0.8879381443298969,5268.4,6563.73,5267.84,6563.17,598
585,625,814,6479,6853,189,374,38891,519,38372,0.9866550101565915,716.75,6650.91,716.09,6650.8,599
586,4117,4271,6486,6629,154,143,15621,0,15621,1.0,4189.91,6555.6,4189.48,6555.12,600
587,4460,4572,6486,6590,112,104,8201,0,8201,1.0,4522.25,6537.97,4521.6,6537.4,601
588,4823,4863,6489,6539,40,50,954,0,954,1.0,4845.15,6514.4,4844.46,6514.0,602
589,1825,1974,6499,6675,149,176,12486,0,12486,1.0,1903.03,6585.78,1902.33,6585.11,603
590,1896,1931,6500,6544,35,44,1052,237,815,0.7747148288973384,1911.72,6524.07,1911.29,6523.43,604
591,3953,4168,6500,6746,215,246,32259,3,32256,0.9999070026969218,4059.86,6617.48,4059.36,6617.02,605
592,2531,2652,6502,6643,121,141,11428,0,11428,1.0,2595.92,6575.49,2595.37,6574.89,606
593,2185,2312,6504,6643,127,139,11843,0,11843,1.0,2246.07,6571.68,2245.63,6571.23,607
594,3638,3679,6504,6560,41,56,1608,0,1608,1.0,3661.62,6532.08,3661.09,6531.55,608
595,8800,9237,6504,7034,437,530,150707,470,150237,0.9968813658290591,9008.86,6792.09,9008.41,6791.3,610
596,4824,4925,6505,6653,101,148,10503,0,10503,1.0,4874.76,6579.55,4874.36,6579.06,609
597,2826,2935,6507,6626,109,119,6719,0,6719,1.0,2886.66,6566.16,2886.11,6565.67,611
598,8360,8836,6508,6973,476,465,161581,0,161581,1.0,8609.6,6735.04,8609.07,6734.64,612
599,3007,3916,6513,7160,909,647,290002,0,290002,1.0,3427.12,6852.39,3426.91,6851.86,614
600,2632,2788,6514,6647,156,133,12759,0,12759,1.0,2706.1,6582.03,2705.69,6581.53,613
601,3416,3543,6522,6681,127,159,11402,1566,9836,0.8626556744430801,3489.28,6609.15,3488.51,6608.54,615
602,4344,4510,6526,6735,166,209,25226,0,25226,1.0,4422.6,6625.52,4422.15,6625.01,616
603,2399,2555,6540,6719,156,179,18224,0,18224,1.0,2474.97,6627.72,2474.51,6627.26,617
604,7402,8191,6540,7445,789,905,452497,0,452497,1.0,7777.04,7008.45,7776.63,7007.88,620
605,4974,5008,6541,6565,34,24,599,0,599,1.0,4989.01,6554.58,4988.66,6553.97,618
606,5005,5060,6541,6635,55,94,2785,0,2785,1.0,5029.43,6588.32,5029.0,6588.15,619
607,9124,9460,6542,7024,336,482,80920,1686,79234,0.9791646070192783,9291.33,6796.73,9290.56,6796.07,621
608,4605,4889,6543,6921,284,378,42939,301,42638,0.9929900556603554,4739.09,6748.06,4738.67,6747.38,622
609,4444,4689,6548,6929,245,381,51771,0,51771,1.0,4571.0,6747.93,4570.57,6747.55,623
610,2088,2203,6557,6684,115,127,9728,0,9728,1.0,2142.25,6617.41,2141.79,6617.01,624
611,4972,5011,6560,6610,39,50,1324,0,1324,1.0,4993.06,6584.43,4992.61,6583.93,627
612,1802,1884,6561,6688,82,127,6584,0,6584,1.0,1845.11,6620.21,1844.57,6619.87,625
613,1497,1631,6562,6671,134,109,6637,0,6637,1.0,1577.8,6620.08,1576.63,6620.17,626
614,1617,1662,6564,6648,45,84,2523,0,2523,1.0,1641.06,6608.1,1640.53,6607.46,628
615,2752,2872,6565,6689,120,124,8464,0,8464,1.0,2820.65,6624.88,2819.96,6624.4,629
616,2257,2401,6569,6725,144,156,15152,0,15152,1.0,2333.37,6644.15,2332.85,6643.71,630
617,4230,4354,6571,6728,124,157,13816,0,13816,1.0,4302.18,6642.05,4301.55,6641.66,631
618,5044,5089,6572,6636,45,64,1935,0,1935,1.0,5066.26,6602.72,5065.63,6602.22,632
619,4915,5002,6575,6662,87,87,4879,336,4543,0.9311334289813487,4953.45,6617.36,4953.12,6616.74,633
620,1649,1737,6577,6664,88,87,4776,0,4776,1.0,1694.79,6620.5,1694.24,6620.08,634
621,3775,4057,6597,6905,282,308,48451,0,48451,1.0,3926.27,6728.25,3925.83,6728.08,635
622,767,980,6600,6900,213,300,39733,1390,38343,0.9650164850376262,876.72,6743.91,876.22,6743.5,636
623,1525,1556,6606,6638,31,32,566,0,566,1.0,1542.71,6625.68,1542.06,6624.98,638
624,4986,5026,6606,6658,40,52,1451,0,1451,1.0,5006.65,6632.98,5006.15,6632.42,637
625,2858,2931,6609,6697,73,88,4065,0,4065,1.0,2894.2,6651.76,2893.64,6651.38,639
626,2693,3031,6615,7009,338,394,84171,0,84171,1.0,2857.1,6828.82,2856.53,6828.15,640
627,2615,2706,6616,6703,91,87,5046,0,5046,1.0,2656.59,6662.54,2656.26,6662.08,641
628,4965,5129,6617,6787,164,170,15104,0,15104,1.0,5051.99,6713.43,5051.55,6712.86,643
629,1736,1844,6618,6722,108,104,6588,0,6588,1.0,1788.26,6675.98,1787.82,6675.46,642
630,4124,4319,6620,6851,195,231,29652,11,29641,0.9996290300822879,4221.52,6741.96,4221.07,6741.4,644
631,6041,6759,6622,7129,718,507,205531,2488,203043,0.9878947701319996,6445.73,6849.27,6444.57,6848.83,645
632,4867,4978,6628,6753,111,125,6255,0,6255,1.0,4919.13,6687.89,4919.05,6687.7,646
633,2130,2270,6630,6775,140,145,12338,0,12338,1.0,2195.38,6697.06,2194.92,6696.65,647
634,5210,5262,6631,6727,52,96,2599,0,2599,1.0,5238.33,6680.96,5237.57,6680.11,648
635,6692,7152,6634,7176,460,542,180967,0,180967,1.0,6932.53,6905.55,6931.92,6905.12,649
636,2471,2774,6636,6983,303,347,52640,0,52640,1.0,2629.04,6801.89,2628.68,6801.54,650
637,5130,5242,6636,6772,112,136,9272,0,9272,1.0,5183.9,6704.59,5183.26,6704.3,651
638,5250,5333,6637,6777,83,140,6761,146,6615,0.9784055613074989,5293.35,6698.89,5292.8,6698.68,652
639,1605,1688,6641,6760,83,119,6590,0,6590,1.0,1645.99,6699.34,1645.68,6698.83,653
640,1518,1612,6644,6695,94,51,3280,0,3280,1.0,1566.89,6669.74,1566.38,6669.27,654
641,4937,5034,6648,6721,97,73,4491,0,4491,1.0,4986.89,6684.36,4986.41,6683.84,655
642,1667,1747,6653,6710,80,57,2301,0,2301,1.0,1704.85,6678.77,1704.62,6678.84,656
643,2019,2133,6654,6790,114,136,10957,0,10957,1.0,2075.85,6720.84,2075.34,6720.35,658
644,4775,4901,6654,6790,126,136,11966,547,11419,0.9542871469162627,4834.93,6716.62,4834.47,6716.19,657
645,1874,2030,6658,6808,156,150,10282,14,10268,0.9986383971989885,1940.22,6731.49,1939.87,6730.97,659
646,1837,1941,6660,6816,104,156,5095,0,5095,1.0,1885.21,6743.53,1884.88,6742.94,660
647,1416,1523,6664,6769,107,105,4106,0,4106,1.0,1474.0,6722.44,1473.36,6721.8,662
648,2331,2482,6668,6894,151,226,25356,0,25356,1.0,2401.91,6782.53,2401.45,6781.99,663
649,5092,5147,6678,6757,55,79,2635,0,2635,1.0,5119.38,6719.2,5118.78,6718.55,664
650,7112,7496,6679,7205,384,526,112693,0,112693,1.0,7295.59,6971.12,7295.22,6970.09,665
651,1683,1718,6685,6729,35,44,1030,0,1030,1.0,1699.14,6704.45,1698.62,6704.13,666
652,1489,1635,6687,6827,146,140,12215,0,12215,1.0,1551.78,6747.57,1551.37,6747.37,667
653,2189,2339,6688,6921,150,233,25190,0,25190,1.0,2267.26,6809.27,2266.72,6808.69,668
654,1673,1866,6698,6869,193,171,18953,0,18953,1.0,1761.26,6774.37,1760.92,6773.83,669
655,4302,4518,6698,6901,216,203,22375,3645,18730,0.8370949720670391,4411.74,6798.29,4410.99,6797.73,670
656,5233,5301,6719,6810,68,91,3725,0,3725,1.0,5266.0,6765.36,5265.56,6764.91,671
657,7080,7188,6719,6826,108,107,3747,0,3747,1.0,7132.6,6775.16,7131.98,6774.44,672
658,995,1261,6725,6978,266,253,39939,0,39939,1.0,1137.39,6851.94,1136.77,6851.42,673
659,4897,4969,6728,6767,72,39,1682,0,1682,1.0,4931.85,6744.57,4931.45,6744.21,674
660,4052,4080,6735,6772,28,37,558,0,558,1.0,4062.62,6749.83,4062.24,6749.68,675
661,1601,1692,6739,6839,91,100,4771,0,4771,1.0,1650.68,6790.18,1650.32,6789.61,676
662,4872,4965,6739,6860,93,121,6250,0,6250,1.0,4914.84,6805.67,4914.36,6805.0,677
663,2057,2211,6743,6982,154,239,27149,0,27149,1.0,2130.4,6863.1,2129.93,6862.59,678
664,3987,4234,6744,7045,247,301,47075,3790,43285,0.9194901752522571,4103.6,6898.91,4103.16,6898.51,679
665,5178,5267,6746,6851,89,105,4762,0,4762,1.0,5224.94,6794.74,5224.43,6794.23,681
666,1425,1499,6747,6834,74,87,4252,0,4252,1.0,1463.88,6788.54,1463.3,6788.1,680
667,1326,1455,6752,6925,129,173,12513,0,12513,1.0,1396.41,6846.14,1395.77,6845.49,682
668,1805,1931,6754,6878,126,124,9328,0,9328,1.0,1863.65,6818.21,1863.26,6817.67,683
669,4928,4968,6755,6822,40,67,1704,0,1704,1.0,4951.11,6782.15,4950.66,6782.01,684
670,5145,5205,6756,6825,60,69,2320,0,2320,1.0,5177.36,6792.36,5176.63,6791.86,685
671,610,957,6765,7219,347,454,83859,475,83384,0.9943357302138113,751.87,6968.17,751.4,6967.74,686
672,5053,5131,6766,6868,78,102,5362,0,5362,1.0,5093.4,6814.16,5092.94,6813.65,687
673,3002,3093,6768,6887,91,119,7229,0,7229,1.0,3044.44,6828.5,3043.98,6827.93,688
674,4959,5095,6768,6904,136,136,11205,0,11205,1.0,5020.09,6837.99,5019.74,6837.62,691
675,5112,5163,6768,6845,51,77,2026,0,2026,1.0,5141.08,6810.08,5140.29,6809.59,690
676,1881,2061,6769,7001,180,232,29524,1727,27797,0.9415052160953801,1978.77,6885.21,1978.24,6884.73,689
677,1557,1615,6774,6832,58,58,1937,19,1918,0.9901910170366546,1590.68,6800.21,1589.92,6799.77,692
678,955,1040,6778,6918,85,140,6631,0,6631,1.0,998.82,6864.03,998.23,6863.13,693
679,2481,2565,6779,6850,84,71,2759,0,2759,1.0,2519.14,6813.78,2518.87,6813.42,694
680,4171,4414,6786,7125,243,339,50574,600,49974,0.9881361964645865,4292.73,6967.53,4292.31,6966.81,695
681,1336,1379,6790,6843,43,53,1619,101,1518,0.9376158122297714,1358.38,6819.84,1357.89,6819.16,696
682,1524,1603,6791,6932,79,141,6404,2049,4355,0.6800437226733291,1562.15,6862.38,1561.7,6861.87,697
683,3788,4025,6808,7090,237,282,37595,1618,35977,0.9569623620162255,3914.63,6945.61,3914.06,6945.01,698
684,1437,1527,6812,6941,90,129,7516,294,7222,0.9608834486428952,1483.24,6875.03,1482.76,6874.56,699
685,4630,4799,6813,7032,169,219,17649,0,17649,1.0,4720.65,6923.23,4719.78,6922.3,700
686,5249,5381,6814,6964,132,150,8212,0,8212,1.0,5311.32,6899.18,5310.71,6898.41,702
687,2366,2753,6815,7269,387,454,103541,26,103515,0.9997488917433673,2556.84,7039.83,2556.4,7039.51,701
688,8340,8376,6815,6892,36,77,1550,0,1550,1.0,8355.89,6853.44,8355.45,6852.63,703
689,1586,1656,6816,6887,70,71,3562,0,3562,1.0,1619.51,6851.52,1619.06,6851.0,704
690,1643,1759,6817,6922,116,105,8329,0,8329,1.0,1697.9,6871.14,1697.48,6870.63,705
691,5155,5258,6818,6916,103,98,6139,0,6139,1.0,5205.6,6865.39,5205.04,6864.86,706
692,5080,5176,6833,6925,96,92,5714,0,5714,1.0,5130.88,6883.33,5130.35,6882.79,707
693,4745,5049,6835,7200,304,365,49022,20,49002,0.9995920199094285,4896.09,7015.46,4895.32,7014.85,708
694,1731,1889,6847,7011,158,164,17310,1281,16029,0.925996533795494,1810.51,6925.38,1810.02,6924.95,709
695,1492,1577,6849,6971,85,122,4082,435,3647,0.8934345908868202,1528.92,6924.01,1528.7,6922.75,711
696,8116,8639,6852,7417,523,565,198575,0,198575,1.0,8380.07,7144.96,8379.8,7144.51,710
697,4385,4551,6865,7079,166,214,23743,208,23535,0.9912395232278988,4466.82,6967.92,4466.36,6967.48,712
698,8584,9309,6867,7822,725,955,429485,1358,428127,0.9968380735066417,8962.99,7352.52,8962.33,7351.99,713
699,2127,2396,6868,7090,269,222,31278,0,31278,1.0,2274.7,6976.11,2274.01,6975.61,714
700,1312,1433,6874,7054,121,180,11181,0,11181,1.0,1359.84,6974.01,1359.34,6973.24,715
701,5361,5426,6878,6952,65,74,2891,720,2171,0.7509512279488066,5394.23,6911.6,5393.64,6911.28,716
702,3622,3883,6879,7141,261,262,41690,0,41690,1.0,3729.91,6999.23,3729.62,6998.91,717
703,1583,1667,6883,6974,84,91,5325,0,5325,1.0,1622.32,6927.62,1621.92,6927.12,718
704,5996,6334,6886,7193,338,307,51797,0,51797,1.0,6142.66,7029.13,6142.29,7028.92,719
705,4983,5087,6887,6980,104,93,5726,0,5726,1.0,5033.93,6927.18,5033.42,6926.67,720
706,5208,5300,6887,6969,92,82,4666,0,4666,1.0,5259.95,6926.2,5259.3,6925.78,721
707,5137,5229,6892,6991,92,99,5629,0,5629,1.0,5180.41,6946.14,5179.96,6945.47,722
708,1390,1452,6897,6998,62,101,3608,0,3608,1.0,1419.73,6940.25,1419.43,6940.06,723
709,4519,4709,6900,7087,190,187,24396,0,24396,1.0,4614.67,6990.16,4614.18,6989.73,724
710,4783,4898,6901,7022,115,121,9691,0,9691,1.0,4841.42,6962.73,4840.77,6961.95,725
711,633,1175,6904,7311,542,407,96068,161,95907,0.9983241037598368,907.93,7112.83,907.68,7112.39,726
712,1645,1747,6915,7015,102,100,6889,0,6889,1.0,1694.92,6960.23,1694.44,6959.79,727
713,5076,5113,6915,6982,37,67,1207,0,1207,1.0,5093.08,6942.93,5092.85,6943.26,728
714,9150,9516,6916,7237,366,321,58247,4030,54217,0.9308118873075009,9331.87,7094.48,9330.78,7093.61,729
715,5102,5140,6919,6964,38,45,1274,0,1274,1.0,5121.03,6940.38,5120.54,6939.98,730
716,1433,1540,6932,7037,107,105,7836,338,7498,0.9568657478305258,1483.2,6986.11,1482.75,6985.67,731
717,1526,1608,6933,7021,82,88,4174,0,4174,1.0,1568.72,6978.73,1568.41,6978.28,732
718,8098,8183,6937,7021,85,84,4436,0,4436,1.0,8139.78,6977.18,8139.29,6976.72,733
719,1973,2160,6938,7168,187,230,31837,0,31837,1.0,2065.12,7060.68,2064.62,7060.12,734
720,5210,5265,6946,7001,55,55,1915,0,1915,1.0,5238.99,6973.65,5238.42,6973.18,735
721,5315,5387,6948,7009,72,61,3027,0,3027,1.0,5349.69,6976.78,5349.29,6976.3,736
722,5036,5098,6949,6998,62,49,1666,0,1666,1.0,5064.91,6971.41,5064.56,6971.1,737
723,1809,1976,6950,7160,167,210,25229,2869,22360,0.8862816599944509,1894.92,7058.03,1894.41,7057.49,738
724,5243,5337,6953,7073,94,120,6498,0,6498,1.0,5287.06,7013.75,5286.66,7013.28,739
725,2703,3075,6958,7553,372,595,119047,678,118369,0.994304770384806,2859.57,7261.35,2859.1,7261.07,740
726,5100,5168,6960,7020,68,60,2617,0,2617,1.0,5132.66,6990.27,5132.19,6989.66,741
727,1596,1688,6967,7047,92,80,4132,0,4132,1.0,1639.09,7006.73,1638.82,7006.24,742
728,1678,1818,6969,7117,140,148,13948,0,13948,1.0,1747.2,7045.95,1746.71,7045.37,743
729,2891,3135,6970,7247,244,277,36503,5,36498,0.9998630249568529,3014.59,7102.28,3014.04,7101.79,744
730,5052,5115,6978,7046,63,68,3167,0,3167,1.0,5083.61,7011.69,5083.1,7011.19,746
731,5180,5246,6981,7052,66,71,3260,0,3260,1.0,5210.19,7016.2,5209.67,7015.83,747
732,5151,5185,6988,7060,34,72,1715,0,1715,1.0,5167.55,7025.2,5167.05,7024.67,748
733,6262,7084,6989,7730,822,741,302177,6,302171,0.9999801440877366,6676.57,7342.89,6676.0,7342.53,749
734,5329,5411,6992,7099,82,107,3954,0,3954,1.0,5373.77,7036.2,5373.48,7036.18,750
735,5022,5079,6993,7082,57,89,2633,1185,1448,0.5499430307633878,5044.11,7039.64,5043.79,7039.05,751
736,1402,1497,7002,7159,95,157,9542,3614,5928,0.6212534059945504,1442.03,7083.69,1441.62,7083.18,752
737,3969,4280,7006,7356,311,350,73205,0,73205,1.0,4116.29,7190.55,4115.87,7190.03,753
738,1532,1678,7012,7083,146,71,5177,74,5103,0.9857060073401583,1591.26,7043.28,1591.43,7042.94,754
739,2369,2429,7014,7066,60,52,2029,0,2029,1.0,2402.25,7037.51,2401.6,7037.01,755
740,5080,5158,7015,7149,78,134,7079,0,7079,1.0,5117.09,7082.24,5116.71,7081.72,756
741,2335,2468,7020,7192,133,172,11010,0,11010,1.0,2386.12,7105.3,2386.1,7105.22,757
742,2155,2249,7022,7102,94,80,5537,0,5537,1.0,2199.34,7058.44,2198.81,7058.03,758
743,3746,4013,7023,7222,267,199,29777,0,29777,1.0,3882.5,7123.38,3882.14,7122.91,759
744,4618,4785,7023,7245,167,222,24487,0,24487,1.0,4697.43,7131.01,4696.88,7130.52,760
745,4316,4471,7024,7216,155,192,19882,378,19504,0.9809878281862991,4401.53,7124.08,4400.97,7123.5,761
746,1477,1543,7026,7115,66,89,4344,681,3663,0.8432320441988951,1507.89,7066.29,1507.51,7065.91,762
747,1346,1411,7028,7157,65,129,5913,3,5910,0.9994926433282597,1381.12,7088.69,1380.69,7088.39,763
748,5219,5303,7030,7130,84,100,4998,2519,2479,0.4959983993597439,5260.9,7086.94,5260.27,7086.11,764
749,5287,5417,7034,7185,130,151,11889,0,11889,1.0,5350.21,7116.87,5349.6,7116.18,765
750,3388,3783,7036,7327,395,291,71618,0,71618,1.0,3569.12,7179.3,3568.93,7178.86,766
751,2315,2351,7039,7101,36,62,1419,0,1419,1.0,2332.4,7072.59,2331.93,7071.92,767
752,4466,4637,7041,7274,171,233,30035,0,30035,1.0,4552.7,7157.34,4552.21,7156.85,768
753,5343,5397,7042,7093,54,51,887,0,887,1.0,5370.94,7069.52,5370.17,7068.73,771
754,5043,5088,7046,7126,45,80,2034,0,2034,1.0,5066.9,7086.41,5066.55,7085.77,769
755,5177,5234,7046,7124,57,78,3309,0,3309,1.0,5204.44,7085.43,5203.93,7084.89,770
756,1528,1722,7049,7193,194,144,15968,2329,13639,0.8541457915831663,1619.31,7114.02,1618.85,7113.7,772
757,4800,5077,7050,7549,277,499,54217,0,54217,1.0,4974.96,7260.44,4974.54,7260.56,773
758,9407,9704,7051,7435,297,384,67290,0,67290,1.0,9564.3,7227.13,9563.85,7226.72,774
759,5145,5191,7053,7130,46,77,2183,0,2183,1.0,5166.61,7092.72,5166.28,7092.32,775
760,2152,2354,7070,7256,202,186,21336,0,21336,1.0,2267.9,7154.71,2267.24,7154.15,776
761,1702,1819,7083,7211,117,128,6631,0,6631,1.0,1750.56,7143.22,1750.39,7142.58,777
762,3034,3457,7094,7520,423,426,127708,0,127708,1.0,3242.8,7304.51,3242.34,7303.81,778
763,1680,1850,7099,7300,170,201,13226,0,13226,1.0,1775.59,7207.41,1775.0,7206.67,779
764,1484,1563,7106,7219,79,113,5041,801,4240,0.8411029557627455,1517.61,7161.28,1517.12,7160.79,780
765,5015,5091,7106,7165,76,59,2777,0,2777,1.0,5051.02,7135.67,5050.62,7135.13,781
766,5175,5296,7109,7212,121,103,5792,0,5792,1.0,5219.82,7156.94,5219.9,7156.31,782
767,5079,5183,7112,7213,104,101,5971,0,5971,1.0,5133.62,7163.38,5133.08,7162.75,783
768,1900,2034,7113,7336,134,223,18774,0,18774,1.0,1966.08,7211.65,1965.6,7211.38,784
769,1463,1501,7117,7161,38,44,1000,0,1000,1.0,1484.67,7139.64,1484.03,7139.24,785
770,4233,4468,7121,7483,235,362,50372,0,50372,1.0,4343.19,7311.92,4342.69,7311.3,786
771,3330,3389,7127,7177,59,50,1995,0,1995,1.0,3361.08,7153.89,3360.59,7153.39,787
772,7024,7678,7132,7916,654,784,385193,0,385193,1.0,7351.32,7520.04,7350.81,7519.54,789
773,2106,2245,7134,7345,139,211,20789,0,20789,1.0,2165.69,7235.61,2165.26,7235.18,788
774,1659,1706,7135,7199,47,64,1980,0,1980,1.0,1685.61,7167.91,1685.01,7167.39,790
775,5243,5316,7139,7229,73,90,3969,0,3969,1.0,5278.66,7178.61,5278.2,7178.32,791
776,1748,1990,7143,7428,242,285,33822,0,33822,1.0,1864.54,7301.8,1863.97,7301.2,792
777,1607,1636,7147,7184,29,37,762,107,655,0.8595800524934383,1621.54,7165.71,1621.08,7165.21,793
778,1370,1516,7149,7297,146,148,13724,0,13724,1.0,1442.2,7222.61,1441.82,7222.27,794
779,2319,2529,7153,7454,210,301,42328,0,42328,1.0,2424.68,7305.01,2424.21,7304.54,795
780,1494,1688,7161,7312,194,151,15150,1516,13634,0.8999339933993399,1579.74,7229.48,1579.5,7229.05,796
781,1982,2108,7161,7349,126,188,17260,0,17260,1.0,2054.13,7263.21,2053.55,7262.66,797
782,2614,2710,7161,7226,96,65,3822,0,3822,1.0,2657.78,7191.28,2657.47,7190.94,798
783,5042,5184,7161,7421,142,260,23269,0,23269,1.0,5108.04,7300.15,5107.56,7299.43,799
784,5265,5379,7163,7348,114,185,11437,1202,10235,0.894902509399318,5326.88,7254.35,5326.47,7253.91,800
785,4626,4813,7165,7294,187,129,12962,2,12960,0.9998457028236384,4738.04,7241.16,4737.14,7240.58,801
786,5348,5482,7169,7311,134,142,8527,3769,4758,0.5579922598803799,5412.69,7238.1,5412.34,7237.79,802
787,3714,4015,7172,7392,301,220,42560,0,42560,1.0,3850.13,7272.78,3849.84,7272.31,803
788,5227,5268,7175,7248,41,73,1740,0,1740,1.0,5245.87,7216.7,5245.34,7215.81,804
789,9169,9462,7179,7607,293,428,77856,2167,75689,0.9721665639128648,9336.82,7387.36,9336.31,7386.79,806
790,5151,5194,7180,7220,43,40,990,0,990,1.0,5167.84,7198.71,5167.63,7198.3,805
791,2517,2767,7185,7559,250,374,61832,3301,58531,0.9466134040626213,2637.05,7367.3,2636.67,7366.77,807
792,566,1282,7187,7953,716,766,260186,3271,256915,0.9874282244240659,937.81,7566.28,937.36,7565.57,808
793,4203,4275,7191,7300,72,109,4618,0,4618,1.0,4242.47,7237.71,4241.91,7237.58,809
794,4428,4620,7200,7363,192,163,18837,0,18837,1.0,4510.8,7289.28,4510.47,7288.73,810
795,5160,5203,7202,7254,43,52,1607,0,1607,1.0,5182.76,7228.53,5182.27,7227.99,811
796,5145,5236,7205,7340,91,135,6909,0,6909,1.0,5194.69,7281.1,5194.38,7280.16,812
