,PCA01 (41.54),PCA02 (24.76),PCA03 (14.86),PCA04 (5.05),PCA05 (4.42),PCA06 (2.53),PCA07 (1.64),PCA08 (1.28),PCA09 (0.79),PCA10 (0.59),PCA11 (0.48),PCA12 (0.41),gene_ID,ndimage_ID
0,-2.44847,0.82435304,1.5002697,-1.5154406,-0.80365855,-0.08904449,0.5025873,0.21445926,0.34047747,-0.23587604,0.14183797,0.18388739,85,742
1,-4.9023542,5.4965963,-1.3892586,2.4742064,4.1056924,0.85054374,-0.55615824,-0.08395429,0.17539778,0.057329867,-0.3321963,0.13345209,85,842
2,-3.9957337,6.317246,0.74181914,-0.8103697,2.1295712,0.5167453,-0.091117434,-0.73797005,-0.8401175,0.09900475,-0.4159301,0.19796798,85,2052
3,-2.199349,2.826405,2.1027668,-1.0825237,-1.8770665,0.63526225,0.15637983,-0.41515756,0.44619298,0.23391081,0.24809454,0.49118403,85,1145
4,-3.2573624,4.8070135,0.0545101,-0.43112966,1.1555933,-0.07497539,-0.4660418,-0.9371258,-0.619579,-0.1889837,0.12240429,-0.06616819,85,896
5,-3.3027678,7.4947624,1.4768282,-1.2985415,1.3134315,-0.27356356,-0.11578396,-1.0995611,-0.80524415,0.025990112,-0.34547248,0.24216394,85,2152
6,-3.262652,1.0474914,-0.038493857,-1.6579809,0.23265247,0.33739188,0.3743509,0.059097335,-0.31237602,-0.54287976,0.21839058,-0.2900216,85,558
7,-4.8210783,1.3135171,-2.5355144,4.5735297,3.513846,1.1403154,0.7186236,3.3348863,3.8376985,0.8927639,1.301708,1.2965889,85,751
8,-4.5024114,2.4415307,-1.9461402,2.1143312,2.906584,1.1528991,-0.54031867,0.63560724,0.67715746,-0.06821645,0.33578193,0.026055759,85,746
9,-4.2735324,7.0356283,0.22797139,0.10115074,2.6853042,0.34579325,-0.33282456,-1.2149915,-0.72168535,0.34123868,-0.7061026,0.39789343,85,236
10,-2.4990308,1.5740933,2.5832345,-1.7414389,-1.3966216,0.0939477,0.6897065,0.5228987,0.5723639,-0.38792187,0.10757148,0.31941453,85,810
11,-2.8377361,9.112934,2.0722756,-1.0932177,1.0017403,-1.0739428,-0.41860852,-1.8000684,-0.7837525,0.6184573,-0.72891587,0.9847493,85,1526
12,-3.1795335,9.306233,3.247101,-2.1608484,0.84557945,-0.18757336,0.40886724,-1.1967783,-0.6961806,0.1319259,-0.26549938,0.6388908,85,2064
13,-3.4208584,4.5694475,0.83099693,-1.0390905,-0.4196935,0.42103952,0.2772817,-1.1429323,-0.30996045,-0.5461503,0.15306544,0.31866753,85,1980
14,-4.1257095,0.959855,-1.5419852,1.4165462,1.1507459,1.0169929,0.3630928,-0.12687764,0.64770865,-0.07493657,0.12114927,-0.2527612,85,1775
15,-4.5641456,0.6552502,-2.058102,3.1080031,2.4221723,0.8683641,1.1973993,1.9298166,2.2752392,0.83874726,0.6017686,0.025970375,85,302
16,-1.9674033,1.0199068,1.228132,-1.2565904,-0.55917007,-0.53298414,0.23167394,-0.20884967,0.3151699,0.21278676,0.15084136,0.23676665,85,1645
17,-1.2261027,3.3523903,3.4204824,-1.7655579,-1.5551709,-0.46342656,0.43656605,0.20279936,0.7048309,0.18448469,0.12495204,0.40574628,85,1323
18,-2.5086029,3.627733,1.1442138,-1.3717881,-0.4798714,-0.33114427,-0.13595377,-0.7206902,-0.1931178,0.35813126,-0.12874408,0.5009242,85,2156
19,-3.1315048,2.0311127,-0.12613904,-1.2411666,0.7352838,-0.091815464,0.030963657,-0.44989005,-0.46770164,0.013477093,-0.048054967,0.0022237084,85,2308
20,-4.0444865,0.6247294,-1.9879676,1.3639458,1.9899752,1.3654301,-0.43474904,0.61470807,0.95582896,0.47299597,0.5943685,-0.30153427,85,618
21,-4.1379232,-0.17107096,-2.2101994,2.3599777,1.5670128,1.150506,0.36630073,1.15004,2.168885,0.6098075,0.63829875,0.35058844,85,325
22,-2.8242009,2.1714044,0.34103808,-1.4619721,0.27996638,-0.16237982,0.16107649,-0.19647886,-0.20196326,-0.14046773,0.04409237,-0.059261564,85,2108
23,-1.2346994,5.8610063,3.9796624,-1.9676918,-1.3087555,-0.61108667,0.27712962,-0.5179701,0.3870745,0.61243725,0.18029852,0.657609,85,1964
24,-3.9507806,5.174167,0.05337961,0.3313475,2.428666,0.9918403,-0.22366296,-0.9802836,-0.6099516,0.17549843,-0.24149063,0.035467487,85,611
