,tSNE01,tSNE02,gene_ID,ndimage_ID
0,1.9400711,-0.12538007,85,742
1,2.8307848,0.20829388,85,842
2,3.0843027,0.3275581,85,2052
3,2.4623795,0.21805455,85,1145
4,2.8010314,0.27670634,85,896
5,3.196132,0.3840651,85,2152
6,1.8845893,-0.1660482,85,558
7,2.30266,0.035140894,85,751
8,2.426045,0.0998702,85,746
9,3.1263876,0.32510766,85,236
10,2.3553467,0.108484335,85,810
11,3.2533777,0.40370673,85,1526
12,3.2741292,0.4269744,85,2064
13,2.8221202,0.31986225,85,1980
14,2.0253701,0.023317946,85,1775
15,2.1825178,0.018329196,85,302
16,1.8681794,-0.044819057,85,1645
17,2.8505714,0.34318775,85,1323
18,2.5834389,0.29381716,85,2156
19,2.1997871,0.050722547,85,2308
20,2.1454704,0.016691852,85,618
21,2.0996828,0.00027415995,85,325
22,2.2114165,0.06376628,85,2108
23,3.132315,0.44476777,85,1964
24,2.9320476,0.2764578,85,611
25,1.65286,-0.37861338,85,1641
26,3.2134392,0.44000688,85,2056
27,2.3630588,0.11491097,85,598
28,2.835,0.31253326,85,813
29,2.8377175,0.21778922,85,1862
30,2.230962,0.06591417,85,1060
31,2.9008873,0.357266,85,1614
32,2.7831259,0.18711916,85,797
33,1.6195427,-0.30173934,85,1394
34,2.1410632,0.06855728,85,954
35,2.3195055,0.07776682,85,227
36,3.0452874,0.41704473,85,1021
37,2.8449683,0.22118744,85,1434
38,2.8304505,0.33354196,85,671
39,3.0498552,0.27798894,85,1796
40,3.0164313,0.4091333,85,1859
41,2.754522,0.26637703,85,387
42,2.3349037,0.23785762,85,1827
43,3.197239,0.34470245,85,2010
44,1.9779257,-0.02243111,85,1146
45,3.2316842,0.35049817,85,1722
46,3.0361388,0.27454406,85,2037
47,1.5544165,-0.455025,85,1880
48,2.1849163,0.05995483,85,1587
49,2.9543579,0.37799916,85,2146
50,2.9511538,0.37422657,85,1193
51,1.3575387,-0.36795935,85,1159
52,2.665235,0.3068599,85,1041
53,2.6247804,0.22813223,85,1751
54,3.2829142,0.4079233,85,556
55,2.8191593,0.20200503,85,1619
56,2.5910068,0.27406037,85,1379
57,1.8589541,-0.19153172,85,1708
58,2.530176,0.18823348,85,1065
59,3.083626,0.4227399,85,1027
60,2.351214,0.15434286,85,1303
61,3.001728,0.37573555,85,750
62,2.8323328,0.25392073,85,662
63,2.5144057,0.18584523,85,1802
64,3.030459,0.27126274,85,931
65,2.8322914,0.28668827,85,512
66,3.1048985,0.3154749,85,2119
67,3.009073,0.31761566,85,2323
68,3.0952966,0.29599744,85,1155
69,1.2280846,-0.7494064,85,1667
70,3.09603,0.32456273,85,516
71,3.2873414,0.39499977,85,2135
72,2.7453477,0.18549147,85,256
73,3.208883,0.46757466,85,1890
74,2.7537124,0.269307,85,1643
75,1.9754066,-0.03112381,85,550
76,2.7757266,0.24863191,85,1031
77,3.170684,0.33645523,85,1624
78,2.0521755,-0.015241406,85,1970
79,2.9432552,0.23460068,85,743
80,1.9985306,-0.10340894,85,1475
81,3.1333983,0.4488096,85,2433
82,3.139113,0.44877616,85,1682
83,2.0700486,0.019372795,85,1225
84,2.1968653,0.024594255,85,1800
85,2.341492,0.13481149,85,1998
86,2.5275772,0.18538915,85,1480
87,2.499872,0.080457926,85,326
88,2.3127651,0.1006148,85,1245
89,3.1107063,0.3309643,85,1237
90,3.3111875,0.45459884,85,2150
91,3.0438058,0.2745672,85,845
92,1.6931505,-0.03636422,85,800
93,2.3759718,0.12288076,85,1777
94,2.9448216,0.37716553,85,1214
95,3.3121898,0.4359901,85,482
96,2.1306326,0.28533563,85,1714
97,3.0074499,0.39290896,85,503
98,3.0127764,0.25845656,85,560
99,3.0437853,0.32541895,85,811
100,3.1887178,0.4671821,85,2226
101,0.89184666,-1.1151453,85,1611
102,2.2140088,0.051368758,85,2265
103,2.7610455,0.17901425,85,665
104,2.0562117,-0.07122113,85,2182
105,2.0749667,-0.03290543,85,971
106,1.3223631,0.4553057,85,2275
107,1.308341,-0.58920443,85,1728
108,2.3128238,0.08646401,85,511
109,2.777814,0.23829642,85,1630
110,2.4084198,0.069622755,85,715
111,3.2304206,0.3918587,85,1425
112,2.5277767,0.14067927,85,1254
113,3.1697893,0.36562178,85,490
114,2.689709,0.27645636,85,1493
115,2.687487,0.21952546,85,1113
116,2.603816,0.24439746,85,1129
117,1.7061493,-0.1669471,85,1353
118,3.0111446,0.26319435,85,306
119,2.9645889,0.38047495,85,938
120,3.1817873,0.3400006,85,681
121,2.7617502,0.1974521,85,272
122,2.7640505,0.3079509,85,1267
123,2.920021,0.36822706,85,947
124,2.6677678,0.16792324,85,1305
125,2.2513564,0.060414262,85,2036
126,2.7499952,0.16860428,85,502
127,2.2514834,0.18669166,85,1655
128,2.9963093,0.38929653,85,1576
129,1.7567853,-0.20123145,85,706
130,2.5661023,0.20639582,85,946
131,2.1428766,-0.010231944,85,1578
132,1.6634539,-0.23601659,85,661
133,3.1709943,0.44264224,85,1976
134,2.4984164,0.10085609,85,224
135,3.214588,0.46915445,85,2360
136,1.431616,-0.39681062,85,1625
137,2.9248326,0.3601228,85,2438
138,2.2377834,0.1008705,85,1349
139,3.1974933,0.46518102,85,1258
140,2.63515,0.1849886,85,978
141,2.0913877,0.033454027,85,1133
142,2.2339427,0.11777439,85,1403
143,2.0614424,-0.0024161134,85,398
144,2.8146262,0.22140424,85,344
145,3.193391,0.4487231,85,1150
146,2.1834846,0.017753845,85,1090
147,3.2496386,0.41253778,85,1038
148,2.248133,0.05150201,85,498
149,2.4290605,0.16908725,85,1264
150,2.9071937,0.27205396,85,1495
151,2.9908006,0.29679304,85,1736
152,2.9500115,0.37769192,85,1497
153,2.7034483,0.21711831,85,2050
154,2.8608394,0.2751487,85,475
155,2.5721903,0.22335947,85,1140
156,2.3503451,0.14675926,85,1731
157,1.9860588,-0.020271674,85,639
158,2.725076,0.30514655,85,2011
159,2.9098277,0.36266595,85,1168
160,3.2186503,0.36110702,85,2279
161,2.7307181,0.28774598,85,985
162,2.5000508,0.16805282,85,852
163,1.9180909,0.076189876,85,574
164,2.9540339,0.3733446,85,1131
165,2.8587027,0.32801726,85,2106
166,1.6021304,-0.38085157,85,1995
167,2.6189604,0.23124044,85,1545
168,2.6142786,0.16743432,85,582
169,1.9310956,-0.051925868,85,713
170,3.2346926,0.4730676,85,1543
171,1.7384986,-0.14105326,85,711
172,3.2411556,0.43638837,85,632
173,2.2146335,0.25723207,85,1098
174,2.0257113,-0.092464514,85,1272
175,2.294143,0.08483049,85,2312
176,1.949813,-0.013618905,85,1780
177,3.0583649,0.3650273,85,2096
178,1.7648621,-0.041165918,85,293
179,2.323713,0.06412849,85,993
180,2.865421,0.33823013,85,1239
